"TOA5","CR1000_GH_D","CR1000","80551","CR1000.Std.29","CPU:Greenhouse_WP_3_BC.CR1","27519","Matric"
"TIMESTAMP","RECORD","Batt_volt","PTemp","Mp_1_Avg","Tp_1_Avg","Mp_2_Avg","Tp_2_Avg","WM_Avg(1)","WM_Avg(2)","ohms_Avg(1)","ohms_Avg(2)"
"TS","RN","","","kPa","Deg C","kPa","Deg C","kPa","kPa","kOhms","kOhms"
"","","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-10-26 09:00:00",258,13.59,23.18,-8.5,22.26,-8.8,22.5,-1.171,-10.21,0.609,1.061
"2019-10-26 09:15:00",259,13.6,23.24,-8.5,22.3,-8.8,22.5,-1.161,-10.45,0.608,1.073
"2019-10-26 09:30:00",260,13.59,23.5,-8.5,22.37,-8.8,22.52,-1.174,-10.7,0.609,1.085
"2019-10-26 09:45:00",261,13.57,23.78,-8.5,22.43,-8.8,22.6,-1.115,-10.93,0.606,1.097
"2019-10-26 10:00:00",262,13.56,24.48,-8.5,22.57,-8.8,22.68,-1.193,-11.23,0.61,1.112
"2019-10-26 10:15:00",263,13.54,25.28,-8.5,22.81,-8.8,22.84,-1.222,-11.58,0.611,1.129
"2019-10-26 10:30:00",264,13.54,26.16,-8.5,23.21,-8.8,23.1,-1.253,-11.97,0.613,1.149
"2019-10-26 10:45:00",265,13.51,27.03,-8.51,23.77,-8.8,23.51,-1.304,-12.44,0.615,1.172
"2019-10-26 11:00:00",266,13.47,27.69,-8.51,24.35,-8.8,24.02,-1.272,-12.93,0.614,1.196
"2019-10-26 11:15:00",267,13.47,28.23,-8.54,24.98,-8.8,24.45,-1.379,-13.39,0.619,1.219
"2019-10-26 11:30:00",268,13.45,28.53,-8.52,25.64,-8.8,24.87,-1.433,-13.9,0.622,1.245
"2019-10-26 11:45:00",269,13.45,28.82,-8.51,26.36,-8.8,25.24,-1.476,-14.51,0.624,1.275
"2019-10-26 12:00:00",270,13.44,29.12,-8.51,27,-8.8,25.66,-1.511,-15.25,0.626,1.313
"2019-10-26 12:15:00",271,13.42,29.38,-8.5,27.56,-8.8,26.08,-1.525,-16.13,0.626,1.356
"2019-10-26 12:30:00",272,13.42,29.68,-8.5,28.09,-8.8,26.49,-1.519,-17.14,0.626,1.407
"2019-10-26 12:45:00",273,13.39,30.02,-8.52,28.57,-8.8,26.83,-1.494,-18.23,0.625,1.461
"2019-10-26 13:00:00",274,13.39,30.29,-8.6,28.97,-8.8,27.14,-1.438,-19.37,0.622,1.519
"2019-10-26 13:15:00",275,13.39,30.53,-8.6,29.38,-8.8,27.44,-1.375,-20.64,0.619,1.582
"2019-10-26 13:30:00",276,13.36,30.84,-8.61,29.87,-8.77,27.73,-1.352,-21.86,0.618,1.643
"2019-10-26 13:45:00",277,13.36,31.16,-8.7,30.27,-8.7,28.04,-1.293,-23.39,0.615,1.72
"2019-10-26 14:00:00",278,13.36,31.4,-8.76,30.68,-8.7,28.34,-1.207,-25.06,0.61,1.803
"2019-10-26 14:15:00",279,13.34,31.44,-8.86,31.17,-8.7,28.57,-1.267,-27.12,0.613,1.906
"2019-10-26 14:30:00",280,13.32,31.4,-8.95,31.6,-8.7,28.78,-1.307,-29.17,0.615,2.009
"2019-10-26 14:45:00",281,13.31,31.4,-9.08,32.02,-8.7,28.97,-1.362,-31.69,0.618,2.135
"2019-10-26 15:00:00",282,13.31,31.37,-9.23,32.43,-8.7,29.15,-1.387,-34.56,0.619,2.278
"2019-10-26 15:15:00",283,13.32,31.23,-9.37,32.7,-8.7,29.3,-1.422,-37.86,0.621,2.443
"2019-10-26 15:30:00",284,13.31,31.23,-9.6,32.9,-8.7,29.43,-1.364,-41.36,0.618,2.618
"2019-10-26 15:45:00",285,13.32,31.3,-9.93,33.07,-8.7,29.59,-1.331,-45.5,0.617,2.825
"2019-10-26 16:00:00",286,13.31,31.09,-10.28,33.22,-8.7,29.75,-1.424,-50.32,0.621,3.066
"2019-10-26 16:15:00",287,13.32,30.57,-10.77,33.3,-8.7,29.84,-1.62,-55.8,0.631,3.34
"2019-10-26 16:30:00",288,13.31,30.09,-11.4,33.29,-8.7,29.9,-1.609,-61.55,0.63,3.627
"2019-10-26 16:45:00",289,13.32,29.75,-12.27,33.19,-8.7,29.9,-1.585,-67.58,0.629,3.929
"2019-10-26 17:00:00",290,13.32,29.52,-13.23,32.98,-8.7,29.82,-1.545,-73.78,0.627,4.239
"2019-10-26 17:15:00",291,13.35,29.28,-14.36,32.83,-8.7,29.8,-1.511,-80.2,0.626,4.562
"2019-10-26 17:30:00",292,13.35,28.92,-15.06,32.65,-8.7,29.78,-1.489,-86.5,0.624,4.876
"2019-10-26 17:45:00",293,13.34,28.56,-15.03,32.43,-8.7,29.7,-1.532,-92.8,0.627,5.191
"2019-10-26 18:00:00",294,13.34,28.1,-16.09,32.17,-8.7,29.51,-1.522,-99.1,0.626,5.503
"2019-10-26 18:15:00",295,13.39,27.66,-14.38,31.83,-8.71,29.36,-1.374,-104.5,0.619,5.775
"2019-10-26 18:30:00",296,13.39,27.31,-9.8,31.01,-8.8,29.2,-1.248,-109.7,0.612,6.035
"2019-10-26 18:45:00",297,13.39,26.81,-9.84,30.38,-8.8,29.04,-1.281,-115.6,0.614,6.329
"2019-10-26 19:00:00",298,13.39,26.44,-9.9,30.04,-8.8,28.86,-1.246,-121,0.612,6.6
"2019-10-26 19:15:00",299,13.42,26.1,-9.9,29.77,-8.8,28.68,-1.244,-126.2,0.612,6.86
"2019-10-26 19:30:00",300,13.42,25.89,-9.9,29.44,-8.8,28.5,-1.22,-131.3,0.611,7.114
"2019-10-26 19:45:00",301,13.45,25.67,-9.9,29.22,-8.8,28.34,-1.22,-135.9,0.611,7.347
"2019-10-26 20:00:00",302,13.44,25.43,-9.9,29.01,-8.8,28.12,-1.217,-140.7,0.611,7.586
"2019-10-26 20:15:00",303,13.45,25.13,-9.9,28.79,-8.8,27.89,-1.223,-145.1,0.611,7.807
"2019-10-26 20:30:00",304,13.47,24.81,-9.9,28.57,-8.8,27.7,-1.213,-149.6,0.611,8.03
"2019-10-26 20:45:00",305,13.48,24.42,-9.9,28.32,-8.8,27.5,-1.215,-153.7,0.611,8.23
"2019-10-26 21:00:00",306,13.5,24.01,-9.9,28,-8.8,27.3,-1.196,-157.9,0.61,8.44
"2019-10-26 21:15:00",307,13.5,23.67,-9.9,27.7,-8.8,27.09,-1.173,-161.9,0.609,8.65
"2019-10-26 21:30:00",308,13.5,23.32,-9.9,27.43,-8.8,26.88,-1.176,-165.7,0.609,8.84
"2019-10-26 21:45:00",309,13.5,23.01,-9.9,27.15,-8.8,26.66,-1.169,-169.3,0.608,9.01
"2019-10-26 22:00:00",310,13.53,22.67,-9.9,26.86,-8.8,26.43,-1.147,-173.2,0.607,9.21
"2019-10-26 22:15:00",311,13.53,22.36,-9.9,26.57,-8.8,26.17,-1.133,-176.5,0.607,9.38
"2019-10-26 22:30:00",312,13.57,22.08,-9.9,26.25,-8.8,25.9,-1.122,-180,0.606,9.55
"2019-10-26 22:45:00",313,13.56,21.81,-9.9,25.91,-8.8,25.68,-1.108,-183.3,0.605,9.71
"2019-10-26 23:00:00",314,13.59,21.53,-9.9,25.61,-8.8,25.45,-1.104,-186.7,0.605,9.89
"2019-10-26 23:15:00",315,13.59,21.31,-9.9,25.33,-8.8,25.23,-1.079,-189.6,0.604,10.03
"2019-10-26 23:30:00",316,13.59,21.12,-9.9,25.08,-8.8,25.06,-1.088,-192.7,0.604,10.18
"2019-10-26 23:45:00",317,13.59,20.99,-9.9,24.81,-8.8,24.86,-1.055,-195.3,0.603,10.32
"2019-10-27 00:00:00",318,13.62,20.83,-9.9,24.56,-8.8,24.66,-1.08,-198,0.604,10.45
"2019-10-27 00:15:00",319,13.62,20.69,-9.89,24.3,-8.8,24.46,-1.064,-200.3,0.603,10.56
"2019-10-27 00:30:00",320,13.62,20.56,-9.88,24.06,-8.8,24.27,-1.045,-202.9,0.602,10.7
"2019-10-27 00:45:00",321,13.62,20.48,-9.84,23.82,-8.8,24.09,-1.02,-205.2,0.601,10.81
"2019-10-27 01:00:00",322,13.65,20.37,-9.82,23.55,-8.8,23.92,-1.029,-207.6,0.601,10.93
"2019-10-27 01:15:00",323,13.65,20.26,-9.81,23.31,-8.8,23.75,-1.022,-209.5,0.601,11.03
"2019-10-27 01:30:00",324,13.65,20.18,-9.8,23.11,-8.8,23.54,-1.037,-211.6,0.602,11.13
"2019-10-27 01:45:00",325,13.65,20.1,-9.8,22.92,-8.8,23.37,-1.02,-213.6,0.601,11.23
"2019-10-27 02:00:00",326,13.66,20.08,-9.8,22.74,-8.8,23.23,-1.032,-215.3,0.602,11.31
"2019-10-27 02:15:00",327,13.65,20.05,-9.8,22.57,-8.8,23.08,-1.024,-217.4,0.601,11.42
"2019-10-27 02:30:00",328,13.65,20,-9.8,22.4,-8.8,22.94,-1.027,-218.5,0.601,11.48
"2019-10-27 02:45:00",329,13.65,20.15,-9.8,22.24,-8.8,22.8,-1.015,-220.6,0.601,11.58
"2019-10-27 03:00:00",330,13.65,20.34,-9.8,22.07,-8.8,22.68,-0.976,-222.1,0.599,11.66
"2019-10-27 03:15:00",331,13.65,20.56,-9.8,21.94,-8.8,22.6,-1.007,-223.2,0.6,11.71
"2019-10-27 03:30:00",332,13.65,20.8,-9.8,21.84,-8.8,22.51,-1.011,-224.8,0.601,11.79
"2019-10-27 03:45:00",333,13.65,20.96,-9.8,21.76,-8.8,22.48,-1.009,-226.5,0.6,11.87
"2019-10-27 04:00:00",334,13.65,21.18,-9.8,21.7,-8.8,22.4,-1.019,-226.9,0.601,11.89
"2019-10-27 04:15:00",335,13.65,21.31,-9.8,21.66,-8.8,22.4,-1.015,-228.8,0.601,11.99
"2019-10-27 04:30:00",336,13.65,21.42,-9.8,21.6,-8.8,22.39,-1.015,-229.6,0.601,12.03
"2019-10-27 04:45:00",337,13.65,21.53,-9.8,21.6,-8.8,22.3,-1.037,-230.1,0.602,12.06
"2019-10-27 05:00:00",338,13.64,21.56,-9.8,21.6,-8.8,22.3,-1.017,-230.4,0.601,12.07
"2019-10-27 05:15:00",339,13.65,21.64,-9.8,21.6,-8.8,22.3,-1.065,-231.3,0.603,12.12
"2019-10-27 05:30:00",340,13.65,21.7,-9.8,21.6,-8.8,22.3,-1.068,-232.2,0.603,12.16
"2019-10-27 05:45:00",341,13.65,21.75,-9.8,21.6,-8.8,22.3,-1.072,-233.1,0.604,12.21
"2019-10-27 06:00:00",342,13.65,21.81,-9.8,21.6,-8.8,22.3,-1.07,-233.6,0.603,12.23
"2019-10-27 06:15:00",343,13.65,21.86,-9.8,21.6,-8.8,22.22,-1.075,-233.5,0.604,12.23
"2019-10-27 06:30:00",344,13.62,21.89,-9.8,21.6,-8.8,22.2,-1.072,-234.7,0.604,12.28
"2019-10-27 06:45:00",345,13.62,21.95,-9.81,21.6,-8.8,22.2,-1.077,-234.9,0.604,12.29
"2019-10-27 07:00:00",346,13.62,21.97,-9.86,21.6,-8.8,22.2,-1.044,-235.6,0.602,12.33
"2019-10-27 07:15:00",347,13.62,22.03,-9.9,21.67,-8.8,22.2,-0.965,-235.9,0.598,12.34
"2019-10-27 07:30:00",348,13.62,22.11,-9.9,21.7,-8.8,22.2,-0.998,-236,0.6,12.35
"2019-10-27 07:45:00",349,13.62,22.22,-9.9,21.7,-8.8,22.2,-1.052,-236.5,0.603,12.38
"2019-10-27 08:00:00",350,13.62,22.31,-9.92,21.7,-8.8,22.2,-1.09,-237.4,0.604,12.42
"2019-10-27 08:15:00",351,13.62,22.42,-10,21.76,-8.8,22.24,-1.123,-237.9,0.606,12.44
"2019-10-27 08:30:00",352,13.62,22.53,-10,21.8,-8.8,22.3,-1.154,-238.4,0.608,12.47
"2019-10-27 08:45:00",353,13.62,22.61,-10.09,21.8,-8.8,22.3,-1.137,-238.7,0.607,12.49
"2019-10-27 09:00:00",354,13.62,22.7,-10.1,21.89,-8.8,22.3,-1.158,-239,0.608,12.5
"2019-10-27 09:15:00",355,13.62,22.81,-10.19,21.9,-8.8,22.3,-1.168,-238.7,0.608,12.49
"2019-10-27 09:30:00",356,13.62,22.95,-10.2,21.93,-8.8,22.3,-1.163,-239,0.608,12.5
"2019-10-27 09:45:00",357,13.6,22.98,-10.28,22,-8.8,22.3,-1.169,-239.1,0.608,12.5
"2019-10-27 10:00:00",358,13.59,23.07,-10.36,22.04,-8.8,22.39,-1.181,-241,0.609,12.6
"2019-10-27 10:15:00",359,13.6,23.12,-10.47,22.1,-8.8,22.4,-1.2,-240.7,0.61,12.59
"2019-10-27 10:30:00",360,13.6,23.12,-10.63,22.15,-8.8,22.4,-1.143,-241,0.607,12.6
"2019-10-27 10:45:00",361,13.59,23.12,-10.83,22.2,-8.8,22.4,-1.102,-240.8,0.605,12.59
"2019-10-27 11:00:00",362,13.59,23.04,-11.13,22.25,-8.8,22.4,-1.111,-241.6,0.606,12.63
"2019-10-27 11:15:00",363,13.6,23.04,-11.58,22.3,-8.8,22.42,-1.153,-241.1,0.608,12.61
"2019-10-27 11:30:00",364,13.59,23.07,-12.11,22.3,-8.8,22.5,-1.169,-241.9,0.608,12.64
"2019-10-27 11:45:00",365,13.6,23.1,-12.74,22.34,-8.8,22.5,-1.22,-242.2,0.611,12.66
"2019-10-27 12:00:00",366,13.6,23.15,-13.52,22.4,-8.8,22.5,-1.233,-242.4,0.612,12.67
"2019-10-27 12:15:00",367,13.59,23.15,-14.47,22.4,-8.8,22.5,-1.232,-242.6,0.612,12.68
"2019-10-27 12:30:00",368,13.59,23.18,-15.28,22.44,-8.8,22.5,-1.223,-242.1,0.611,12.66
"2019-10-27 12:45:00",369,13.6,23.15,-15.2,22.5,-8.8,22.5,-1.23,-243.3,0.611,12.71
"2019-10-27 13:00:00",370,13.59,23.15,-15.25,22.5,-8.8,22.5,-1.227,-242.9,0.611,12.69
"2019-10-27 13:15:00",371,13.6,23.15,-16.39,22.5,-8.8,22.5,-1.21,-243.4,0.611,12.72
"2019-10-27 13:30:00",372,13.6,23.12,-18.08,22.57,-8.8,22.52,-1.228,-244,0.611,12.75
"2019-10-27 13:45:00",373,13.59,23.12,-20.56,22.6,-8.8,22.59,-1.232,-244.4,0.612,12.77
"2019-10-27 14:00:00",374,13.59,23.12,-26.28,22.6,-8.8,22.6,-1.228,-244,0.611,12.75
"2019-10-27 14:15:00",375,13.59,23.12,-33.49,22.6,-8.8,22.6,-1.209,-244.6,0.61,12.78
"2019-10-27 14:30:00",376,13.6,23.15,-40.26,22.6,-8.78,22.6,-1.205,-244.9,0.61,12.79
"2019-10-27 14:45:00",377,13.59,23.15,-43.64,22.6,-8.74,22.6,-1.192,-244.4,0.61,12.77
"2019-10-27 15:00:00",378,13.59,23.15,-47.46,22.69,-8.72,22.6,-1.213,-245,0.611,12.8
"2019-10-27 15:15:00",379,13.59,23.15,-51.9,22.7,-8.71,22.6,-1.244,-244.4,0.612,12.77
"2019-10-27 15:30:00",380,13.59,23.1,-57,22.7,-8.7,22.6,-1.229,-244.8,0.611,12.79
"2019-10-27 15:45:00",381,13.59,23.1,-63.15,22.7,-8.7,22.6,-1.236,-245.6,0.612,12.83
"2019-10-27 16:00:00",382,13.59,23.07,-70.09,22.7,-8.7,22.6,-1.233,-244.9,0.612,12.8
"2019-10-27 16:15:00",383,13.59,23.04,-77.23,22.7,-8.7,22.6,-1.238,-245.6,0.612,12.83
"2019-10-27 16:30:00",384,13.59,22.98,-87.9,22.7,-8.7,22.6,-1.206,-245.7,0.61,12.83
"2019-10-27 16:45:00",385,13.59,22.92,-101.9,22.76,-8.7,22.6,-1.247,-246.4,0.612,12.87
"2019-10-27 17:00:00",386,13.59,22.87,-119.2,22.8,-8.7,22.6,-1.257,-246.6,0.613,12.88
"2019-10-27 17:15:00",387,13.59,22.81,-139.8,22.8,-8.7,22.6,-1.268,-246.1,0.613,12.85
"2019-10-27 17:30:00",388,13.6,22.75,-162.8,22.8,-8.7,22.6,-1.267,-246.6,0.613,12.88
"2019-10-27 17:45:00",389,13.59,22.73,-187.2,22.8,-8.7,22.6,-1.28,-246.3,0.614,12.86
"2019-10-27 18:00:00",390,13.59,22.7,-211.9,22.8,-8.7,22.6,-1.265,-247.2,0.613,12.91
"2019-10-27 18:15:00",391,13.59,22.64,-140.9,22.8,-8.75,22.6,-1.268,-247.2,0.613,12.91
"2019-10-27 18:30:00",392,13.59,22.61,-10.3,22.95,-8.8,22.6,-1.282,-245.8,0.614,12.84
"2019-10-27 18:45:00",393,13.59,22.42,-10.3,23,-8.8,22.6,-1.274,-245.6,0.614,12.83
"2019-10-27 19:00:00",394,13.6,22.17,-10.3,23,-8.8,22.6,-1.251,-246.3,0.613,12.87
"2019-10-27 19:15:00",395,13.59,21.92,-10.31,22.91,-8.8,22.55,-1.233,-246.4,0.612,12.87
"2019-10-27 19:30:00",396,13.59,21.67,-10.34,22.88,-8.8,22.5,-1.233,-246.7,0.612,12.89
"2019-10-27 19:45:00",397,13.62,21.45,-10.39,22.8,-8.8,22.46,-1.218,-246.6,0.611,12.88
"2019-10-27 20:00:00",398,13.62,21.29,-10.39,22.73,-8.8,22.4,-1.2,-247.4,0.61,12.92
"2019-10-27 20:15:00",399,13.62,21.12,-10.4,22.66,-8.8,22.32,-1.204,-247.7,0.61,12.93
"2019-10-27 20:30:00",400,13.62,21.02,-10.4,22.59,-8.8,22.3,-1.202,-248.1,0.61,12.96
"2019-10-27 20:45:00",401,13.62,20.91,-10.4,22.5,-8.8,22.2,-1.196,-248.2,0.61,12.96
"2019-10-27 21:00:00",402,13.65,20.69,-10.4,22.41,-8.8,22.15,-1.202,-249,0.61,13
"2019-10-27 21:15:00",403,13.65,20.5,-10.4,22.29,-8.8,22.07,-1.19,-249.5,0.609,13.03
"2019-10-27 21:30:00",404,13.65,20.31,-10.39,22.17,-8.8,21.98,-1.18,-250.2,0.609,13.06
"2019-10-27 21:45:00",405,13.65,20.1,-10.37,22.04,-8.8,21.88,-1.174,-250.1,0.609,13.05
"2019-10-27 22:00:00",406,13.65,19.97,-10.38,21.91,-8.8,21.78,-1.172,-251.6,0.609,13.13
"2019-10-27 22:15:00",407,13.65,19.81,-10.39,21.76,-8.8,21.67,-1.169,-252.1,0.608,13.16
"2019-10-27 22:30:00",408,13.69,19.7,-10.35,21.63,-8.8,21.56,-1.152,-252.6,0.608,13.18
"2019-10-27 22:45:00",409,13.68,19.6,-10.32,21.47,-8.8,21.46,-1.151,-252.8,0.608,13.19
"2019-10-27 23:00:00",410,13.68,19.49,-10.3,21.34,-8.8,21.35,-1.156,-253.8,0.608,13.24
"2019-10-27 23:15:00",411,13.68,19.42,-10.3,21.19,-8.8,21.25,-1.163,-253.6,0.608,13.23
"2019-10-27 23:30:00",412,13.68,19.36,-10.3,21.06,-8.8,21.15,-1.155,-254.7,0.608,13.28
"2019-10-27 23:45:00",413,13.69,19.28,-10.3,20.94,-8.8,21.06,-1.148,-255.4,0.607,13.32
"2019-10-28 00:00:00",414,13.68,19.21,-10.3,20.8,-8.8,20.96,-1.155,-255.4,0.608,13.32
"2019-10-28 00:15:00",415,13.71,19.18,-10.3,20.67,-8.8,20.87,-1.131,-256.9,0.607,13.4
"2019-10-28 00:30:00",416,13.71,19.13,-10.3,20.56,-8.8,20.77,-1.14,-256.6,0.607,13.38
"2019-10-28 00:45:00",417,13.71,19.08,-10.3,20.44,-8.8,20.7,-1.13,-257.4,0.607,13.42
"2019-10-28 01:00:00",418,13.71,19,-10.3,20.33,-8.8,20.6,-1.15,-257.7,0.607,13.43
"2019-10-28 01:15:00",419,13.71,18.95,-10.3,20.22,-8.8,20.52,-1.124,-258.5,0.606,13.47
"2019-10-28 01:30:00",420,13.71,18.89,-10.3,20.12,-8.8,20.44,-1.133,-259.2,0.607,13.51
"2019-10-28 01:45:00",421,13.71,18.87,-10.3,20.01,-8.8,20.35,-1.101,-259,0.605,13.5
"2019-10-28 02:00:00",422,13.71,18.82,-10.3,19.9,-8.8,20.28,-1.099,-259.8,0.605,13.54
"2019-10-28 02:15:00",423,13.71,18.77,-10.3,19.8,-8.8,20.2,-1.107,-260.3,0.605,13.57
"2019-10-28 02:30:00",424,13.71,18.71,-10.3,19.7,-8.8,20.11,-1.129,-260.3,0.606,13.56
"2019-10-28 02:45:00",425,13.71,18.82,-10.3,19.6,-8.8,20.03,-1.105,-260.7,0.605,13.59
"2019-10-28 03:00:00",426,13.71,19.02,-10.3,19.46,-8.8,20,-1.099,-261.1,0.605,13.6
"2019-10-28 03:15:00",427,13.71,19.21,-10.3,19.4,-8.8,19.92,-1.094,-261.4,0.605,13.62
"2019-10-28 03:30:00",428,13.71,19.36,-10.3,19.33,-8.8,19.9,-1.101,-261.5,0.605,13.62
"2019-10-28 03:45:00",429,13.71,19.49,-10.3,19.3,-8.8,19.9,-1.092,-262.4,0.605,13.67
"2019-10-28 04:00:00",430,13.71,19.6,-10.3,19.3,-8.8,19.9,-1.098,-262.6,0.605,13.68
"2019-10-28 04:15:00",431,13.71,19.68,-10.3,19.3,-8.8,19.9,-1.102,-262.4,0.605,13.67
"2019-10-28 04:30:00",432,13.71,19.78,-10.3,19.3,-8.8,19.9,-1.095,-262.6,0.605,13.68
"2019-10-28 04:45:00",433,13.71,19.89,-10.3,19.3,-8.8,19.9,-1.086,-261.7,0.604,13.64
"2019-10-28 05:00:00",434,13.71,19.86,-10.3,19.3,-8.8,19.9,-1.097,-262.1,0.605,13.66
"2019-10-28 05:15:00",435,13.71,19.89,-10.3,19.34,-8.8,19.9,-1.121,-261.8,0.606,13.64
"2019-10-28 05:30:00",436,13.71,19.94,-10.3,19.4,-8.8,19.9,-1.121,-262.3,0.606,13.67
"2019-10-28 05:45:00",437,13.71,19.92,-10.3,19.4,-8.8,19.9,-1.131,-261.5,0.607,13.62
"2019-10-28 06:00:00",438,13.71,19.92,-10.3,19.4,-8.8,19.9,-1.128,-261.8,0.606,13.64
"2019-10-28 06:15:00",439,13.71,19.84,-10.31,19.4,-8.8,19.9,-1.115,-262,0.606,13.65
"2019-10-28 06:30:00",440,13.71,19.89,-10.37,19.5,-8.8,19.9,-1.158,-261.4,0.608,13.62
"2019-10-28 06:45:00",441,13.71,19.92,-10.4,19.56,-8.8,19.9,-1.143,-261.9,0.607,13.65
"2019-10-28 07:00:00",442,13.71,19.92,-10.4,19.6,-8.8,19.9,-1.17,-261,0.609,13.6
"2019-10-28 07:15:00",443,13.71,20.02,-10.4,19.6,-8.8,19.9,-1.162,-261.8,0.608,13.64
"2019-10-28 07:30:00",444,13.71,20.1,-10.4,19.6,-8.8,19.9,-1.171,-262.1,0.609,13.65
"2019-10-28 07:45:00",445,13.71,20.24,-10.48,19.66,-8.8,19.91,-1.18,-261.7,0.609,13.63
"2019-10-28 08:00:00",446,13.68,20.42,-10.5,19.7,-8.8,20,-1.186,-261.5,0.609,13.63
"2019-10-28 08:15:00",447,13.68,20.61,-10.51,19.71,-8.8,20,-1.188,-261.9,0.609,13.65
"2019-10-28 08:30:00",448,13.68,20.77,-10.6,19.8,-8.8,20.02,-1.206,-260.6,0.61,13.58
"2019-10-28 08:45:00",449,13.68,20.74,-10.6,19.84,-8.8,20.1,-1.196,-261,0.61,13.6
"2019-10-28 09:00:00",450,13.68,20.72,-10.65,19.9,-8.8,20.1,-1.206,-260.8,0.61,13.59
"2019-10-28 09:15:00",451,13.68,20.74,-10.7,19.99,-8.8,20.14,-1.212,-260.6,0.611,13.58
"2019-10-28 09:30:00",452,13.68,20.74,-10.74,20.06,-8.8,20.2,-1.239,-260.4,0.612,13.57
"2019-10-28 09:45:00",453,13.68,20.8,-10.8,20.15,-8.8,20.2,-1.227,-260.6,0.611,13.58
"2019-10-28 10:00:00",454,13.68,21.18,-10.9,20.24,-8.8,20.26,-1.248,-260.8,0.612,13.59
"2019-10-28 10:15:00",455,13.68,21.59,-11.04,20.35,-8.8,20.32,-1.262,-259.2,0.613,13.51
"2019-10-28 10:30:00",456,13.66,21.89,-11.26,20.53,-8.8,20.43,-1.27,-259.4,0.613,13.52
"2019-10-28 10:45:00",457,13.65,22.31,-11.59,20.73,-8.8,20.54,-1.276,-258.9,0.614,13.49
"2019-10-28 11:00:00",458,13.62,22.78,-12.05,21,-8.8,20.7,-1.298,-257.3,0.615,13.41
"2019-10-28 11:15:00",459,13.62,23.61,-12.67,21.33,-8.8,20.93,-1.314,-256.3,0.616,13.36
"2019-10-28 11:30:00",460,13.59,24.51,-13.42,21.73,-8.8,21.22,-1.345,-256.5,0.617,13.37
"2019-10-28 11:45:00",461,13.57,25.73,-14.36,22.19,-8.8,21.58,-1.357,-254.1,0.618,13.25
"2019-10-28 12:00:00",462,13.54,26.53,-15.09,22.68,-8.8,22.01,-1.391,-252.2,0.62,13.16
"2019-10-28 12:15:00",463,13.51,27.09,-14.72,23.23,-8.8,22.47,-1.398,-251.5,0.62,13.12
"2019-10-28 12:30:00",464,13.51,27.53,-14.64,23.83,-8.8,22.88,-1.437,-248.3,0.622,12.96
"2019-10-28 12:45:00",465,13.47,27.85,-16,24.34,-8.8,23.28,-1.41,-247.3,0.621,12.92
"2019-10-28 13:00:00",466,13.48,28.14,-17.78,24.81,-8.8,23.7,-1.418,-247.1,0.621,12.9
"2019-10-28 13:15:00",467,13.45,28.49,-20.02,25.25,-8.75,24.06,-1.373,-244.2,0.619,12.76
"2019-10-28 13:30:00",468,13.45,28.69,-25.05,25.71,-8.71,24.43,-1.316,-242.4,0.616,12.67
"2019-10-28 13:45:00",469,13.45,28.89,-31.8,26.25,-8.7,24.74,-1.275,-239.9,0.614,12.54
"2019-10-28 14:00:00",470,13.42,29.02,-38.99,26.76,-8.7,25.02,-1.334,-238.1,0.617,12.46
"2019-10-28 14:15:00",471,13.42,29.05,-42.7,27.21,-8.7,25.24,-1.337,-236.7,0.617,12.39
"2019-10-28 14:30:00",472,13.42,29.02,-46.27,27.64,-8.7,25.48,-1.364,-235.7,0.618,12.33
"2019-10-28 14:45:00",473,13.41,28.92,-50.47,28.07,-8.7,25.7,-1.41,-233.5,0.621,12.22
"2019-10-28 15:00:00",474,13.42,28.49,-55.34,28.46,-8.7,25.89,-1.445,-233,0.622,12.2
"2019-10-28 15:15:00",475,13.42,27.98,-61.33,28.72,-8.7,26.05,-1.482,-231.8,0.624,12.14
"2019-10-28 15:30:00",476,13.41,27.53,-68.32,28.93,-8.7,26.17,-1.475,-231.7,0.624,12.14
"2019-10-28 15:45:00",477,13.41,27.21,-75.61,29.06,-8.7,26.3,-1.503,-231.3,0.625,12.11
"2019-10-28 16:00:00",478,13.45,26.68,-85.1,29.13,-8.7,26.3,-1.529,-230.3,0.626,12.07
"2019-10-28 16:15:00",479,13.45,26.22,-99.2,29.2,-8.7,26.3,-1.553,-230.1,0.628,12.05
"2019-10-28 16:30:00",480,13.44,25.83,-116.6,29.12,-8.7,26.3,-1.553,-230.6,0.628,12.08
"2019-10-28 16:45:00",481,13.45,25.43,-136.9,29.05,-8.7,26.2,-1.55,-232,0.628,12.15
"2019-10-28 17:00:00",482,13.47,24.95,-158.9,28.94,-8.7,26.06,-1.56,-231.5,0.628,12.13
"2019-10-28 17:15:00",483,13.5,24.45,-181.9,28.77,-8.7,25.93,-1.561,-233.3,0.628,12.22
"2019-10-28 17:30:00",484,13.51,24.13,-205,28.59,-8.7,25.76,-1.58,-233.5,0.629,12.23
"2019-10-28 17:45:00",485,13.5,23.84,-228.7,28.39,-8.7,25.63,-1.58,-233.9,0.629,12.25
"2019-10-28 18:00:00",486,13.5,23.7,-252.9,28.15,-8.7,25.52,-1.557,-235.7,0.628,12.33
"2019-10-28 18:15:00",487,13.51,23.55,-277,27.88,-8.7,25.41,-1.559,-236.9,0.628,12.4
