"TOA5","CR1000_GH_D","CR1000","80551","CR1000.Std.29","CPU:Greenhouse_WP_3_BC.CR1","27519","Matric"
"TIMESTAMP","RECORD","Batt_volt","PTemp","Mp_1_Avg","Tp_1_Avg","Mp_2_Avg","Tp_2_Avg","WM_Avg(1)","WM_Avg(2)","ohms_Avg(1)","ohms_Avg(2)"
"TS","RN","","","kPa","Deg C","kPa","Deg C","kPa","kPa","kOhms","kOhms"
"","","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-10-28 18:30:00",488,13.53,23.44,-300.5,27.67,-8.7,25.3,-1.577,-237.4,0.629,12.42
"2019-10-28 18:45:00",489,13.53,23.21,-326.3,27.46,-8.7,25.19,-1.564,-238.7,0.628,12.48
"2019-10-28 19:00:00",490,13.56,22.95,-350.6,27.26,-8.7,25.1,-1.57,-238.8,0.628,12.49
"2019-10-28 19:15:00",491,13.56,22.7,-343.2,27.05,-8.73,25.02,-1.57,-240.7,0.629,12.59
"2019-10-28 19:30:00",492,13.56,22.36,-10.53,26.71,-8.78,24.87,-1.501,-240.4,0.625,12.57
"2019-10-28 19:45:00",493,13.59,22.03,-10.23,26.37,-8.8,24.75,-1.429,-241,0.621,12.6
"2019-10-28 20:00:00",494,13.59,21.75,-10.29,26.04,-8.8,24.59,-1.406,-241.8,0.62,12.64
"2019-10-28 20:15:00",495,13.59,21.59,-10.3,25.82,-8.8,24.44,-1.388,-243.5,0.619,12.72
"2019-10-28 20:30:00",496,13.62,21.31,-10.3,25.61,-8.8,24.28,-1.379,-244.5,0.619,12.77
"2019-10-28 20:45:00",497,13.62,20.91,-10.3,25.41,-8.8,24.09,-1.373,-245.4,0.619,12.82
"2019-10-28 21:00:00",498,13.62,20.64,-10.3,25.19,-8.8,23.82,-1.368,-245.9,0.618,12.84
"2019-10-28 21:15:00",499,13.65,20.4,-10.3,24.99,-8.8,23.52,-1.378,-246.8,0.619,12.89
"2019-10-28 21:30:00",500,13.65,20.15,-10.3,24.74,-8.8,23.24,-1.377,-247.5,0.619,12.92
"2019-10-28 21:45:00",501,13.65,20,-10.3,24.49,-8.8,23,-1.372,-248.6,0.619,12.98
"2019-10-28 22:00:00",502,13.65,19.81,-10.3,24.25,-8.8,22.78,-1.4,-249.3,0.62,13.01
"2019-10-28 22:15:00",503,13.68,19.65,-10.3,24,-8.8,22.58,-1.391,-250.5,0.62,13.07
"2019-10-28 22:30:00",504,13.68,19.52,-10.3,23.76,-8.8,22.4,-1.374,-251.3,0.619,13.12
"2019-10-28 22:45:00",505,13.68,19.36,-10.3,23.44,-8.8,22.23,-1.309,-252.2,0.615,13.16
"2019-10-28 23:00:00",506,13.68,19.23,-10.3,23.2,-8.8,22.05,-1.306,-252.9,0.615,13.2
"2019-10-28 23:15:00",507,13.71,19.1,-10.3,22.98,-8.8,21.86,-1.312,-254.5,0.616,13.28
"2019-10-28 23:30:00",508,13.71,19.05,-10.3,22.76,-8.8,21.7,-1.339,-255.5,0.617,13.32
"2019-10-28 23:45:00",509,13.71,18.97,-10.29,22.56,-8.8,21.54,-1.331,-255.6,0.617,13.33
"2019-10-29 00:00:00",510,13.71,18.89,-10.28,22.35,-8.8,21.37,-1.285,-256.7,0.614,13.39
"2019-10-29 00:15:00",511,13.71,18.82,-10.23,22.15,-8.8,21.23,-1.323,-257.4,0.616,13.42
"2019-10-29 00:30:00",512,13.71,18.74,-10.21,21.96,-8.8,21.07,-1.348,-258.3,0.617,13.46
"2019-10-29 00:45:00",513,13.71,18.69,-10.21,21.78,-8.8,20.94,-1.37,-259.9,0.618,13.54
"2019-10-29 01:00:00",514,13.71,18.64,-10.2,21.61,-8.8,20.8,-1.336,-259.5,0.617,13.52
"2019-10-29 01:15:00",515,13.71,18.64,-10.2,21.44,-8.8,20.67,-1.322,-261.2,0.616,13.61
"2019-10-29 01:30:00",516,13.71,18.64,-10.2,21.27,-8.8,20.54,-1.372,-261.2,0.619,13.61
"2019-10-29 01:45:00",517,13.74,18.58,-10.2,21.13,-8.8,20.42,-1.378,-262.1,0.619,13.66
"2019-10-29 02:00:00",518,13.75,18.51,-10.2,20.97,-8.8,20.28,-1.36,-263,0.618,13.7
"2019-10-29 02:15:00",519,13.74,18.46,-10.2,20.84,-8.8,20.17,-1.356,-263,0.618,13.7
"2019-10-29 02:30:00",520,13.74,18.48,-10.2,20.69,-8.8,20.06,-1.339,-263.9,0.617,13.75
"2019-10-29 02:45:00",521,13.74,18.64,-10.2,20.56,-8.8,19.96,-1.348,-264.3,0.617,13.76
"2019-10-29 03:00:00",522,13.74,18.89,-10.2,20.45,-8.8,19.9,-1.334,-265.4,0.617,13.82
"2019-10-29 03:15:00",523,13.74,19.1,-10.2,20.35,-8.8,19.88,-1.326,-265.1,0.616,13.81
"2019-10-29 03:30:00",524,13.74,19.31,-10.2,20.28,-8.8,19.8,-1.316,-265.1,0.616,13.8
"2019-10-29 03:45:00",525,13.74,19.42,-10.24,20.2,-8.8,19.8,-1.293,-265.9,0.615,13.84
"2019-10-29 04:00:00",526,13.74,19.47,-10.27,20.2,-8.8,19.8,-1.3,-266.2,0.615,13.86
"2019-10-29 04:15:00",527,13.74,19.44,-10.3,20.11,-8.8,19.8,-1.289,-267.2,0.614,13.91
"2019-10-29 04:30:00",528,13.74,19.44,-10.3,20.1,-8.8,19.79,-1.286,-267.4,0.614,13.92
"2019-10-29 04:45:00",529,13.74,19.31,-10.3,20.05,-8.8,19.7,-1.23,-267,0.611,13.9
"2019-10-29 05:00:00",530,13.74,19.21,-10.3,20,-8.8,19.7,-1.251,-267.7,0.613,13.93
"2019-10-29 05:15:00",531,13.74,19.26,-10.3,19.98,-8.8,19.6,-1.309,-267.5,0.615,13.93
"2019-10-29 05:30:00",532,13.74,19.26,-10.3,19.9,-8.8,19.6,-1.316,-268.7,0.616,13.98
"2019-10-29 05:45:00",533,13.74,19.26,-10.37,19.9,-8.8,19.55,-1.237,-268.8,0.612,13.99
"2019-10-29 06:00:00",534,13.75,19.31,-10.4,19.85,-8.8,19.43,-1.263,-268.3,0.613,13.97
"2019-10-29 06:15:00",535,13.74,19.36,-10.4,19.8,-8.8,19.4,-1.313,-268.5,0.616,13.98
"2019-10-29 06:30:00",536,13.75,19.42,-10.4,19.8,-8.8,19.4,-1.389,-269.2,0.619,14.01
"2019-10-29 06:45:00",537,13.74,19.47,-10.49,19.8,-8.8,19.4,-1.395,-269.4,0.62,14.02
"2019-10-29 07:00:00",538,13.74,19.47,-10.5,19.71,-8.8,19.4,-1.385,-269.2,0.619,14.01
"2019-10-29 07:15:00",539,13.71,19.44,-10.5,19.7,-8.8,19.4,-1.381,-269.7,0.619,14.04
"2019-10-29 07:30:00",540,13.71,19.44,-10.55,19.7,-8.8,19.35,-1.38,-269.5,0.619,14.03
"2019-10-29 07:45:00",541,13.71,19.47,-10.6,19.7,-8.8,19.3,-1.364,-270,0.618,14.05
"2019-10-29 08:00:00",542,13.71,19.49,-10.6,19.7,-8.8,19.3,-1.373,-269.5,0.619,14.03
"2019-10-29 08:15:00",543,13.71,19.52,-10.64,19.7,-8.8,19.3,-1.374,-271,0.619,14.1
"2019-10-29 08:30:00",544,13.71,19.6,-10.7,19.7,-8.8,19.3,-1.368,-270.5,0.618,14.07
"2019-10-29 08:45:00",545,13.71,19.78,-10.71,19.67,-8.8,19.3,-1.367,-270.2,0.618,14.06
"2019-10-29 09:00:00",546,13.71,20,-10.8,19.69,-8.8,19.3,-1.382,-270.1,0.619,14.05
"2019-10-29 09:15:00",547,13.71,20.15,-10.91,19.7,-8.8,19.31,-1.37,-269.5,0.619,14.02
"2019-10-29 09:30:00",548,13.71,20.29,-11.07,19.7,-8.8,19.4,-1.364,-269.8,0.618,14.04
"2019-10-29 09:45:00",549,13.71,20.42,-11.3,19.78,-8.8,19.4,-1.364,-270.3,0.618,14.07
"2019-10-29 10:00:00",550,13.71,20.64,-11.63,19.81,-8.8,19.54,-1.365,-270.2,0.618,14.06
"2019-10-29 10:15:00",551,13.68,20.85,-12.05,19.9,-8.8,19.6,-1.349,-269.9,0.617,14.05
"2019-10-29 10:30:00",552,13.68,21.12,-12.61,19.97,-8.8,19.7,-1.353,-269.8,0.618,14.04
"2019-10-29 10:45:00",553,13.68,21.34,-13.26,20.07,-8.8,19.79,-1.365,-270,0.618,14.05
"2019-10-29 11:00:00",554,13.68,21.56,-14.08,20.19,-8.8,19.89,-1.303,-269.9,0.615,14.04
"2019-10-29 11:15:00",555,13.68,21.67,-14.84,20.33,-8.8,20,-1.3,-269.8,0.615,14.04
"2019-10-29 11:30:00",556,13.68,21.78,-14.73,20.46,-8.8,20.11,-1.31,-269.1,0.615,14
"2019-10-29 11:45:00",557,13.68,21.81,-14.23,20.6,-8.8,20.2,-1.316,-268.2,0.616,13.96
"2019-10-29 12:00:00",558,13.64,21.86,-14.99,20.73,-8.8,20.3,-1.341,-267.7,0.617,13.94
"2019-10-29 12:15:00",559,13.66,21.86,-16.55,20.84,-8.8,20.39,-1.367,-267.5,0.618,13.92
"2019-10-29 12:30:00",560,13.65,21.86,-18.34,20.96,-8.8,20.46,-1.359,-267.9,0.618,13.94
"2019-10-29 12:45:00",561,13.66,21.89,-20.89,21.06,-8.8,20.52,-1.367,-266.8,0.618,13.89
"2019-10-29 13:00:00",562,13.64,21.92,-26.29,21.15,-8.8,20.6,-1.393,-267.1,0.62,13.9
"2019-10-29 13:15:00",563,13.65,21.92,-32.91,21.24,-8.79,20.67,-1.399,-266,0.62,13.85
"2019-10-29 13:30:00",564,13.64,21.92,-39.65,21.33,-8.76,20.71,-1.395,-265.9,0.62,13.84
"2019-10-29 13:45:00",565,13.65,21.92,-42.98,21.41,-8.75,20.8,-1.4,-266.4,0.62,13.87
"2019-10-29 14:00:00",566,13.64,21.89,-46.4,21.5,-8.75,20.84,-1.421,-266.1,0.621,13.85
"2019-10-29 14:15:00",567,13.64,21.86,-50.39,21.57,-8.73,20.9,-1.417,-266.1,0.621,13.85
"2019-10-29 14:30:00",568,13.65,21.89,-54.97,21.61,-8.74,20.95,-1.422,-265.4,0.621,13.82
"2019-10-29 14:45:00",569,13.64,21.89,-60.42,21.7,-8.73,21,-1.424,-265.8,0.621,13.84
"2019-10-29 15:00:00",570,13.65,21.86,-66.78,21.74,-8.71,21.05,-1.412,-265.6,0.621,13.83
"2019-10-29 15:15:00",571,13.62,21.92,-73.54,21.8,-8.7,21.1,-1.405,-266.3,0.62,13.87
"2019-10-29 15:30:00",572,13.62,21.92,-81.1,21.82,-8.72,21.11,-1.4,-265.6,0.62,13.83
"2019-10-29 15:45:00",573,13.62,21.92,-93.3,21.9,-8.7,21.2,-1.301,-265.1,0.615,13.81
"2019-10-29 16:00:00",574,13.62,21.86,-108.1,21.9,-8.7,21.2,-1.353,-266.5,0.618,13.87
"2019-10-29 16:15:00",575,13.62,21.78,-125.7,21.96,-8.71,21.24,-1.446,-265.5,0.622,13.82
"2019-10-29 16:30:00",576,13.62,21.7,-146.6,22,-8.7,21.3,-1.449,-267.1,0.622,13.9
"2019-10-29 16:45:00",577,13.62,21.56,-169.2,22,-8.7,21.3,-1.474,-266.9,0.624,13.89
"2019-10-29 17:00:00",578,13.62,21.4,-194,22,-8.7,21.3,-1.474,-266.8,0.624,13.89
"2019-10-29 17:15:00",579,13.64,21.31,-218,22,-8.7,21.3,-1.397,-266.2,0.62,13.86
"2019-10-29 17:30:00",580,13.65,21.23,-242.1,22,-8.7,21.3,-1.326,-266.9,0.616,13.89
"2019-10-29 17:45:00",581,13.64,21.18,-267.9,21.91,-8.7,21.2,-1.365,-267.1,0.618,13.91
"2019-10-29 18:00:00",582,13.65,21.1,-293.6,21.9,-8.7,21.2,-1.412,-267.3,0.621,13.92
"2019-10-29 18:15:00",583,13.65,21.02,-318.1,21.9,-8.7,21.2,-1.427,-267.5,0.621,13.92
"2019-10-29 18:30:00",584,13.65,20.96,-344.6,21.86,-8.7,21.2,-1.426,-268.5,0.621,13.97
"2019-10-29 18:45:00",585,13.65,20.74,-371.4,21.8,-8.7,21.2,-1.442,-268.6,0.622,13.98
"2019-10-29 19:00:00",586,13.65,20.5,-395.4,21.8,-8.7,21.13,-1.457,-269.1,0.623,14.01
"2019-10-29 19:15:00",587,13.68,20.26,-393.4,21.72,-8.74,21.1,-1.446,-269.3,0.622,14.01
"2019-10-29 19:30:00",588,13.68,20.05,-10.75,21.7,-8.79,21.01,-1.425,-267.4,0.621,13.92
"2019-10-29 19:45:00",589,13.68,19.89,-10.3,21.69,-8.8,20.96,-1.421,-268.4,0.621,13.97
"2019-10-29 20:00:00",590,13.68,19.78,-10.3,21.6,-8.8,20.89,-1.385,-268.9,0.619,14
"2019-10-29 20:15:00",591,13.69,19.68,-10.3,21.51,-8.8,20.8,-1.369,-269.9,0.618,14.05
"2019-10-29 20:30:00",592,13.69,19.57,-10.3,21.42,-8.8,20.72,-1.37,-270.2,0.618,14.06
"2019-10-29 20:45:00",593,13.69,19.47,-10.3,21.32,-8.8,20.66,-1.294,-270.6,0.615,14.08
"2019-10-29 21:00:00",594,13.71,19.39,-10.3,21.22,-8.8,20.59,-1.252,-271.3,0.613,14.12
"2019-10-29 21:15:00",595,13.71,19.26,-10.3,21.12,-8.8,20.5,-1.285,-271.9,0.614,14.14
"2019-10-29 21:30:00",596,13.71,19.13,-10.3,21.03,-8.8,20.41,-1.325,-272.1,0.616,14.15
"2019-10-29 21:45:00",597,13.71,19.05,-10.3,20.93,-8.8,20.32,-1.349,-272.8,0.617,14.19
"2019-10-29 22:00:00",598,13.71,19,-10.3,20.83,-8.8,20.24,-1.346,-273.4,0.617,14.22
"2019-10-29 22:15:00",599,13.71,18.97,-10.3,20.72,-8.8,20.18,-1.323,-274.3,0.616,14.26
"2019-10-29 22:30:00",600,13.71,18.87,-10.3,20.63,-8.8,20.1,-1.323,-275,0.616,14.3
"2019-10-29 22:45:00",601,13.71,18.74,-10.3,20.53,-8.8,20,-1.338,-275,0.617,14.3
"2019-10-29 23:00:00",602,13.74,18.64,-10.3,20.44,-8.8,19.91,-1.328,-275.5,0.616,14.33
"2019-10-29 23:15:00",603,13.74,18.53,-10.3,20.33,-8.8,19.83,-1.33,-276.3,0.616,14.37
"2019-10-29 23:30:00",604,13.74,18.46,-10.3,20.23,-8.8,19.74,-1.314,-276,0.616,14.35
"2019-10-29 23:45:00",605,13.75,18.4,-10.3,20.14,-8.8,19.66,-1.337,-277.3,0.617,14.42
"2019-10-30 00:00:00",606,13.74,18.3,-10.3,20.04,-8.8,19.59,-1.341,-277.9,0.617,14.44
"2019-10-30 00:15:00",607,13.75,18.28,-10.3,19.94,-8.8,19.42,-1.322,-277.7,0.616,14.44
"2019-10-30 00:30:00",608,13.74,18.25,-10.3,19.84,-8.8,19.37,-1.331,-278.5,0.617,14.47
"2019-10-30 00:45:00",609,13.74,18.2,-10.3,19.76,-8.8,19.3,-1.316,-278.6,0.616,14.48
"2019-10-30 01:00:00",610,13.74,18.15,-10.3,19.67,-8.8,19.21,-1.273,-279.8,0.614,14.54
"2019-10-30 01:15:00",611,13.75,18.1,-10.3,19.59,-8.8,19.15,-1.294,-279.8,0.615,14.54
"2019-10-30 01:30:00",612,13.73,18.02,-10.3,19.41,-8.8,19.09,-1.288,-280.3,0.614,14.56
"2019-10-30 01:45:00",613,13.75,17.97,-10.3,19.34,-8.8,19,-1.279,-280.3,0.614,14.57
"2019-10-30 02:00:00",614,13.78,17.92,-10.3,19.27,-8.8,18.93,-1.29,-280.8,0.615,14.59
"2019-10-30 02:15:00",615,13.77,17.89,-10.3,19.19,-8.8,18.86,-1.311,-281.6,0.616,14.63
"2019-10-30 02:30:00",616,13.77,17.89,-10.3,19.1,-8.8,18.8,-1.32,-282,0.616,14.65
"2019-10-30 02:45:00",617,13.77,17.99,-10.3,19.02,-8.8,18.72,-1.295,-282.2,0.615,14.66
"2019-10-30 03:00:00",618,13.77,18.17,-10.3,18.97,-8.8,18.7,-1.291,-282.8,0.615,14.69
"2019-10-30 03:15:00",619,13.78,18.4,-10.3,18.9,-8.8,18.7,-1.271,-283.2,0.614,14.71
"2019-10-30 03:30:00",620,13.77,18.58,-10.3,18.86,-8.8,18.7,-1.269,-284.1,0.613,14.76
"2019-10-30 03:45:00",621,13.77,18.77,-10.3,18.8,-8.8,18.7,-1.273,-284.5,0.614,14.77
"2019-10-30 04:00:00",622,13.74,18.95,-10.3,18.8,-8.8,18.7,-1.28,-284.2,0.614,14.76
"2019-10-30 04:15:00",623,13.74,19.1,-10.3,18.8,-8.8,18.7,-1.285,-283.7,0.614,14.73
"2019-10-30 04:30:00",624,13.75,19.21,-10.3,18.8,-8.8,18.71,-1.224,-284.2,0.611,14.76
"2019-10-30 04:45:00",625,13.75,19.31,-10.3,18.81,-8.8,18.8,-1.251,-284.3,0.613,14.76
"2019-10-30 05:00:00",626,13.74,19.42,-10.3,18.9,-8.8,18.8,-1.282,-283.7,0.614,14.74
"2019-10-30 05:15:00",627,13.75,19.52,-10.34,18.9,-8.8,18.82,-1.287,-284.3,0.614,14.76
"2019-10-30 05:30:00",628,13.74,19.55,-10.4,18.92,-8.8,18.9,-1.275,-284.9,0.614,14.8
"2019-10-30 05:45:00",629,13.74,19.52,-10.4,19,-8.8,18.9,-1.29,-284,0.614,14.75
"2019-10-30 06:00:00",630,13.75,19.49,-10.4,19,-8.8,18.99,-1.275,-284.7,0.614,14.79
"2019-10-30 06:15:00",631,13.74,19.36,-10.4,19,-8.8,19,-1.272,-284.8,0.614,14.79
"2019-10-30 06:30:00",632,13.75,19.18,-10.41,19.1,-8.8,19,-1.29,-284.4,0.614,14.77
"2019-10-30 06:45:00",633,13.74,19.05,-10.5,19.1,-8.8,19,-1.302,-285.2,0.615,14.81
"2019-10-30 07:00:00",634,13.75,18.92,-10.5,19.1,-8.8,18.99,-1.314,-284.2,0.616,14.76
"2019-10-30 07:15:00",635,13.74,18.89,-10.5,19.1,-8.8,18.9,-1.318,-284.7,0.616,14.79
"2019-10-30 07:30:00",636,13.74,18.92,-10.57,19.1,-8.8,18.9,-1.322,-285.4,0.616,14.82
"2019-10-30 07:45:00",637,13.74,19.02,-10.6,19.06,-8.8,18.9,-1.325,-285.7,0.616,14.83
"2019-10-30 08:00:00",638,13.74,19.18,-10.6,19.03,-8.8,18.9,-1.306,-285.8,0.615,14.84
"2019-10-30 08:15:00",639,13.74,19.49,-10.68,19.1,-8.8,18.9,-1.316,-285.7,0.616,14.83
"2019-10-30 08:30:00",640,13.71,19.89,-10.7,19.1,-8.8,18.99,-1.31,-286.4,0.616,14.87
"2019-10-30 08:45:00",641,13.71,20.42,-10.73,19.17,-8.8,19.04,-1.324,-286.5,0.616,14.88
"2019-10-30 09:00:00",642,13.68,21.1,-10.8,19.31,-8.8,19.15,-1.316,-285.2,0.616,14.81
"2019-10-30 09:15:00",643,13.68,22,-10.89,19.57,-8.8,19.32,-1.312,-284.3,0.616,14.77
"2019-10-30 09:30:00",644,13.64,22.98,-11.05,19.9,-8.8,19.68,-1.347,-283.7,0.617,14.73
"2019-10-30 09:45:00",645,13.62,23.96,-11.32,20.33,-8.8,20.12,-1.372,-284,0.619,14.75
"2019-10-30 10:00:00",646,13.6,24.54,-11.68,20.89,-8.8,20.59,-1.417,-282.4,0.621,14.67
"2019-10-30 10:15:00",647,13.59,24.98,-12.16,21.64,-8.79,21.01,-1.491,-280.2,0.625,14.56
"2019-10-30 10:30:00",648,13.57,25.43,-12.76,22.46,-8.75,21.4,-1.553,-278.9,0.628,14.49
"2019-10-30 10:45:00",649,13.57,25.89,-13.51,23.23,-8.7,21.81,-1.618,-277.2,0.631,14.41
"2019-10-30 11:00:00",650,13.53,26.22,-14.35,24.02,-8.7,22.28,-1.695,-273.8,0.635,14.24
"2019-10-30 11:15:00",651,13.53,26.47,-14.65,24.65,-8.7,22.77,-1.713,-273.1,0.636,14.21
"2019-10-30 11:30:00",652,13.51,26.68,-14.14,25.16,-8.7,23.26,-1.719,-270.1,0.636,14.05
"2019-10-30 11:45:00",653,13.5,27.03,-14.67,25.64,-8.7,23.82,-1.695,-269.4,0.635,14.02
"2019-10-30 12:00:00",654,13.48,27.25,-16.27,26.14,-8.7,24.34,-1.677,-268.1,0.634,13.96
"2019-10-30 12:15:00",655,13.47,27.47,-18.16,26.64,-8.7,24.79,-1.66,-267.4,0.633,13.92
"2019-10-30 12:30:00",656,13.47,27.72,-20.76,27.07,-8.7,25.16,-1.626,-265.5,0.631,13.82
"2019-10-30 12:45:00",657,13.47,27.91,-26.41,27.48,-8.7,25.5,-1.602,-265,0.63,13.8
"2019-10-30 13:00:00",658,13.45,28.07,-33.53,27.88,-8.7,25.81,-1.55,-262.4,0.628,13.67
"2019-10-30 13:15:00",659,13.45,28.36,-40.35,28.35,-8.73,26.13,-1.511,-260,0.626,13.55
"2019-10-30 13:30:00",660,13.45,28.59,-43.8,28.75,-8.79,26.46,-1.435,-257.6,0.622,13.43
"2019-10-30 13:45:00",661,13.45,28.49,-47.72,29.15,-8.8,26.71,-1.379,-257.2,0.619,13.41
"2019-10-30 14:00:00",662,13.45,28.56,-52.26,29.59,-8.8,26.86,-1.402,-254.9,0.62,13.29
"2019-10-30 14:15:00",663,13.41,28.62,-57.65,29.98,-8.8,26.98,-1.451,-253.2,0.623,13.21
"2019-10-30 14:30:00",664,13.42,28.56,-63.92,30.32,-8.8,27.13,-1.462,-252.3,0.623,13.17
"2019-10-30 14:45:00",665,13.41,28.46,-70.73,30.62,-8.8,27.24,-1.527,-250.4,0.626,13.07
"2019-10-30 15:00:00",666,13.42,28.3,-77.63,30.91,-8.8,27.32,-1.526,-250.4,0.626,13.07
"2019-10-30 15:15:00",667,13.42,27.94,-88.1,31.17,-8.8,27.4,-1.579,-249.6,0.629,13.03
"2019-10-30 15:30:00",668,13.41,27.31,-101.8,31.3,-8.8,27.46,-1.621,-250.2,0.631,13.06
"2019-10-30 15:45:00",669,13.45,26.41,-118.6,31.39,-8.8,27.49,-1.664,-250.6,0.633,13.08
"2019-10-30 16:00:00",670,13.45,25.92,-137.9,31.31,-8.8,27.4,-1.67,-251.3,0.634,13.11
"2019-10-30 16:15:00",671,13.47,25.46,-159.4,31.23,-8.8,27.33,-1.71,-251.8,0.635,13.14
"2019-10-30 16:30:00",672,13.47,24.95,-181.2,31.04,-8.8,27.27,-1.705,-253.6,0.635,13.23
"2019-10-30 16:45:00",673,13.48,24.57,-203.5,30.8,-8.8,27.16,-1.703,-254.1,0.635,13.26
"2019-10-30 17:00:00",674,13.5,24.07,-226.9,30.58,-8.8,27.04,-1.706,-255.2,0.635,13.31
"2019-10-30 17:15:00",675,13.5,23.72,-250.2,30.32,-8.8,26.88,-1.701,-257.1,0.635,13.41
"2019-10-30 17:30:00",676,13.5,23.44,-274.7,30.05,-8.8,26.74,-1.708,-259.1,0.635,13.5
"2019-10-30 17:45:00",677,13.53,23.21,-298.9,29.75,-8.8,26.56,-1.705,-259.9,0.635,13.54
"2019-10-30 18:00:00",678,13.54,22.92,-325.3,29.37,-8.8,26.39,-1.662,-261.3,0.633,13.61
"2019-10-30 18:15:00",679,13.53,22.78,-350.9,29.06,-8.8,26.15,-1.658,-263,0.633,13.7
"2019-10-30 18:30:00",680,13.56,22.64,-374.5,28.76,-8.8,25.94,-1.668,-264.4,0.633,13.77
"2019-10-30 18:45:00",681,13.57,22.36,-400.5,28.46,-8.8,25.77,-1.663,-265.5,0.633,13.82
"2019-10-30 19:00:00",682,13.56,22.08,-426.5,28.14,-8.8,25.6,-1.653,-266.9,0.633,13.9
"2019-10-30 19:15:00",683,13.6,21.84,-420.8,27.78,-8.8,25.42,-1.638,-268.7,0.632,13.99
"2019-10-30 19:30:00",684,13.59,21.67,-10.65,27.27,-8.8,25.24,-1.547,-268.6,0.627,13.98
"2019-10-30 19:45:00",685,13.59,21.51,-10.2,26.75,-8.8,25.09,-1.44,-270.2,0.622,14.06
"2019-10-30 20:00:00",686,13.59,21.37,-10.2,26.46,-8.8,24.94,-1.416,-271.6,0.621,14.13
"2019-10-30 20:15:00",687,13.62,21.23,-10.21,26.16,-8.8,24.76,-1.411,-272.9,0.621,14.19
"2019-10-30 20:30:00",688,13.62,20.96,-10.24,25.89,-8.8,24.58,-1.404,-274.7,0.62,14.29
"2019-10-30 20:45:00",689,13.62,20.66,-10.26,25.66,-8.8,24.39,-1.397,-275.9,0.62,14.35
"2019-10-30 21:00:00",690,13.65,20.37,-10.29,25.42,-8.8,24.16,-1.405,-276.9,0.62,14.4
"2019-10-30 21:15:00",691,13.65,20.1,-10.3,25.18,-8.8,23.93,-1.403,-278.3,0.62,14.47
"2019-10-30 21:30:00",692,13.65,19.86,-10.3,24.96,-8.8,23.71,-1.403,-280.1,0.62,14.55
"2019-10-30 21:45:00",693,13.68,19.68,-10.29,24.71,-8.8,23.43,-1.419,-280.7,0.621,14.58
"2019-10-30 22:00:00",694,13.68,19.49,-10.27,24.46,-8.8,23.21,-1.412,-281.9,0.621,14.65
"2019-10-30 22:15:00",695,13.69,19.34,-10.25,24.2,-8.8,23,-1.421,-283.9,0.621,14.74
"2019-10-30 22:30:00",696,13.69,19.13,-10.23,23.95,-8.8,22.8,-1.412,-284.7,0.621,14.78
"2019-10-30 22:45:00",697,13.71,18.95,-10.22,23.68,-8.8,22.59,-1.401,-286.4,0.62,14.87
"2019-10-30 23:00:00",698,13.71,18.79,-10.22,23.39,-8.8,22.39,-1.401,-288.3,0.62,14.97
"2019-10-30 23:15:00",699,13.71,18.69,-10.21,23.12,-8.8,22.2,-1.389,-289,0.619,15
"2019-10-30 23:30:00",700,13.71,18.58,-10.21,22.89,-8.8,22.02,-1.399,-290.1,0.62,15.06
"2019-10-30 23:45:00",701,13.71,18.48,-10.2,22.67,-8.8,21.85,-1.388,-292.2,0.619,15.16
"2019-10-31 00:00:00",702,13.71,18.33,-10.21,22.44,-8.8,21.66,-1.378,-293.1,0.619,15.2
"2019-10-31 00:15:00",703,13.74,18.23,-10.2,22.22,-8.8,21.47,-1.362,-293.8,0.618,15.24
"2019-10-31 00:30:00",704,13.75,18.2,-10.21,22.01,-8.8,21.28,-1.352,-295.3,0.618,15.32
"2019-10-31 00:45:00",705,13.75,18.12,-10.21,21.81,-8.8,21.13,-1.39,-296.6,0.619,15.38
"2019-10-31 01:00:00",706,13.74,18.05,-10.22,21.61,-8.8,20.97,-1.366,-297,0.618,15.4
"2019-10-31 01:15:00",707,13.75,17.97,-10.24,21.43,-8.8,20.81,-1.363,-298.4,0.618,15.47
"2019-10-31 01:30:00",708,13.74,17.89,-10.24,21.24,-8.8,20.65,-1.382,-299.3,0.619,15.52
"2019-10-31 01:45:00",709,13.74,17.82,-10.26,21.05,-8.8,20.51,-1.386,-299.7,0.619,15.53
"2019-10-31 02:00:00",710,13.75,17.79,-10.29,20.88,-8.8,20.35,-1.382,-300.5,0.619,15.58
"2019-10-31 02:15:00",711,13.74,17.77,-10.3,20.72,-8.8,20.23,-1.38,-302.3,0.619,15.66
"2019-10-31 02:30:00",712,13.77,17.74,-10.3,20.56,-8.8,20.1,-1.376,-303.2,0.619,15.71
"2019-10-31 02:45:00",713,13.77,17.87,-10.3,20.41,-8.8,19.97,-1.376,-303.7,0.619,15.74
"2019-10-31 03:00:00",714,13.78,18.02,-10.3,20.26,-8.8,19.87,-1.392,-304.6,0.62,15.78
"2019-10-31 03:15:00",715,13.77,18.17,-10.3,20.14,-8.8,19.8,-1.362,-305.5,0.618,15.83
"2019-10-31 03:30:00",716,13.77,18.38,-10.3,20.03,-8.8,19.71,-1.357,-307,0.618,15.9
"2019-10-31 03:45:00",717,13.77,18.51,-10.3,19.92,-8.8,19.7,-1.353,-307.3,0.618,15.92
