"by15","block","campbell_panel_temp_C","teros_MP_1_kPa","teros_soil_temp_1_C","teros_soil_temp_2_C","watermark_MP_1_kPa","watermark_MP_2_kPa","date"
2019-10-31 01:30:00,"M",17.89,-10.24,21.24,20.65,NA,-299.3,2019-10-31
2019-10-31 01:45:00,"D",18.89,-1096,19.71,NA,-115.6,NA,2019-10-31
2019-10-31 01:45:00,"M",17.82,-10.26,21.05,20.51,NA,-299.7,2019-10-31
2019-10-31 02:00:00,"D",18.84,-1100,19.56,NA,-115,NA,2019-10-31
2019-10-31 02:00:00,"M",17.79,-10.29,20.88,20.35,NA,-300.5,2019-10-31
2019-10-31 02:15:00,"D",18.84,-1105,19.37,NA,-114.7,NA,2019-10-31
2019-10-31 02:15:00,"M",17.77,-10.3,20.72,20.23,NA,-302.3,2019-10-31
2019-10-31 02:30:00,"D",18.79,-1112,19.26,NA,-115.2,NA,2019-10-31
2019-10-31 02:30:00,"M",17.74,-10.3,20.56,20.1,NA,-303.2,2019-10-31
2019-10-31 02:45:00,"D",18.89,-1119,19.14,NA,-116.5,NA,2019-10-31
2019-10-31 02:45:00,"M",17.87,-10.3,20.41,19.97,NA,-303.7,2019-10-31
2019-10-31 03:00:00,"D",19.08,-1133,19.04,NA,-117,NA,2019-10-31
2019-10-31 03:00:00,"M",18.02,-10.3,20.26,19.87,NA,-304.6,2019-10-31
2019-10-31 03:15:00,"D",19.23,-1146,19,NA,-116.5,NA,2019-10-31
2019-10-31 03:15:00,"M",18.17,-10.3,20.14,19.8,NA,-305.5,2019-10-31
2019-10-31 03:30:00,"D",19.42,-1168,18.9,NA,-117.9,NA,2019-10-31
2019-10-31 03:30:00,"M",18.38,-10.3,20.03,19.71,NA,-307,2019-10-31
2019-10-31 03:45:00,"D",19.55,-1185,18.9,NA,-117.8,NA,2019-10-31
2019-10-31 03:45:00,"M",18.51,-10.3,19.92,19.7,NA,-307.3,2019-10-31
2019-10-31 04:00:00,"D",19.63,-1205,18.86,NA,-116.2,NA,2019-10-31
2019-10-31 04:00:00,"M",18.58,-10.3,19.85,19.62,NA,-307.7,2019-10-31
2019-10-31 04:15:00,"D",19.68,-1216,18.8,NA,-116.7,NA,2019-10-31
2019-10-31 04:15:00,"M",18.66,-10.37,19.8,19.6,NA,-308,2019-10-31
2019-10-31 04:30:00,"D",19.76,-1229,18.8,NA,-116.3,NA,2019-10-31
2019-10-31 04:30:00,"M",18.71,-10.4,19.7,19.59,NA,-309.6,2019-10-31
2019-10-31 04:45:00,"D",19.81,-1235,18.8,NA,-116.9,NA,2019-10-31
2019-10-31 04:45:00,"M",18.79,-10.4,19.69,19.5,NA,-308.9,2019-10-31
2019-10-31 05:00:00,"D",19.86,-1243,18.8,NA,-115.5,NA,2019-10-31
2019-10-31 05:00:00,"M",18.84,-10.4,19.6,19.4,NA,-308.8,2019-10-31
2019-10-31 05:15:00,"D",19.89,-1250,18.8,NA,-115.6,NA,2019-10-31
2019-10-31 05:15:00,"M",18.89,-10.41,19.6,19.4,NA,-309.6,2019-10-31
2019-10-31 05:30:00,"D",19.92,-1256,18.8,NA,-117.8,NA,2019-10-31
2019-10-31 05:30:00,"M",18.95,-10.49,19.53,19.4,NA,-309.7,2019-10-31
2019-10-31 05:45:00,"D",19.97,-1261,18.8,NA,-118.6,NA,2019-10-31
2019-10-31 05:45:00,"M",19,-10.5,19.41,19.4,NA,-310.6,2019-10-31
2019-10-31 06:00:00,"D",20.02,-1267,18.8,NA,-115.4,NA,2019-10-31
2019-10-31 06:00:00,"M",19.05,-10.5,19.4,19.4,NA,-310.8,2019-10-31
2019-10-31 06:15:00,"D",20.08,-1273,18.8,NA,-117,NA,2019-10-31
2019-10-31 06:15:00,"M",19.13,-10.51,19.4,19.35,NA,-311.4,2019-10-31
2019-10-31 06:30:00,"D",20.08,-1279,18.84,NA,-116.2,NA,2019-10-31
2019-10-31 06:30:00,"M",19.15,-10.59,19.4,19.3,NA,-311,2019-10-31
2019-10-31 06:45:00,"D",20.1,-1288,18.9,NA,-116.9,NA,2019-10-31
2019-10-31 06:45:00,"M",19.23,-10.6,19.4,19.3,NA,-311.6,2019-10-31
2019-10-31 07:00:00,"D",20.24,-1299,18.9,NA,-116.7,NA,2019-10-31
2019-10-31 07:00:00,"M",19.47,-10.6,19.4,19.3,NA,-312.4,2019-10-31
2019-10-31 07:15:00,"D",20.53,-1308,18.93,NA,-116.4,NA,2019-10-31
2019-10-31 07:15:00,"M",19.89,-10.63,19.4,19.34,NA,-313.6,2019-10-31
2019-10-31 07:30:00,"D",20.96,-1317,19.01,NA,-118.1,NA,2019-10-31
2019-10-31 07:30:00,"M",20.5,-10.7,19.4,19.4,NA,-312.9,2019-10-31
2019-10-31 07:45:00,"D",21.48,-1315,19.14,NA,-116.4,NA,2019-10-31
2019-10-31 07:45:00,"M",21.23,-10.7,19.44,19.56,NA,-312.2,2019-10-31
2019-10-31 08:00:00,"D",22.08,-1309,19.31,NA,-117.7,NA,2019-10-31
2019-10-31 08:00:00,"M",22.03,-10.76,19.63,19.74,NA,-313.2,2019-10-31
2019-10-31 08:15:00,"D",22.67,-1296,19.61,NA,-117.3,NA,2019-10-31
2019-10-31 08:15:00,"M",22.81,-10.82,19.77,19.96,NA,-312.1,2019-10-31
2019-10-31 08:30:00,"D",23.27,-1280,19.92,NA,-116.7,NA,2019-10-31
2019-10-31 08:30:00,"M",23.58,-10.97,19.99,20.25,NA,-312.3,2019-10-31
2019-10-31 08:45:00,"D",23.9,-1265,20.27,NA,-116.9,NA,2019-10-31
2019-10-31 08:45:00,"M",24.36,-11.18,20.26,20.59,NA,-311.2,2019-10-31
2019-10-31 09:00:00,"D",24.54,-1252,20.68,NA,-117.7,NA,2019-10-31
2019-10-31 09:00:00,"M",25.19,-11.51,20.64,20.96,NA,-309.4,2019-10-31
2019-10-31 09:15:00,"D",25.07,-1234,21.17,NA,-116.1,NA,2019-10-31
2019-10-31 09:15:00,"M",25.7,-11.95,21.12,21.37,NA,-308,2019-10-31
2019-10-31 09:30:00,"D",25.4,-1199,21.71,NA,-116.8,NA,2019-10-31
2019-10-31 09:30:00,"M",26.07,-12.5,21.64,21.75,NA,-307.2,2019-10-31
2019-10-31 09:45:00,"D",25.73,-1147,22.24,NA,-116.1,NA,2019-10-31
2019-10-31 09:45:00,"M",26.5,-13.23,22.22,22.17,NA,-305.6,2019-10-31
2019-10-31 10:00:00,"D",26.04,-1113,22.79,NA,-115.4,NA,2019-10-31
2019-10-31 10:00:00,"M",26.87,-14.08,22.9,22.59,NA,-304.1,2019-10-31
2019-10-31 10:15:00,"D",26.22,-1092,23.36,NA,-114.2,NA,2019-10-31
2019-10-31 10:15:00,"M",27.12,-14.72,23.79,22.97,NA,-303.7,2019-10-31
2019-10-31 10:30:00,"D",26.34,-1067,23.94,NA,-115.3,NA,2019-10-31
2019-10-31 10:30:00,"M",27.28,-14.48,24.67,23.35,NA,-301.6,2019-10-31
2019-10-31 10:45:00,"D",26.5,-1030,24.4,NA,-114,NA,2019-10-31
2019-10-31 10:45:00,"M",27.47,-14.44,25.37,23.78,NA,-301.6,2019-10-31
2019-10-31 11:00:00,"D",26.62,-998,24.82,NA,-114.7,NA,2019-10-31
2019-10-31 11:00:00,"M",27.53,-15.64,26.01,24.17,NA,-300.9,2019-10-31
2019-10-31 11:15:00,"D",26.9,-985,25.19,NA,-113.5,NA,2019-10-31
2019-10-31 11:15:00,"M",27.59,-17.38,26.58,24.55,NA,-301.4,2019-10-31
2019-10-31 11:30:00,"D",27.34,-979,25.55,NA,-113.7,NA,2019-10-31
2019-10-31 11:30:00,"M",27.66,-19.37,26.93,24.92,NA,-299.8,2019-10-31
2019-10-31 11:45:00,"D",27.59,-972,25.9,NA,-112.9,NA,2019-10-31
2019-10-31 11:45:00,"M",27.75,-23.81,27.2,25.27,NA,-299.4,2019-10-31
2019-10-31 12:00:00,"D",28.07,-962,26.33,NA,-114.2,NA,2019-10-31
2019-10-31 12:00:00,"M",28.01,-30.67,27.44,25.66,NA,-299.2,2019-10-31
2019-10-31 12:15:00,"D",28.2,-949,26.74,NA,-112.3,NA,2019-10-31
2019-10-31 12:15:00,"M",28.1,-38.49,27.68,26.01,NA,-298.8,2019-10-31
2019-10-31 12:30:00,"D",27.94,-924,27.16,NA,-113.6,NA,2019-10-31
2019-10-31 12:30:00,"M",27.98,-42.82,27.92,26.38,NA,-297,2019-10-31
2019-10-31 12:45:00,"D",27.91,-906,27.57,NA,-112,NA,2019-10-31
2019-10-31 12:45:00,"M",28.14,-46.74,28.22,26.61,NA,-296,2019-10-31
2019-10-31 13:00:00,"D",27.82,-884,28.16,NA,-111.1,NA,2019-10-31
2019-10-31 13:00:00,"M",28.2,-51.31,28.45,26.83,NA,-296.2,2019-10-31
2019-10-31 13:15:00,"D",27.72,-869,28.79,NA,-113.7,NA,2019-10-31
2019-10-31 13:15:00,"M",28.3,-56.51,28.69,27.04,NA,-292.8,2019-10-31
2019-10-31 13:30:00,"D",27.66,-854,29.34,NA,-112.2,NA,2019-10-31
2019-10-31 13:30:00,"M",28.43,-62.61,28.93,27.21,NA,-293.3,2019-10-31
2019-10-31 13:45:00,"D",27.56,-817,30,NA,-114,NA,2019-10-31
2019-10-31 13:45:00,"M",28.56,-69.35,29.2,27.36,NA,-292.2,2019-10-31
2019-10-31 14:00:00,"D",27.63,-799.3,30.47,NA,-113.4,NA,2019-10-31
2019-10-31 14:00:00,"M",28.82,-76.24,29.51,27.5,NA,-291.2,2019-10-31
2019-10-31 14:15:00,"D",27.69,-795.2,30.81,NA,-113.6,NA,2019-10-31
2019-10-31 14:15:00,"M",28.95,-85.4,29.88,27.64,NA,-289.6,2019-10-31
2019-10-31 14:30:00,"D",27.72,-794.5,31.08,NA,-114.2,NA,2019-10-31
2019-10-31 14:30:00,"M",28.95,-98,30.2,27.77,NA,-289.4,2019-10-31
2019-10-31 14:45:00,"D",27.69,-795.3,31.18,NA,-113.3,NA,2019-10-31
2019-10-31 14:45:00,"M",28.99,-112.9,30.51,27.9,NA,-287.9,2019-10-31
2019-10-31 15:00:00,"D",27.66,-800,31.19,NA,-113.9,NA,2019-10-31
2019-10-31 15:00:00,"M",28.95,-130.3,30.78,28.01,NA,-288.6,2019-10-31
2019-10-31 15:15:00,"D",27.63,-807,31.1,NA,-113.5,NA,2019-10-31
2019-10-31 15:15:00,"M",28.95,-149,31.03,28.19,NA,-289.4,2019-10-31
2019-10-31 15:30:00,"D",27.63,-818,31.1,NA,-113.2,NA,2019-10-31
2019-10-31 15:30:00,"M",28.89,-169.5,31.21,28.28,NA,-290.1,2019-10-31
2019-10-31 15:45:00,"D",27.59,-832,31.1,NA,-111.3,NA,2019-10-31
2019-10-31 15:45:00,"M",28.82,-190.2,31.3,28.37,NA,-289.2,2019-10-31
2019-10-31 16:00:00,"D",27.56,-849,30.93,NA,-110.6,NA,2019-10-31
2019-10-31 16:00:00,"M",28.72,-211.5,31.37,28.45,NA,-290.2,2019-10-31
2019-10-31 16:15:00,"D",27.44,-866,30.85,NA,-112.3,NA,2019-10-31
2019-10-31 16:15:00,"M",28.59,-232.3,31.4,28.5,NA,-291.1,2019-10-31
2019-10-31 16:30:00,"D",27.31,-875,30.73,NA,-111,NA,2019-10-31
2019-10-31 16:30:00,"M",28.43,-254.2,31.35,28.56,NA,-292.5,2019-10-31
2019-10-31 16:45:00,"D",27.06,-887,30.59,NA,-109.5,NA,2019-10-31
2019-10-31 16:45:00,"M",28.17,-275.8,31.3,28.6,NA,-293.8,2019-10-31
2019-10-31 17:00:00,"D",26.72,-905,30.43,NA,-112,NA,2019-10-31
2019-10-31 17:00:00,"M",27.78,-297.2,31.21,28.5,NA,-293.3,2019-10-31
2019-10-31 17:15:00,"D",26.28,-934,30.23,NA,-110.6,NA,2019-10-31
2019-10-31 17:15:00,"M",27.21,-319.5,31.11,28.44,NA,-295.1,2019-10-31
2019-10-31 17:30:00,"D",25.79,-961,29.99,NA,-110,NA,2019-10-31
2019-10-31 17:30:00,"M",26.56,-341.9,30.86,28.29,NA,-296.3,2019-10-31
2019-10-31 17:45:00,"D",25.4,-979,29.66,NA,-109.5,NA,2019-10-31
2019-10-31 17:45:00,"M",26.04,-364.2,30.67,28.06,NA,-298,2019-10-31
2019-10-31 18:00:00,"D",25.01,-997,29.28,NA,-110.5,NA,2019-10-31
2019-10-31 18:00:00,"M",25.58,-386,30.45,27.84,NA,-299.1,2019-10-31
2019-10-31 18:15:00,"D",24.81,-1029,28.96,NA,-110.3,NA,2019-10-31
2019-10-31 18:15:00,"M",25.31,-412.3,30.2,27.65,NA,-300.7,2019-10-31
2019-10-31 18:30:00,"D",24.69,-1070,28.66,NA,-111.1,NA,2019-10-31
2019-10-31 18:30:00,"M",25.1,-434.8,29.94,27.46,NA,-303.1,2019-10-31
2019-10-31 18:45:00,"D",24.45,-1090,28.38,NA,-110.6,NA,2019-10-31
2019-10-31 18:45:00,"M",24.75,-458.8,29.66,27.3,NA,-304.4,2019-10-31
2019-10-31 19:00:00,"D",24.22,-1108,28.04,NA,-111.1,NA,2019-10-31
2019-10-31 19:00:00,"M",24.48,-484.6,29.33,27.14,NA,-306.7,2019-10-31
2019-10-31 19:15:00,"D",24.04,-1087,27.71,NA,-109.3,NA,2019-10-31
2019-10-31 19:15:00,"M",24.3,-475.2,29.06,26.95,NA,-306.3,2019-10-31
2019-10-31 19:30:00,"D",23.93,-1003,27.44,NA,-112.9,NA,2019-10-31
2019-10-31 19:30:00,"M",24.1,-10.63,28.69,26.78,NA,-307.2,2019-10-31
2019-10-31 19:45:00,"D",23.81,-1029,27.15,NA,-112.9,NA,2019-10-31
2019-10-31 19:45:00,"M",23.99,-10.21,28.3,26.6,NA,-308.7,2019-10-31
2019-10-31 20:00:00,"D",23.64,-1064,26.88,NA,-113.1,NA,2019-10-31
2019-10-31 20:00:00,"M",23.78,-10.29,27.96,26.44,NA,-310.3,2019-10-31
2019-10-31 20:15:00,"D",23.35,-1092,26.61,NA,-113.1,NA,2019-10-31
2019-10-31 20:15:00,"M",23.47,-10.3,27.71,26.22,NA,-310.8,2019-10-31
2019-10-31 20:30:00,"D",23.04,-1106,26.32,NA,-112.7,NA,2019-10-31
2019-10-31 20:30:00,"M",23.04,-10.3,27.48,25.94,NA,-313.3,2019-10-31
2019-10-31 20:45:00,"D",22.59,-1138,25.95,NA,-114.2,NA,2019-10-31
2019-10-31 20:45:00,"M",22.47,-10.3,27.23,25.65,NA,-313,2019-10-31
2019-10-31 21:00:00,"D",22.11,-1191,25.63,NA,-114,NA,2019-10-31
2019-10-31 21:00:00,"M",21.89,-10.3,26.98,25.34,NA,-314.3,2019-10-31
2019-10-31 21:15:00,"D",21.62,-1234,25.29,NA,-113.4,NA,2019-10-31
2019-10-31 21:15:00,"M",21.34,-10.3,26.71,25.04,NA,-316.5,2019-10-31
2019-10-31 21:30:00,"D",21.42,-1259,24.97,NA,-114.6,NA,2019-10-31
2019-10-31 21:30:00,"M",21.07,-10.3,26.42,24.72,NA,-317.5,2019-10-31
2019-10-31 21:45:00,"D",21.21,-1291,24.63,NA,-115.6,NA,2019-10-31
2019-10-31 21:45:00,"M",20.77,-10.3,26.05,24.41,NA,-318.4,2019-10-31
2019-10-31 22:00:00,"D",21.04,-1365,24.3,NA,-116.5,NA,2019-10-31
2019-10-31 22:00:00,"M",20.58,-10.3,25.75,24.12,NA,-320,2019-10-31
2019-10-31 22:15:00,"D",20.93,-1413,23.98,NA,-115.5,NA,2019-10-31
2019-10-31 22:15:00,"M",20.4,-10.3,25.45,23.86,NA,-321.3,2019-10-31
2019-10-31 22:30:00,"D",20.8,-1443,23.64,NA,-117.3,NA,2019-10-31
2019-10-31 22:30:00,"M",20.21,-10.3,25.18,23.56,NA,-322.3,2019-10-31
2019-10-31 22:45:00,"D",20.64,-1473,23.3,NA,-118.2,NA,2019-10-31
2019-10-31 22:45:00,"M",20.02,-10.29,24.92,23.26,NA,-322.9,2019-10-31
2019-10-31 23:00:00,"D",20.56,-1520,23,NA,-118.7,NA,2019-10-31
2019-10-31 23:00:00,"M",19.92,-10.3,24.66,23.01,NA,-324,2019-10-31
2019-10-31 23:15:00,"D",20.45,-1589,22.72,NA,-121.3,NA,2019-10-31
2019-10-31 23:15:00,"M",19.76,-10.29,24.39,22.79,NA,-325.1,2019-10-31
2019-10-31 23:30:00,"D",20.34,-1639,22.47,NA,-117.3,NA,2019-10-31
2019-10-31 23:30:00,"M",19.68,-10.29,24.13,22.57,NA,-327.8,2019-10-31
2019-10-31 23:45:00,"D",20.26,-1669,22.21,NA,-120.1,NA,2019-10-31
2019-10-31 23:45:00,"M",19.52,-10.29,23.89,22.36,NA,-327.9,2019-10-31
2019-11-01 00:00:00,"D",20.18,-1694,21.97,NA,-118.7,NA,2019-11-01
2019-11-01 00:00:00,"M",19.47,-10.3,23.61,22.17,NA,-329.3,2019-11-01
2019-11-01 00:15:00,"D",20.15,-1714,21.74,NA,-118.4,NA,2019-11-01
2019-11-01 00:15:00,"M",19.42,-10.29,23.32,21.99,NA,-331.6,2019-11-01
2019-11-01 00:30:00,"D",20.08,-1740,21.53,NA,-123.2,NA,2019-11-01
2019-11-01 00:30:00,"M",19.34,-10.29,23.09,21.82,NA,-333.4,2019-11-01
2019-11-01 00:45:00,"D",20.08,-1780,21.32,NA,-121.1,NA,2019-11-01
2019-11-01 00:45:00,"M",19.28,-10.29,22.87,21.65,NA,-334,2019-11-01
2019-11-01 01:00:00,"D",20.02,-1825,21.12,NA,-121.2,NA,2019-11-01
2019-11-01 01:00:00,"M",19.21,-10.29,22.66,21.48,NA,-335.5,2019-11-01
2019-11-01 01:15:00,"D",19.94,-1881,20.94,NA,-122.9,NA,2019-11-01
2019-11-01 01:15:00,"M",19.13,-10.3,22.46,21.33,NA,-336.1,2019-11-01
2019-11-01 01:30:00,"D",19.86,-1911,20.75,NA,-121.5,NA,2019-11-01
2019-11-01 01:30:00,"M",19.05,-10.3,22.25,21.16,NA,-337.4,2019-11-01
2019-11-01 01:45:00,"D",19.81,-1944,20.57,NA,-121.9,NA,2019-11-01
2019-11-01 01:45:00,"M",18.97,-10.3,22.06,21.04,NA,-339.1,2019-11-01
2019-11-01 02:00:00,"D",19.68,-1963,20.41,NA,-122.8,NA,2019-11-01
2019-11-01 02:00:00,"M",18.87,-10.3,21.88,20.91,NA,-339.8,2019-11-01
2019-11-01 02:15:00,"D",19.65,-1983,20.25,NA,-125.4,NA,2019-11-01
2019-11-01 02:15:00,"M",18.82,-10.3,21.7,20.77,NA,-341.7,2019-11-01
2019-11-01 02:30:00,"D",19.63,-2000,20.1,NA,-121.6,NA,2019-11-01
2019-11-01 02:30:00,"M",18.77,-10.3,21.53,20.65,NA,-343,2019-11-01
2019-11-01 02:45:00,"D",19.63,-2009,19.95,NA,-124,NA,2019-11-01
2019-11-01 02:45:00,"M",18.82,-10.3,21.36,20.54,NA,-344.6,2019-11-01
2019-11-01 03:00:00,"D",19.84,-2025,19.84,NA,-121.8,NA,2019-11-01
2019-11-01 03:00:00,"M",19.02,-10.3,21.2,20.43,NA,-346.5,2019-11-01
2019-11-01 03:15:00,"D",20.21,-2033,19.73,NA,-124.8,NA,2019-11-01
2019-11-01 03:15:00,"M",19.47,-10.3,21.05,20.33,NA,-346.1,2019-11-01
2019-11-01 03:30:00,"D",20.64,-2035,19.7,NA,-124.1,NA,2019-11-01
2019-11-01 03:30:00,"M",19.94,-10.3,20.94,20.3,NA,-347.4,2019-11-01
2019-11-01 03:45:00,"D",21.04,-2043,19.7,NA,-122.9,NA,2019-11-01
2019-11-01 03:45:00,"M",20.4,-10.31,20.87,20.3,NA,-348.4,2019-11-01
2019-11-01 04:00:00,"D",21.42,-2041,19.77,NA,-123.6,NA,2019-11-01
2019-11-01 04:00:00,"M",20.8,-10.38,20.8,20.4,NA,-349.1,2019-11-01
2019-11-01 04:15:00,"D",21.67,-2037,19.85,NA,-123.4,NA,2019-11-01
2019-11-01 04:15:00,"M",21.07,-10.4,20.8,20.45,NA,-348.5,2019-11-01
2019-11-01 04:30:00,"D",21.89,-2030,19.94,NA,-121.9,NA,2019-11-01
2019-11-01 04:30:00,"M",21.26,-10.4,20.8,20.52,NA,-348.1,2019-11-01
2019-11-01 04:45:00,"D",22,-2026,20.04,NA,-124.8,NA,2019-11-01
2019-11-01 04:45:00,"M",21.45,-10.4,20.9,20.6,NA,-349.9,2019-11-01
2019-11-01 05:00:00,"D",22.11,-2023,20.15,NA,-125.6,NA,2019-11-01
2019-11-01 05:00:00,"M",21.56,-10.48,20.9,20.68,NA,-351.1,2019-11-01
2019-11-01 05:15:00,"D",22.17,-2019,20.24,NA,-122.7,NA,2019-11-01
2019-11-01 05:15:00,"M",21.7,-10.5,20.96,20.74,NA,-350.7,2019-11-01
2019-11-01 05:30:00,"D",22.22,-2012,20.34,NA,-121.8,NA,2019-11-01
2019-11-01 05:30:00,"M",21.75,-10.5,21,20.8,NA,-351.2,2019-11-01
2019-11-01 05:45:00,"D",22.28,-2016,20.44,NA,-123.6,NA,2019-11-01
2019-11-01 05:45:00,"M",21.84,-10.54,21.04,20.89,NA,-350.9,2019-11-01
2019-11-01 06:00:00,"D",22.31,-2007,20.54,NA,-123.4,NA,2019-11-01
2019-11-01 06:00:00,"M",21.89,-10.6,21.1,20.93,NA,-352.4,2019-11-01
2019-11-01 06:15:00,"D",22.33,-1999,20.63,NA,-121.7,NA,2019-11-01
2019-11-01 06:15:00,"M",21.97,-10.6,21.14,21,NA,-352.6,2019-11-01
2019-11-01 06:30:00,"D",22.42,-1998,20.71,NA,-123.4,NA,2019-11-01
2019-11-01 06:30:00,"M",22.08,-10.6,21.2,21.06,NA,-352.6,2019-11-01
2019-11-01 06:45:00,"D",22.5,-1991,20.81,NA,-123.9,NA,2019-11-01
2019-11-01 06:45:00,"M",22.17,-10.66,21.25,21.1,NA,-352.5,2019-11-01
2019-11-01 07:00:00,"D",22.53,-1986,20.91,NA,-122.7,NA,2019-11-01
2019-11-01 07:00:00,"M",22.19,-10.7,21.3,21.2,NA,-353.5,2019-11-01
2019-11-01 07:15:00,"D",22.56,-1982,21,NA,-125.7,NA,2019-11-01
2019-11-01 07:15:00,"M",22.25,-10.72,21.39,21.25,NA,-353.2,2019-11-01
2019-11-01 07:30:00,"D",22.61,-1974,21.1,NA,-122.8,NA,2019-11-01
2019-11-01 07:30:00,"M",22.31,-10.8,21.41,21.3,NA,-353.8,2019-11-01
2019-11-01 07:45:00,"D",22.73,-1969,21.19,NA,-123.2,NA,2019-11-01
2019-11-01 07:45:00,"M",22.45,-10.89,21.5,21.39,NA,-353.9,2019-11-01
2019-11-01 08:00:00,"D",22.81,-1968,21.28,NA,-123.4,NA,2019-11-01
2019-11-01 08:00:00,"M",22.59,-11.05,21.54,21.43,NA,-355.2,2019-11-01
2019-11-01 08:15:00,"D",22.95,-1960,21.38,NA,-122.5,NA,2019-11-01
2019-11-01 08:15:00,"M",22.84,-11.27,21.6,21.5,NA,-355.2,2019-11-01
2019-11-01 08:30:00,"D",23.12,-1952,21.5,NA,-123.3,NA,2019-11-01
2019-11-01 08:30:00,"M",23.07,-11.56,21.7,21.6,NA,-355.7,2019-11-01
2019-11-01 08:45:00,"D",23.1,-1940,21.62,NA,-124.2,NA,2019-11-01
2019-11-01 08:45:00,"M",23.1,-11.96,21.78,21.68,NA,-355.3,2019-11-01
2019-11-01 09:00:00,"D",23.24,-1939,21.72,NA,-124.4,NA,2019-11-01
2019-11-01 09:00:00,"M",23.32,-12.45,21.87,21.74,NA,-355.4,2019-11-01
2019-11-01 09:15:00,"D",23.41,-1930,21.83,NA,-123,NA,2019-11-01
2019-11-01 09:15:00,"M",23.44,-13.12,22,21.81,NA,-356.8,2019-11-01
2019-11-01 09:30:00,"D",23.72,-1943,21.95,NA,-126.2,NA,2019-11-01
2019-11-01 09:30:00,"M",23.96,-13.91,22.17,21.92,NA,-356.9,2019-11-01
2019-11-01 09:45:00,"D",24.13,-1922,22.14,NA,-126.1,NA,2019-11-01
2019-11-01 09:45:00,"M",24.36,-14.68,22.4,22.1,NA,-355,2019-11-01
2019-11-01 10:00:00,"D",24.33,-1885,22.37,NA,-124.8,NA,2019-11-01
2019-11-01 10:00:00,"M",24.6,-14.75,22.67,22.31,NA,-355.6,2019-11-01
2019-11-01 10:15:00,"D",24.57,-1840,22.56,NA,-126.6,NA,2019-11-01
2019-11-01 10:15:00,"M",24.87,-14.37,22.95,22.48,NA,-354.9,2019-11-01
2019-11-01 10:30:00,"D",24.78,-1817,22.74,NA,-124.4,NA,2019-11-01
2019-11-01 10:30:00,"M",25.07,-15.16,23.24,22.65,NA,-355.5,2019-11-01
2019-11-01 10:45:00,"D",25.19,-1796,22.91,NA,-125.1,NA,2019-11-01
2019-11-01 10:45:00,"M",25.64,-16.73,23.55,22.83,NA,-355.1,2019-11-01
2019-11-01 11:00:00,"D",25.64,-1758,23.11,NA,-131.3,NA,2019-11-01
2019-11-01 11:00:00,"M",26.19,-18.56,23.96,23.09,NA,-351.3,2019-11-01
2019-11-01 11:15:00,"D",26.22,-1732,23.37,NA,-125.6,NA,2019-11-01
2019-11-01 11:15:00,"M",26.74,-21.41,24.42,23.46,NA,-351.9,2019-11-01
2019-11-01 11:30:00,"D",26.5,-1709,23.73,NA,-126.1,NA,2019-11-01
2019-11-01 11:30:00,"M",26.84,-27.11,24.87,23.88,NA,-352,2019-11-01
2019-11-01 11:45:00,"D",26.22,-1692,24.01,NA,-126.2,NA,2019-11-01
2019-11-01 11:45:00,"M",26.56,-34.1,25.22,24.21,NA,-351.4,2019-11-01
2019-11-01 12:00:00,"D",26.13,-1679,24.2,NA,-125.7,NA,2019-11-01
2019-11-01 12:00:00,"M",26.44,-40.61,25.51,24.44,NA,-352.2,2019-11-01
2019-11-01 12:15:00,"D",26.13,-1670,24.4,NA,-125.3,NA,2019-11-01
2019-11-01 12:15:00,"M",26.5,-43.85,25.74,24.62,NA,-353.5,2019-11-01
2019-11-01 12:30:00,"D",25.95,-1645,24.67,NA,-126.9,NA,2019-11-01
2019-11-01 12:30:00,"M",26.47,-47.7,25.94,24.78,NA,-352.9,2019-11-01
2019-11-01 12:45:00,"D",25.73,-1607,24.97,NA,-127.6,NA,2019-11-01
2019-11-01 12:45:00,"M",26.47,-52.07,26.17,24.94,NA,-351.4,2019-11-01
2019-11-01 12:45:00,"W",25.13,-8.4,25.62,NA,-5.006,NA,2019-11-01
2019-11-01 13:00:00,"D",25.52,-1577,25.35,NA,-127.2,NA,2019-11-01
2019-11-01 13:00:00,"M",26.41,-57.05,26.4,25.06,NA,-350.4,2019-11-01
2019-11-01 13:00:00,"W",25.25,-8.4,26.18,NA,-5.077,NA,2019-11-01
2019-11-01 13:15:00,"D",25.34,-1481,25.81,NA,-129.8,NA,2019-11-01
2019-11-01 13:15:00,"M",26.44,-62.97,26.57,25.12,NA,-350.2,2019-11-01
2019-11-01 13:15:00,"W",25.22,-8.4,26.66,NA,-5.182,NA,2019-11-01
2019-11-01 13:30:00,"D",25.22,-1431,26.26,NA,-129.1,NA,2019-11-01
2019-11-01 13:30:00,"M",26.44,-69.49,26.76,25.2,NA,-347,2019-11-01
2019-11-01 13:30:00,"W",25.13,-8.4,27.18,NA,-5.251,NA,2019-11-01
2019-11-01 13:45:00,"D",25.1,-1403,26.64,NA,-128.7,NA,2019-11-01
2019-11-01 13:45:00,"M",26.44,-76.21,26.97,25.3,NA,-347.5,2019-11-01
2019-11-01 13:45:00,"W",25.01,-8.4,27.9,NA,-5.361,NA,2019-11-01
2019-11-01 14:00:00,"D",24.95,-1375,26.85,NA,-130.2,NA,2019-11-01
2019-11-01 14:00:00,"M",26.34,-85.2,27.19,25.33,NA,-346.5,2019-11-01
