"by15","block","campbell_panel_temp_C","teros_MP_1_kPa","teros_soil_temp_1_C","teros_soil_temp_2_C","watermark_MP_1_kPa","watermark_MP_2_kPa","date"
2019-10-23 16:30:00,"D",24.22,-7.93,21.27,NA,-2.07,NA,2019-10-23
2019-10-23 16:30:00,"M",23.47,-8.4,23.03,22.05,NA,-1.706,2019-10-23
2019-10-23 16:45:00,"D",23.9,-8.5,22.8,NA,-2.279,NA,2019-10-23
2019-10-23 16:45:00,"M",22.95,-8.5,23.3,22.35,NA,-1.733,2019-10-23
2019-10-23 17:00:00,"D",23.61,-8.5,22.8,NA,-2.23,NA,2019-10-23
2019-10-23 17:00:00,"M",22.73,-8.5,23.3,22.4,NA,-1.742,2019-10-23
2019-10-23 17:15:00,"D",23.38,-8.5,22.7,NA,-2.227,NA,2019-10-23
2019-10-23 17:15:00,"M",22.53,-8.5,23.3,22.4,NA,-1.756,2019-10-23
2019-10-23 17:30:00,"D",23.18,-8.5,22.7,NA,-2.164,NA,2019-10-23
2019-10-23 17:30:00,"M",22.47,-8.5,23.3,22.4,NA,-1.753,2019-10-23
2019-10-23 17:45:00,"D",23.07,-8.5,22.66,NA,-2.194,NA,2019-10-23
2019-10-23 17:45:00,"M",22.36,-8.5,23.24,22.38,NA,-1.758,2019-10-23
2019-10-23 18:00:00,"D",22.98,-8.5,22.6,NA,-2.19,NA,2019-10-23
2019-10-23 18:00:00,"M",22.33,-8.5,23.2,22.3,NA,-1.748,2019-10-23
2019-10-23 18:15:00,"D",22.95,-8.5,22.6,NA,-2.179,NA,2019-10-23
2019-10-23 18:15:00,"M",22.33,-8.53,23.21,22.3,NA,-1.736,2019-10-23
2019-10-23 18:30:00,"D",22.9,-8.5,22.52,NA,-2.137,NA,2019-10-23
2019-10-23 18:30:00,"M",22.22,-8.5,23.46,22.3,NA,-1.7,2019-10-23
2019-10-23 18:45:00,"D",22.78,-8.5,22.5,NA,-2.131,NA,2019-10-23
2019-10-23 18:45:00,"M",21.86,-8.5,23.53,22.3,NA,-1.695,2019-10-23
2019-10-23 19:00:00,"D",22.64,-8.5,22.49,NA,-2.147,NA,2019-10-23
2019-10-23 19:00:00,"M",21.84,-8.5,23.5,22.3,NA,-1.703,2019-10-23
2019-10-23 19:15:00,"D",22.53,-8.5,22.4,NA,-2.114,NA,2019-10-23
2019-10-23 19:15:00,"M",21.7,-8.5,23.41,22.3,NA,-1.701,2019-10-23
2019-10-23 19:30:00,"D",22.45,-8.5,22.4,NA,-2.116,NA,2019-10-23
2019-10-23 19:30:00,"M",21.59,-8.5,23.35,22.3,NA,-1.689,2019-10-23
2019-10-23 19:45:00,"D",22.28,-8.5,22.36,NA,-2.124,NA,2019-10-23
2019-10-23 19:45:00,"M",21.07,-8.5,23.27,22.3,NA,-1.696,2019-10-23
2019-10-23 20:00:00,"D",22,-8.5,22.3,NA,-1.998,NA,2019-10-23
2019-10-23 20:00:00,"M",20.91,-8.5,23.2,22.23,NA,-1.709,2019-10-23
2019-10-23 20:15:00,"D",21.97,-8.5,22.27,NA,-2.092,NA,2019-10-23
2019-10-23 20:15:00,"M",21.15,-8.5,23.1,22.2,NA,-1.707,2019-10-23
2019-10-23 20:30:00,"D",21.95,-8.5,22.2,NA,-2.125,NA,2019-10-23
2019-10-23 20:30:00,"M",21.18,-8.5,23.02,22.19,NA,-1.716,2019-10-23
2019-10-23 20:45:00,"D",21.86,-8.5,22.2,NA,-2.113,NA,2019-10-23
2019-10-23 20:45:00,"M",20.91,-8.5,22.96,22.1,NA,-1.698,2019-10-23
2019-10-23 21:00:00,"D",21.64,-8.5,22.1,NA,-2.102,NA,2019-10-23
2019-10-23 21:00:00,"M",20.5,-8.5,22.9,22.1,NA,-1.71,2019-10-23
2019-10-23 21:15:00,"D",21.42,-8.5,22.09,NA,-2.127,NA,2019-10-23
2019-10-23 21:15:00,"M",20.21,-8.5,22.81,22.07,NA,-1.731,2019-10-23
2019-10-23 21:30:00,"D",21.23,-8.5,22,NA,-2.124,NA,2019-10-23
2019-10-23 21:30:00,"M",19.94,-8.5,22.73,22,NA,-1.72,2019-10-23
2019-10-23 21:45:00,"D",21.04,-8.5,21.95,NA,-2.109,NA,2019-10-23
2019-10-23 21:45:00,"M",19.68,-8.5,22.64,21.93,NA,-1.725,2019-10-23
2019-10-23 22:00:00,"D",20.83,-8.5,21.89,NA,-2.012,NA,2019-10-23
2019-10-23 22:00:00,"M",19.39,-8.5,22.53,21.88,NA,-1.725,2019-10-23
2019-10-23 22:15:00,"D",20.64,-8.5,21.8,NA,-2.083,NA,2019-10-23
2019-10-23 22:15:00,"M",19.15,-8.5,22.42,21.8,NA,-1.729,2019-10-23
2019-10-23 22:30:00,"D",20.5,-8.5,21.72,NA,-2.141,NA,2019-10-23
2019-10-23 22:30:00,"M",19,-8.5,22.3,21.7,NA,-1.737,2019-10-23
2019-10-23 22:45:00,"D",20.34,-8.5,21.64,NA,-2.147,NA,2019-10-23
2019-10-23 22:45:00,"M",18.79,-8.5,22.17,21.62,NA,-1.745,2019-10-23
2019-10-23 23:00:00,"D",20.21,-8.5,21.55,NA,-2.138,NA,2019-10-23
2019-10-23 23:00:00,"M",18.64,-8.5,22.05,21.53,NA,-1.742,2019-10-23
2019-10-23 23:15:00,"D",20.08,-8.5,21.47,NA,-2.129,NA,2019-10-23
2019-10-23 23:15:00,"M",18.53,-8.5,21.93,21.44,NA,-1.733,2019-10-23
2019-10-23 23:30:00,"D",20,-8.5,21.38,NA,-2.139,NA,2019-10-23
2019-10-23 23:30:00,"M",18.43,-8.5,21.8,21.35,NA,-1.75,2019-10-23
2019-10-23 23:45:00,"D",19.92,-8.5,21.29,NA,-2.148,NA,2019-10-23
2019-10-23 23:45:00,"M",18.33,-8.5,21.67,21.26,NA,-1.765,2019-10-23
2019-10-24 00:00:00,"D",19.84,-8.5,21.2,NA,-2.122,NA,2019-10-24
2019-10-24 00:00:00,"M",18.28,-8.5,21.55,21.17,NA,-1.759,2019-10-24
2019-10-24 00:15:00,"D",19.76,-8.5,21.1,NA,-2.119,NA,2019-10-24
2019-10-24 00:15:00,"M",18.2,-8.5,21.43,21.09,NA,-1.769,2019-10-24
2019-10-24 00:30:00,"D",19.68,-8.5,21.03,NA,-2.162,NA,2019-10-24
2019-10-24 00:30:00,"M",18.12,-8.5,21.32,21,NA,-1.776,2019-10-24
2019-10-24 00:45:00,"D",19.63,-8.5,20.96,NA,-2.164,NA,2019-10-24
2019-10-24 00:45:00,"M",18.05,-8.5,21.19,20.91,NA,-1.771,2019-10-24
2019-10-24 01:00:00,"D",19.55,-8.5,20.87,NA,-2.17,NA,2019-10-24
2019-10-24 01:00:00,"M",17.97,-8.5,21.08,20.83,NA,-1.784,2019-10-24
2019-10-24 01:15:00,"D",19.47,-8.5,20.79,NA,-2.173,NA,2019-10-24
2019-10-24 01:15:00,"M",17.87,-8.5,20.97,20.75,NA,-1.786,2019-10-24
2019-10-24 01:30:00,"D",19.39,-8.5,20.7,NA,-2.182,NA,2019-10-24
2019-10-24 01:30:00,"M",17.77,-8.5,20.86,20.67,NA,-1.793,2019-10-24
2019-10-24 01:45:00,"D",19.31,-8.5,20.62,NA,-2.17,NA,2019-10-24
2019-10-24 01:45:00,"M",17.62,-8.5,20.75,20.59,NA,-1.81,2019-10-24
2019-10-24 02:00:00,"D",19.21,-8.5,20.54,NA,-2.188,NA,2019-10-24
2019-10-24 02:00:00,"M",17.56,-8.5,20.65,20.5,NA,-1.798,2019-10-24
2019-10-24 02:15:00,"D",19.15,-8.5,20.45,NA,-2.154,NA,2019-10-24
2019-10-24 02:15:00,"M",17.51,-8.5,20.55,20.41,NA,-1.819,2019-10-24
2019-10-24 02:30:00,"D",19.1,-8.5,20.37,NA,-2.184,NA,2019-10-24
2019-10-24 02:30:00,"M",17.69,-8.5,20.45,20.34,NA,-1.829,2019-10-24
2019-10-24 02:45:00,"D",19.23,-8.5,20.3,NA,-2.144,NA,2019-10-24
2019-10-24 02:45:00,"M",18.2,-8.5,20.36,20.28,NA,-1.827,2019-10-24
2019-10-24 03:00:00,"D",19.44,-8.5,20.21,NA,-2.17,NA,2019-10-24
2019-10-24 03:00:00,"M",18.66,-8.5,20.28,20.2,NA,-1.827,2019-10-24
2019-10-24 03:15:00,"D",19.68,-8.5,20.19,NA,-2.19,NA,2019-10-24
2019-10-24 03:15:00,"M",19.21,-8.5,20.2,20.2,NA,-1.851,2019-10-24
2019-10-24 03:30:00,"D",20.02,-8.5,20.1,NA,-2.181,NA,2019-10-24
2019-10-24 03:30:00,"M",19.78,-8.5,20.16,20.13,NA,-1.85,2019-10-24
2019-10-24 03:45:00,"D",20.37,-8.5,20.1,NA,-2.19,NA,2019-10-24
2019-10-24 03:45:00,"M",20.31,-8.5,20.1,20.1,NA,-1.855,2019-10-24
2019-10-24 04:00:00,"D",20.69,-8.5,20.1,NA,-2.092,NA,2019-10-24
2019-10-24 04:00:00,"M",20.58,-8.5,20.1,20.1,NA,-1.853,2019-10-24
2019-10-24 04:15:00,"D",20.91,-8.5,20.1,NA,-2.161,NA,2019-10-24
2019-10-24 04:15:00,"M",20.83,-8.5,20.1,20.18,NA,-1.858,2019-10-24
2019-10-24 04:30:00,"D",21.04,-8.5,20.1,NA,-2.159,NA,2019-10-24
2019-10-24 04:30:00,"M",20.93,-8.5,20.1,20.2,NA,-1.801,2019-10-24
2019-10-24 04:45:00,"D",21.15,-8.5,20.1,NA,-2.149,NA,2019-10-24
2019-10-24 04:45:00,"M",21.12,-8.5,20.14,20.2,NA,-1.838,2019-10-24
2019-10-24 05:00:00,"D",21.26,-8.5,20.1,NA,-2.121,NA,2019-10-24
2019-10-24 05:00:00,"M",21.21,-8.5,20.2,20.2,NA,-1.873,2019-10-24
2019-10-24 05:15:00,"D",21.31,-8.5,20.2,NA,-2.153,NA,2019-10-24
2019-10-24 05:15:00,"M",21.29,-8.5,20.2,20.3,NA,-1.887,2019-10-24
2019-10-24 05:30:00,"D",21.34,-8.5,20.2,NA,-2.129,NA,2019-10-24
2019-10-24 05:30:00,"M",21.34,-8.5,20.24,20.3,NA,-1.877,2019-10-24
2019-10-24 05:45:00,"D",21.4,-8.5,20.2,NA,-2.126,NA,2019-10-24
2019-10-24 05:45:00,"M",21.4,-8.5,20.3,20.3,NA,-1.869,2019-10-24
2019-10-24 06:00:00,"D",21.45,-8.5,20.2,NA,-2.104,NA,2019-10-24
2019-10-24 06:00:00,"M",21.51,-8.5,20.3,20.38,NA,-1.867,2019-10-24
2019-10-24 06:15:00,"D",21.53,-8.5,20.28,NA,-2.107,NA,2019-10-24
2019-10-24 06:15:00,"M",21.72,-8.5,20.39,20.4,NA,-1.866,2019-10-24
2019-10-24 06:30:00,"D",21.56,-8.5,20.3,NA,-2.087,NA,2019-10-24
2019-10-24 06:30:00,"M",21.75,-8.5,20.4,20.41,NA,-1.863,2019-10-24
2019-10-24 06:45:00,"D",21.62,-8.5,20.3,NA,-2.098,NA,2019-10-24
2019-10-24 06:45:00,"M",21.86,-8.5,20.48,20.5,NA,-1.861,2019-10-24
2019-10-24 07:00:00,"D",21.67,-8.5,20.37,NA,-2.09,NA,2019-10-24
2019-10-24 07:00:00,"M",21.92,-8.5,20.5,20.5,NA,-1.866,2019-10-24
2019-10-24 07:15:00,"D",21.78,-8.5,20.4,NA,-2.081,NA,2019-10-24
2019-10-24 07:15:00,"M",22.14,-8.5,20.57,20.54,NA,-1.857,2019-10-24
2019-10-24 07:30:00,"D",21.89,-8.5,20.42,NA,-2.076,NA,2019-10-24
2019-10-24 07:30:00,"M",22.36,-8.5,20.6,20.6,NA,-1.86,2019-10-24
2019-10-24 07:45:00,"D",22.06,-8.5,20.5,NA,-2.076,NA,2019-10-24
2019-10-24 07:45:00,"M",22.75,-8.5,20.7,20.66,NA,-1.873,2019-10-24
2019-10-24 08:00:00,"D",22.33,-8.5,20.54,NA,-2.078,NA,2019-10-24
2019-10-24 08:00:00,"M",23.21,-8.5,20.77,20.73,NA,-1.866,2019-10-24
2019-10-24 08:15:00,"D",22.67,-8.5,20.62,NA,-2.102,NA,2019-10-24
2019-10-24 08:15:00,"M",24.01,-8.5,20.87,20.84,NA,-1.875,2019-10-24
2019-10-24 08:30:00,"D",23.04,-8.5,20.73,NA,-2.089,NA,2019-10-24
2019-10-24 08:30:00,"M",24.25,-8.5,21.01,20.97,NA,-1.869,2019-10-24
2019-10-24 08:45:00,"D",23.44,-8.5,20.87,NA,-2.098,NA,2019-10-24
2019-10-24 08:45:00,"M",25.19,-8.5,21.19,21.13,NA,-1.889,2019-10-24
2019-10-24 09:00:00,"D",24.04,-8.5,21.05,NA,-2.089,NA,2019-10-24
2019-10-24 09:00:00,"M",26.16,-8.5,21.45,21.29,NA,-1.839,2019-10-24
2019-10-24 09:15:00,"D",24.63,-8.5,21.29,NA,-2.102,NA,2019-10-24
2019-10-24 09:15:00,"M",27.21,-8.5,21.79,21.5,NA,-1.782,2019-10-24
2019-10-24 09:30:00,"D",25.22,-8.5,21.59,NA,-2.141,NA,2019-10-24
2019-10-24 09:30:00,"M",27.98,-8.5,22.17,21.82,NA,-1.863,2019-10-24
2019-10-24 09:45:00,"D",25.73,-8.5,21.95,NA,-2.159,NA,2019-10-24
2019-10-24 09:45:00,"M",28.69,-8.5,22.6,22.2,NA,-1.868,2019-10-24
2019-10-24 10:00:00,"D",26.13,-8.5,22.37,NA,-2.191,NA,2019-10-24
2019-10-24 10:00:00,"M",29.08,-8.5,23.07,22.54,NA,-1.853,2019-10-24
2019-10-24 10:15:00,"D",26.53,-8.5,22.81,NA,-2.208,NA,2019-10-24
2019-10-24 10:15:00,"M",29.62,-8.5,23.67,22.85,NA,-1.826,2019-10-24
2019-10-24 10:30:00,"D",26.87,-8.5,23.24,NA,-2.246,NA,2019-10-24
2019-10-24 10:30:00,"M",29.89,-8.5,24.3,23.19,NA,-1.817,2019-10-24
2019-10-24 10:45:00,"D",27.21,-8.5,23.68,NA,-2.244,NA,2019-10-24
2019-10-24 10:45:00,"M",30.6,-8.5,24.9,23.64,NA,-1.829,2019-10-24
2019-10-24 11:00:00,"D",27.56,-8.5,24.07,NA,-2.21,NA,2019-10-24
2019-10-24 11:00:00,"M",31.23,-5.728,NA,NA,NA,-1.252,2019-10-24
2019-10-24 11:15:00,"D",27.94,-8.5,24.45,NA,-2.262,NA,2019-10-24
2019-10-24 11:15:00,"M",31.69,-8.5,26.19,24.58,NA,-1.825,2019-10-24
2019-10-24 11:30:00,"D",29.52,-8.5,24.82,NA,-2.202,NA,2019-10-24
2019-10-24 11:30:00,"M",32.12,-8.5,26.86,24.97,NA,-1.816,2019-10-24
2019-10-24 11:45:00,"D",30.88,-8.5,25.16,NA,-2.217,NA,2019-10-24
2019-10-24 11:45:00,"M",31.9,-8.5,27.4,25.3,NA,-1.782,2019-10-24
2019-10-24 12:00:00,"D",31.55,-8.5,25.48,NA,-2.289,NA,2019-10-24
2019-10-24 12:00:00,"M",31.72,-8.43,27.86,25.66,NA,-1.78,2019-10-24
2019-10-24 12:15:00,"D",31.51,-8.5,25.81,NA,-2.314,NA,2019-10-24
2019-10-24 12:15:00,"M",31.69,-8.4,28.31,26,NA,-1.771,2019-10-24
2019-10-24 12:30:00,"D",30.81,-8.5,26.19,NA,-2.286,NA,2019-10-24
2019-10-24 12:30:00,"M",31.47,-8.4,28.6,26.37,NA,-1.771,2019-10-24
2019-10-24 12:45:00,"D",30.12,-8.5,26.59,NA,-2.27,NA,2019-10-24
2019-10-24 12:45:00,"M",31.55,-8.4,28.83,26.64,NA,-1.718,2019-10-24
2019-10-24 13:00:00,"D",29.55,-8.43,27.01,NA,-2.318,NA,2019-10-24
2019-10-24 13:00:00,"M",31.76,-8.4,29.05,26.88,NA,-1.681,2019-10-24
2019-10-24 13:15:00,"D",29.12,-8.4,27.42,NA,-2.368,NA,2019-10-24
2019-10-24 13:15:00,"M",31.72,-8.4,29.28,27.1,NA,-1.621,2019-10-24
2019-10-24 13:30:00,"D",28.92,-8.4,27.82,NA,-2.349,NA,2019-10-24
2019-10-24 13:30:00,"M",31.58,-8.4,29.55,27.31,NA,-1.56,2019-10-24
2019-10-24 13:45:00,"D",28.76,-8.4,28.3,NA,-2.272,NA,2019-10-24
2019-10-24 13:45:00,"M",31.47,-8.4,29.83,27.48,NA,-1.514,2019-10-24
2019-10-24 14:00:00,"D",28.66,-8.4,28.7,NA,-2.291,NA,2019-10-24
2019-10-24 14:00:00,"M",31.3,-8.4,30.06,27.64,NA,-1.467,2019-10-24
2019-10-24 14:15:00,"D",28.59,-8.4,29.1,NA,-2.393,NA,2019-10-24
2019-10-24 14:15:00,"M",31.19,-8.4,30.27,27.76,NA,-1.411,2019-10-24
2019-10-24 14:30:00,"D",28.53,-8.4,29.38,NA,-2.448,NA,2019-10-24
2019-10-24 14:30:00,"M",31.05,-8.4,30.47,27.87,NA,-1.379,2019-10-24
2019-10-24 14:45:00,"D",28.46,-8.4,29.5,NA,-2.466,NA,2019-10-24
2019-10-24 14:45:00,"M",30.95,-8.4,30.66,28,NA,-1.357,2019-10-24
2019-10-24 15:00:00,"D",28.46,-8.41,29.54,NA,-2.426,NA,2019-10-24
2019-10-24 15:00:00,"M",30.81,-8.4,30.84,28.19,NA,-1.349,2019-10-24
2019-10-24 15:15:00,"D",28.43,-8.49,29.57,NA,-2.418,NA,2019-10-24
2019-10-24 15:15:00,"M",30.74,-8.4,31.02,28.28,NA,-1.324,2019-10-24
2019-10-24 15:30:00,"D",28.46,-8.49,29.5,NA,-1.949,NA,2019-10-24
2019-10-24 15:30:00,"M",30.67,-8.4,31.11,28.37,NA,-1.31,2019-10-24
2019-10-24 15:45:00,"D",28.4,-8.49,29.5,NA,-2.312,NA,2019-10-24
2019-10-24 15:45:00,"M",30.36,-8.4,31.2,28.45,NA,-1.316,2019-10-24
2019-10-24 16:00:00,"D",28.27,-8.5,29.5,NA,-2.347,NA,2019-10-24
2019-10-24 16:00:00,"M",30.02,-8.4,31.2,28.5,NA,-1.297,2019-10-24
2019-10-24 16:15:00,"D",28.07,-8.5,29.5,NA,-2.309,NA,2019-10-24
2019-10-24 16:15:00,"M",29.62,-8.4,31.18,28.6,NA,-1.312,2019-10-24
2019-10-24 16:30:00,"D",27.78,-8.5,29.44,NA,-2.266,NA,2019-10-24
2019-10-24 16:30:00,"M",29.15,-8.4,31.1,28.6,NA,-1.323,2019-10-24
2019-10-24 16:45:00,"D",27.34,-8.5,29.36,NA,-2.301,NA,2019-10-24
2019-10-24 16:45:00,"M",28.56,-8.4,31.03,28.6,NA,-1.346,2019-10-24
2019-10-24 17:00:00,"D",26.87,-8.5,29.24,NA,-2.16,NA,2019-10-24
2019-10-24 17:00:00,"M",28.01,-8.4,30.86,28.6,NA,-1.372,2019-10-24
2019-10-24 17:15:00,"D",26.31,-8.5,29.08,NA,-2.181,NA,2019-10-24
2019-10-24 17:15:00,"M",27.4,-8.4,30.72,28.54,NA,-1.399,2019-10-24
2019-10-24 17:30:00,"D",25.85,-8.5,28.9,NA,-2.141,NA,2019-10-24
2019-10-24 17:30:00,"M",26.87,-8.4,30.53,28.45,NA,-1.431,2019-10-24
2019-10-24 17:45:00,"D",25.49,-8.5,28.69,NA,-2.106,NA,2019-10-24
2019-10-24 17:45:00,"M",26.44,-8.4,30.32,28.34,NA,-1.466,2019-10-24
2019-10-24 18:00:00,"D",25.31,-8.5,28.49,NA,-2.138,NA,2019-10-24
2019-10-24 18:00:00,"M",26.16,-8.4,30.11,28.2,NA,-1.494,2019-10-24
2019-10-24 18:15:00,"D",25.16,-8.45,28.28,NA,-2.114,NA,2019-10-24
2019-10-24 18:15:00,"M",25.95,-8.43,29.89,27.99,NA,-1.49,2019-10-24
2019-10-24 18:30:00,"D",25.04,-8.46,28.02,NA,-2.075,NA,2019-10-24
2019-10-24 18:30:00,"M",25.76,-8.42,29.25,27.86,NA,-1.465,2019-10-24
2019-10-24 18:45:00,"D",24.84,-8.47,27.78,NA,-2.068,NA,2019-10-24
2019-10-24 18:45:00,"M",25.46,-8.48,28.82,27.74,NA,-1.466,2019-10-24
2019-10-24 19:00:00,"D",24.6,-8.49,27.57,NA,-2.059,NA,2019-10-24
2019-10-24 19:00:00,"M",25.19,-8.5,28.57,27.61,NA,-1.5,2019-10-24
2019-10-24 19:15:00,"D",24.45,-8.5,27.37,NA,-2.04,NA,2019-10-24
2019-10-24 19:15:00,"M",24.98,-8.5,28.36,27.45,NA,-1.507,2019-10-24
2019-10-24 19:30:00,"D",24.33,-8.5,27.19,NA,-2.044,NA,2019-10-24
2019-10-24 19:30:00,"M",24.81,-8.5,28.14,27.3,NA,-1.512,2019-10-24
2019-10-24 19:45:00,"D",24.22,-8.5,27.01,NA,-2.051,NA,2019-10-24
2019-10-24 19:45:00,"M",24.63,-8.5,27.93,27.15,NA,-1.522,2019-10-24
2019-10-24 20:00:00,"D",24.07,-8.5,26.84,NA,-2.021,NA,2019-10-24
2019-10-24 20:00:00,"M",24.42,-8.5,27.75,27.02,NA,-1.537,2019-10-24
2019-10-24 20:15:00,"D",23.78,-8.5,26.67,NA,-1.979,NA,2019-10-24
2019-10-24 20:15:00,"M",24.1,-8.5,27.6,26.87,NA,-1.554,2019-10-24
2019-10-24 20:30:00,"D",23.5,-8.5,26.51,NA,-2.012,NA,2019-10-24
2019-10-24 20:30:00,"M",23.78,-8.5,27.42,26.74,NA,-1.576,2019-10-24
2019-10-24 20:45:00,"D",23.18,-8.5,26.35,NA,-1.748,NA,2019-10-24
2019-10-24 20:45:00,"M",23.47,-8.5,27.22,26.57,NA,-1.592,2019-10-24
2019-10-24 21:00:00,"D",22.87,-8.5,26.09,NA,-1.96,NA,2019-10-24
2019-10-24 21:00:00,"M",23.12,-8.5,27.01,26.4,NA,-1.614,2019-10-24
2019-10-24 21:15:00,"D",22.59,-8.5,25.9,NA,-2.076,NA,2019-10-24
2019-10-24 21:15:00,"M",22.81,-8.5,26.79,26.19,NA,-1.624,2019-10-24
2019-10-24 21:30:00,"D",22.28,-8.5,25.71,NA,-2.073,NA,2019-10-24
2019-10-24 21:30:00,"M",22.47,-8.5,26.54,25.95,NA,-1.637,2019-10-24
2019-10-24 21:45:00,"D",21.97,-8.5,25.5,NA,-2.051,NA,2019-10-24
2019-10-24 21:45:00,"M",22.11,-8.5,26.27,25.74,NA,-1.655,2019-10-24
2019-10-24 22:00:00,"D",21.7,-8.5,25.3,NA,-2.028,NA,2019-10-24
2019-10-24 22:00:00,"M",21.81,-8.5,25.95,25.53,NA,-1.669,2019-10-24
2019-10-24 22:15:00,"D",21.48,-8.5,25.1,NA,-1.997,NA,2019-10-24
2019-10-24 22:15:00,"M",21.53,-8.5,25.68,25.32,NA,-1.69,2019-10-24
2019-10-24 22:30:00,"D",21.23,-8.5,24.9,NA,-2.077,NA,2019-10-24
2019-10-24 22:30:00,"M",21.23,-8.5,25.41,25.13,NA,-1.716,2019-10-24
2019-10-24 22:45:00,"D",20.99,-8.5,24.69,NA,-2.114,NA,2019-10-24
2019-10-24 22:45:00,"M",20.93,-8.5,25.16,24.95,NA,-1.738,2019-10-24
2019-10-24 23:00:00,"D",20.83,-8.5,24.47,NA,-2.098,NA,2019-10-24
2019-10-24 23:00:00,"M",20.74,-8.5,24.91,24.74,NA,-1.768,2019-10-24
2019-10-24 23:15:00,"D",20.61,-8.5,24.27,NA,-2.062,NA,2019-10-24
2019-10-24 23:15:00,"M",20.48,-8.5,24.67,24.55,NA,-1.777,2019-10-24
2019-10-24 23:30:00,"D",20.45,-8.5,24.07,NA,-2.099,NA,2019-10-24
2019-10-24 23:30:00,"M",20.26,-8.5,24.42,24.35,NA,-1.804,2019-10-24
2019-10-24 23:45:00,"D",20.34,-8.5,23.86,NA,-2.095,NA,2019-10-24
2019-10-24 23:45:00,"M",20.1,-8.5,24.19,24.17,NA,-1.824,2019-10-24
2019-10-25 00:00:00,"D",20.21,-8.5,23.62,NA,-1.98,NA,2019-10-25
2019-10-25 00:00:00,"M",19.92,-8.5,23.97,23.98,NA,-1.844,2019-10-25
2019-10-25 00:15:00,"D",20.1,-8.5,23.39,NA,-2.06,NA,2019-10-25
2019-10-25 00:15:00,"M",19.78,-8.5,23.74,23.81,NA,-1.87,2019-10-25
2019-10-25 00:30:00,"D",20.02,-8.5,23.19,NA,-2.04,NA,2019-10-25
2019-10-25 00:30:00,"M",19.63,-8.5,23.46,23.59,NA,-1.801,2019-10-25
2019-10-25 00:45:00,"D",19.94,-8.5,23,NA,-2.1,NA,2019-10-25
2019-10-25 00:45:00,"M",19.52,-8.5,23.25,23.4,NA,-1.768,2019-10-25
2019-10-25 01:00:00,"D",19.89,-8.5,22.81,NA,-2.093,NA,2019-10-25
2019-10-25 01:00:00,"M",19.42,-8.5,23.05,23.23,NA,-1.907,2019-10-25
2019-10-25 01:15:00,"D",19.84,-8.5,22.63,NA,-2.108,NA,2019-10-25
2019-10-25 01:15:00,"M",19.34,-8.5,22.86,23.06,NA,-1.937,2019-10-25
2019-10-25 01:30:00,"D",19.76,-8.5,22.45,NA,-2.102,NA,2019-10-25
2019-10-25 01:30:00,"M",19.23,-8.5,22.69,22.91,NA,-1.947,2019-10-25
2019-10-25 01:45:00,"D",19.68,-8.5,22.26,NA,-2.101,NA,2019-10-25
2019-10-25 01:45:00,"M",19.15,-8.5,22.51,22.76,NA,-1.953,2019-10-25
2019-10-25 02:00:00,"D",19.68,-8.5,22.09,NA,-2.1,NA,2019-10-25
2019-10-25 02:00:00,"M",19.1,-8.5,22.34,22.63,NA,-1.972,2019-10-25
2019-10-25 02:15:00,"D",19.63,-8.5,21.93,NA,-2.102,NA,2019-10-25
2019-10-25 02:15:00,"M",19.05,-8.5,22.17,22.47,NA,-1.979,2019-10-25
2019-10-25 02:30:00,"D",19.63,-8.5,21.77,NA,-2.06,NA,2019-10-25
2019-10-25 02:30:00,"M",19.02,-8.5,22.02,22.35,NA,-1.995,2019-10-25
2019-10-25 02:45:00,"D",19.76,-8.5,21.64,NA,-2.088,NA,2019-10-25
2019-10-25 02:45:00,"M",19.15,-8.5,21.87,22.23,NA,-2.012,2019-10-25
2019-10-25 03:00:00,"D",19.97,-8.5,21.5,NA,-2.117,NA,2019-10-25
2019-10-25 03:00:00,"M",19.36,-8.5,21.74,22.12,NA,-2.017,2019-10-25
2019-10-25 03:15:00,"D",20.24,-8.5,21.37,NA,-2.017,NA,2019-10-25
2019-10-25 03:15:00,"M",19.65,-8.5,21.62,22.02,NA,-2.028,2019-10-25
2019-10-25 03:30:00,"D",20.53,-8.5,21.28,NA,-2.06,NA,2019-10-25
2019-10-25 03:30:00,"M",20,-8.5,21.5,21.94,NA,-2.039,2019-10-25
2019-10-25 03:45:00,"D",20.83,-8.5,21.2,NA,-2.03,NA,2019-10-25
2019-10-25 03:45:00,"M",20.31,-8.5,21.41,21.9,NA,-2.044,2019-10-25
2019-10-25 04:00:00,"D",21.1,-8.5,21.14,NA,-2.071,NA,2019-10-25
2019-10-25 04:00:00,"M",20.58,-8.5,21.36,21.83,NA,-2.05,2019-10-25
2019-10-25 04:15:00,"D",21.31,-8.5,21.1,NA,-2.085,NA,2019-10-25
2019-10-25 04:15:00,"M",20.88,-8.5,21.3,21.8,NA,-2.064,2019-10-25
2019-10-25 04:30:00,"D",21.48,-8.5,21.1,NA,-2.138,NA,2019-10-25
2019-10-25 04:30:00,"M",21.07,-8.5,21.3,21.8,NA,-2.069,2019-10-25
2019-10-25 04:45:00,"D",21.67,-8.5,21.1,NA,-2.033,NA,2019-10-25
2019-10-25 04:45:00,"M",21.29,-8.5,21.23,21.8,NA,-2.071,2019-10-25
2019-10-25 05:00:00,"D",21.89,-8.5,21.1,NA,-2.085,NA,2019-10-25
