"by15","block","campbell_panel_temp_C","teros_MP_kPa","teros_soil_temp_1_C","teros_soil_temp_2_C","date","watermark_MP_kPa","teros_soil_temp_mean_C"
2019-10-31 20:15:00,"M",23.47,-10.3,27.71,26.22,2019-10-31,-310.8,26.965
2019-10-31 20:30:00,"D",23.04,-1106,26.32,NA,2019-10-31,-112.7,26.32
2019-10-31 20:30:00,"M",23.04,-10.3,27.48,25.94,2019-10-31,-313.3,26.71
2019-10-31 20:45:00,"D",22.59,-1138,25.95,NA,2019-10-31,-114.2,25.95
2019-10-31 20:45:00,"M",22.47,-10.3,27.23,25.65,2019-10-31,-313,26.44
2019-10-31 21:00:00,"D",22.11,-1191,25.63,NA,2019-10-31,-114,25.63
2019-10-31 21:00:00,"M",21.89,-10.3,26.98,25.34,2019-10-31,-314.3,26.16
2019-10-31 21:15:00,"D",21.62,-1234,25.29,NA,2019-10-31,-113.4,25.29
2019-10-31 21:15:00,"M",21.34,-10.3,26.71,25.04,2019-10-31,-316.5,25.875
2019-10-31 21:30:00,"D",21.42,-1259,24.97,NA,2019-10-31,-114.6,24.97
2019-10-31 21:30:00,"M",21.07,-10.3,26.42,24.72,2019-10-31,-317.5,25.57
2019-10-31 21:45:00,"D",21.21,-1291,24.63,NA,2019-10-31,-115.6,24.63
2019-10-31 21:45:00,"M",20.77,-10.3,26.05,24.41,2019-10-31,-318.4,25.23
2019-10-31 22:00:00,"D",21.04,-1365,24.3,NA,2019-10-31,-116.5,24.3
2019-10-31 22:00:00,"M",20.58,-10.3,25.75,24.12,2019-10-31,-320,24.935
2019-10-31 22:15:00,"D",20.93,-1413,23.98,NA,2019-10-31,-115.5,23.98
2019-10-31 22:15:00,"M",20.4,-10.3,25.45,23.86,2019-10-31,-321.3,24.655
2019-10-31 22:30:00,"D",20.8,-1443,23.64,NA,2019-10-31,-117.3,23.64
2019-10-31 22:30:00,"M",20.21,-10.3,25.18,23.56,2019-10-31,-322.3,24.37
2019-10-31 22:45:00,"D",20.64,-1473,23.3,NA,2019-10-31,-118.2,23.3
2019-10-31 22:45:00,"M",20.02,-10.29,24.92,23.26,2019-10-31,-322.9,24.09
2019-10-31 23:00:00,"D",20.56,-1520,23,NA,2019-10-31,-118.7,23
2019-10-31 23:00:00,"M",19.92,-10.3,24.66,23.01,2019-10-31,-324,23.835
2019-10-31 23:15:00,"D",20.45,-1589,22.72,NA,2019-10-31,-121.3,22.72
2019-10-31 23:15:00,"M",19.76,-10.29,24.39,22.79,2019-10-31,-325.1,23.59
2019-10-31 23:30:00,"D",20.34,-1639,22.47,NA,2019-10-31,-117.3,22.47
2019-10-31 23:30:00,"M",19.68,-10.29,24.13,22.57,2019-10-31,-327.8,23.35
2019-10-31 23:45:00,"D",20.26,-1669,22.21,NA,2019-10-31,-120.1,22.21
2019-10-31 23:45:00,"M",19.52,-10.29,23.89,22.36,2019-10-31,-327.9,23.125
2019-11-01 00:00:00,"D",20.18,-1694,21.97,NA,2019-11-01,-118.7,21.97
2019-11-01 00:00:00,"M",19.47,-10.3,23.61,22.17,2019-11-01,-329.3,22.89
2019-11-01 00:15:00,"D",20.15,-1714,21.74,NA,2019-11-01,-118.4,21.74
2019-11-01 00:15:00,"M",19.42,-10.29,23.32,21.99,2019-11-01,-331.6,22.655
2019-11-01 00:30:00,"D",20.08,-1740,21.53,NA,2019-11-01,-123.2,21.53
2019-11-01 00:30:00,"M",19.34,-10.29,23.09,21.82,2019-11-01,-333.4,22.455
2019-11-01 00:45:00,"D",20.08,-1780,21.32,NA,2019-11-01,-121.1,21.32
2019-11-01 00:45:00,"M",19.28,-10.29,22.87,21.65,2019-11-01,-334,22.26
2019-11-01 01:00:00,"D",20.02,-1825,21.12,NA,2019-11-01,-121.2,21.12
2019-11-01 01:00:00,"M",19.21,-10.29,22.66,21.48,2019-11-01,-335.5,22.07
2019-11-01 01:15:00,"D",19.94,-1881,20.94,NA,2019-11-01,-122.9,20.94
2019-11-01 01:15:00,"M",19.13,-10.3,22.46,21.33,2019-11-01,-336.1,21.895
2019-11-01 01:30:00,"D",19.86,-1911,20.75,NA,2019-11-01,-121.5,20.75
2019-11-01 01:30:00,"M",19.05,-10.3,22.25,21.16,2019-11-01,-337.4,21.705
2019-11-01 01:45:00,"D",19.81,-1944,20.57,NA,2019-11-01,-121.9,20.57
2019-11-01 01:45:00,"M",18.97,-10.3,22.06,21.04,2019-11-01,-339.1,21.55
2019-11-01 02:00:00,"D",19.68,-1963,20.41,NA,2019-11-01,-122.8,20.41
2019-11-01 02:00:00,"M",18.87,-10.3,21.88,20.91,2019-11-01,-339.8,21.395
2019-11-01 02:15:00,"D",19.65,-1983,20.25,NA,2019-11-01,-125.4,20.25
2019-11-01 02:15:00,"M",18.82,-10.3,21.7,20.77,2019-11-01,-341.7,21.235
2019-11-01 02:30:00,"D",19.63,-2000,20.1,NA,2019-11-01,-121.6,20.1
2019-11-01 02:30:00,"M",18.77,-10.3,21.53,20.65,2019-11-01,-343,21.09
2019-11-01 02:45:00,"D",19.63,-2009,19.95,NA,2019-11-01,-124,19.95
2019-11-01 02:45:00,"M",18.82,-10.3,21.36,20.54,2019-11-01,-344.6,20.95
2019-11-01 03:00:00,"D",19.84,-2025,19.84,NA,2019-11-01,-121.8,19.84
2019-11-01 03:00:00,"M",19.02,-10.3,21.2,20.43,2019-11-01,-346.5,20.815
2019-11-01 03:15:00,"D",20.21,-2033,19.73,NA,2019-11-01,-124.8,19.73
2019-11-01 03:15:00,"M",19.47,-10.3,21.05,20.33,2019-11-01,-346.1,20.69
2019-11-01 03:30:00,"D",20.64,-2035,19.7,NA,2019-11-01,-124.1,19.7
2019-11-01 03:30:00,"M",19.94,-10.3,20.94,20.3,2019-11-01,-347.4,20.62
2019-11-01 03:45:00,"D",21.04,-2043,19.7,NA,2019-11-01,-122.9,19.7
2019-11-01 03:45:00,"M",20.4,-10.31,20.87,20.3,2019-11-01,-348.4,20.585
2019-11-01 04:00:00,"D",21.42,-2041,19.77,NA,2019-11-01,-123.6,19.77
2019-11-01 04:00:00,"M",20.8,-10.38,20.8,20.4,2019-11-01,-349.1,20.6
2019-11-01 04:15:00,"D",21.67,-2037,19.85,NA,2019-11-01,-123.4,19.85
2019-11-01 04:15:00,"M",21.07,-10.4,20.8,20.45,2019-11-01,-348.5,20.625
2019-11-01 04:30:00,"D",21.89,-2030,19.94,NA,2019-11-01,-121.9,19.94
2019-11-01 04:30:00,"M",21.26,-10.4,20.8,20.52,2019-11-01,-348.1,20.66
2019-11-01 04:45:00,"D",22,-2026,20.04,NA,2019-11-01,-124.8,20.04
2019-11-01 04:45:00,"M",21.45,-10.4,20.9,20.6,2019-11-01,-349.9,20.75
2019-11-01 05:00:00,"D",22.11,-2023,20.15,NA,2019-11-01,-125.6,20.15
2019-11-01 05:00:00,"M",21.56,-10.48,20.9,20.68,2019-11-01,-351.1,20.79
2019-11-01 05:15:00,"D",22.17,-2019,20.24,NA,2019-11-01,-122.7,20.24
2019-11-01 05:15:00,"M",21.7,-10.5,20.96,20.74,2019-11-01,-350.7,20.85
2019-11-01 05:30:00,"D",22.22,-2012,20.34,NA,2019-11-01,-121.8,20.34
2019-11-01 05:30:00,"M",21.75,-10.5,21,20.8,2019-11-01,-351.2,20.9
2019-11-01 05:45:00,"D",22.28,-2016,20.44,NA,2019-11-01,-123.6,20.44
2019-11-01 05:45:00,"M",21.84,-10.54,21.04,20.89,2019-11-01,-350.9,20.965
2019-11-01 06:00:00,"D",22.31,-2007,20.54,NA,2019-11-01,-123.4,20.54
2019-11-01 06:00:00,"M",21.89,-10.6,21.1,20.93,2019-11-01,-352.4,21.015
2019-11-01 06:15:00,"D",22.33,-1999,20.63,NA,2019-11-01,-121.7,20.63
2019-11-01 06:15:00,"M",21.97,-10.6,21.14,21,2019-11-01,-352.6,21.07
2019-11-01 06:30:00,"D",22.42,-1998,20.71,NA,2019-11-01,-123.4,20.71
2019-11-01 06:30:00,"M",22.08,-10.6,21.2,21.06,2019-11-01,-352.6,21.13
2019-11-01 06:45:00,"D",22.5,-1991,20.81,NA,2019-11-01,-123.9,20.81
2019-11-01 06:45:00,"M",22.17,-10.66,21.25,21.1,2019-11-01,-352.5,21.175
2019-11-01 07:00:00,"D",22.53,-1986,20.91,NA,2019-11-01,-122.7,20.91
2019-11-01 07:00:00,"M",22.19,-10.7,21.3,21.2,2019-11-01,-353.5,21.25
2019-11-01 07:15:00,"D",22.56,-1982,21,NA,2019-11-01,-125.7,21
2019-11-01 07:15:00,"M",22.25,-10.72,21.39,21.25,2019-11-01,-353.2,21.32
2019-11-01 07:30:00,"D",22.61,-1974,21.1,NA,2019-11-01,-122.8,21.1
2019-11-01 07:30:00,"M",22.31,-10.8,21.41,21.3,2019-11-01,-353.8,21.355
2019-11-01 07:45:00,"D",22.73,-1969,21.19,NA,2019-11-01,-123.2,21.19
2019-11-01 07:45:00,"M",22.45,-10.89,21.5,21.39,2019-11-01,-353.9,21.445
2019-11-01 08:00:00,"D",22.81,-1968,21.28,NA,2019-11-01,-123.4,21.28
2019-11-01 08:00:00,"M",22.59,-11.05,21.54,21.43,2019-11-01,-355.2,21.485
2019-11-01 08:15:00,"D",22.95,-1960,21.38,NA,2019-11-01,-122.5,21.38
2019-11-01 08:15:00,"M",22.84,-11.27,21.6,21.5,2019-11-01,-355.2,21.55
2019-11-01 08:30:00,"D",23.12,-1952,21.5,NA,2019-11-01,-123.3,21.5
2019-11-01 08:30:00,"M",23.07,-11.56,21.7,21.6,2019-11-01,-355.7,21.65
2019-11-01 08:45:00,"D",23.1,-1940,21.62,NA,2019-11-01,-124.2,21.62
2019-11-01 08:45:00,"M",23.1,-11.96,21.78,21.68,2019-11-01,-355.3,21.73
2019-11-01 09:00:00,"D",23.24,-1939,21.72,NA,2019-11-01,-124.4,21.72
2019-11-01 09:00:00,"M",23.32,-12.45,21.87,21.74,2019-11-01,-355.4,21.805
2019-11-01 09:15:00,"D",23.41,-1930,21.83,NA,2019-11-01,-123,21.83
2019-11-01 09:15:00,"M",23.44,-13.12,22,21.81,2019-11-01,-356.8,21.905
2019-11-01 09:30:00,"D",23.72,-1943,21.95,NA,2019-11-01,-126.2,21.95
2019-11-01 09:30:00,"M",23.96,-13.91,22.17,21.92,2019-11-01,-356.9,22.045
2019-11-01 09:45:00,"D",24.13,-1922,22.14,NA,2019-11-01,-126.1,22.14
2019-11-01 09:45:00,"M",24.36,-14.68,22.4,22.1,2019-11-01,-355,22.25
2019-11-01 10:00:00,"D",24.33,-1885,22.37,NA,2019-11-01,-124.8,22.37
2019-11-01 10:00:00,"M",24.6,-14.75,22.67,22.31,2019-11-01,-355.6,22.49
2019-11-01 10:15:00,"D",24.57,-1840,22.56,NA,2019-11-01,-126.6,22.56
2019-11-01 10:15:00,"M",24.87,-14.37,22.95,22.48,2019-11-01,-354.9,22.715
2019-11-01 10:30:00,"D",24.78,-1817,22.74,NA,2019-11-01,-124.4,22.74
2019-11-01 10:30:00,"M",25.07,-15.16,23.24,22.65,2019-11-01,-355.5,22.945
2019-11-01 10:45:00,"D",25.19,-1796,22.91,NA,2019-11-01,-125.1,22.91
2019-11-01 10:45:00,"M",25.64,-16.73,23.55,22.83,2019-11-01,-355.1,23.19
2019-11-01 11:00:00,"D",25.64,-1758,23.11,NA,2019-11-01,-131.3,23.11
2019-11-01 11:00:00,"M",26.19,-18.56,23.96,23.09,2019-11-01,-351.3,23.525
2019-11-01 11:15:00,"D",26.22,-1732,23.37,NA,2019-11-01,-125.6,23.37
2019-11-01 11:15:00,"M",26.74,-21.41,24.42,23.46,2019-11-01,-351.9,23.94
2019-11-01 11:30:00,"D",26.5,-1709,23.73,NA,2019-11-01,-126.1,23.73
2019-11-01 11:30:00,"M",26.84,-27.11,24.87,23.88,2019-11-01,-352,24.375
2019-11-01 11:45:00,"D",26.22,-1692,24.01,NA,2019-11-01,-126.2,24.01
2019-11-01 11:45:00,"M",26.56,-34.1,25.22,24.21,2019-11-01,-351.4,24.715
2019-11-01 12:00:00,"D",26.13,-1679,24.2,NA,2019-11-01,-125.7,24.2
2019-11-01 12:00:00,"M",26.44,-40.61,25.51,24.44,2019-11-01,-352.2,24.975
2019-11-01 12:15:00,"D",26.13,-1670,24.4,NA,2019-11-01,-125.3,24.4
2019-11-01 12:15:00,"M",26.5,-43.85,25.74,24.62,2019-11-01,-353.5,25.18
2019-11-01 12:30:00,"D",25.95,-1645,24.67,NA,2019-11-01,-126.9,24.67
2019-11-01 12:30:00,"M",26.47,-47.7,25.94,24.78,2019-11-01,-352.9,25.36
2019-11-01 12:45:00,"D",25.73,-1607,24.97,NA,2019-11-01,-127.6,24.97
2019-11-01 12:45:00,"M",26.47,-52.07,26.17,24.94,2019-11-01,-351.4,25.555
2019-11-01 12:45:00,"W",25.13,-8.4,25.62,NA,2019-11-01,-5.006,25.62
2019-11-01 13:00:00,"D",25.52,-1577,25.35,NA,2019-11-01,-127.2,25.35
2019-11-01 13:00:00,"M",26.41,-57.05,26.4,25.06,2019-11-01,-350.4,25.73
2019-11-01 13:00:00,"W",25.25,-8.4,26.18,NA,2019-11-01,-5.077,26.18
2019-11-01 13:15:00,"D",25.34,-1481,25.81,NA,2019-11-01,-129.8,25.81
2019-11-01 13:15:00,"M",26.44,-62.97,26.57,25.12,2019-11-01,-350.2,25.845
2019-11-01 13:15:00,"W",25.22,-8.4,26.66,NA,2019-11-01,-5.182,26.66
2019-11-01 13:30:00,"D",25.22,-1431,26.26,NA,2019-11-01,-129.1,26.26
2019-11-01 13:30:00,"M",26.44,-69.49,26.76,25.2,2019-11-01,-347,25.98
2019-11-01 13:30:00,"W",25.13,-8.4,27.18,NA,2019-11-01,-5.251,27.18
2019-11-01 13:45:00,"D",25.1,-1403,26.64,NA,2019-11-01,-128.7,26.64
2019-11-01 13:45:00,"M",26.44,-76.21,26.97,25.3,2019-11-01,-347.5,26.135
2019-11-01 13:45:00,"W",25.01,-8.4,27.9,NA,2019-11-01,-5.361,27.9
2019-11-01 14:00:00,"D",24.95,-1375,26.85,NA,2019-11-01,-130.2,26.85
2019-11-01 14:00:00,"M",26.34,-85.2,27.19,25.33,2019-11-01,-346.5,26.26
2019-11-01 14:00:00,"W",24.87,-8.4,28.62,NA,2019-11-01,-5.516,28.62
2019-11-01 14:15:00,"D",24.89,-1374,26.9,NA,2019-11-01,-133.4,26.9
2019-11-01 14:15:00,"M",26.28,-98,27.41,25.4,2019-11-01,-347.1,26.405
2019-11-01 14:15:00,"W",24.84,-8.4,29.08,NA,2019-11-01,-5.58,29.08
2019-11-01 14:30:00,"D",24.69,-1380,26.9,NA,2019-11-01,-130.3,26.9
2019-11-01 14:30:00,"M",26.13,-113,27.63,25.4,2019-11-01,-344.7,26.515
2019-11-01 14:30:00,"W",24.69,-8.4,29.3,NA,2019-11-01,-5.556,29.3
2019-11-01 14:45:00,"D",24.39,-1402,26.86,NA,2019-11-01,-131.3,26.86
2019-11-01 14:45:00,"M",25.89,-130.6,27.85,25.4,2019-11-01,-344.6,26.625
2019-11-01 14:45:00,"W",24.45,-8.4,29.28,NA,2019-11-01,-5.555,29.28
2019-11-01 15:00:00,"D",24.07,-1385,25.92,NA,2019-11-01,-128.2,25.92
2019-11-01 15:00:00,"M",25.58,-150.4,28.03,25.39,2019-11-01,-342.1,26.71
2019-11-01 15:15:00,"D",24.07,-1427,26.61,NA,2019-11-01,-127.6,26.61
2019-11-01 15:15:00,"W",24.69,-8.18,28.15,NA,2019-11-01,-5.314,28.15
2019-11-01 15:30:00,"D",24.22,-1447,26.46,NA,2019-11-01,-130.5,26.46
2019-11-01 15:30:00,"W",24.72,-8.4,28.74,NA,2019-11-01,-5.385,28.74
2019-11-01 15:45:00,"D",24.33,-1460,26.36,NA,2019-11-01,-129.6,26.36
2019-11-01 15:45:00,"W",24.81,-8.4,28.57,NA,2019-11-01,-5.326,28.57
2019-11-01 16:00:00,"D",24.42,-1481,26.28,NA,2019-11-01,-130.5,26.28
2019-11-01 16:00:00,"W",24.84,-8.4,28.44,NA,2019-11-01,-5.259,28.44
2019-11-01 16:15:00,"D",24.3,-1501,26.09,NA,2019-11-01,-129.7,26.09
2019-11-01 16:15:00,"W",24.69,-8.4,28.26,NA,2019-11-01,-5.217,28.26
2019-11-01 16:30:00,"D",24.1,-1544,25.95,NA,2019-11-01,-125.9,25.95
2019-11-01 16:30:00,"W",24.45,-8.4,27.96,NA,2019-11-01,-5.157,27.96
2019-11-01 16:45:00,"D",23.84,-1594,25.78,NA,2019-11-01,-131.2,25.78
2019-11-01 16:45:00,"W",24.19,-8.4,27.69,NA,2019-11-01,-5.057,27.69
2019-11-01 17:00:00,"D",23.52,-1635,25.58,NA,2019-11-01,-126.3,25.58
2019-11-01 17:00:00,"W",23.9,-8.4,27.4,NA,2019-11-01,-5.028,27.4
2019-11-01 17:15:00,"D",23.29,-1663,25.35,NA,2019-11-01,-130,25.35
2019-11-01 17:15:00,"W",23.64,-8.4,27.09,NA,2019-11-01,-4.956,27.09
2019-11-01 17:30:00,"D",23.21,-1687,25.13,NA,2019-11-01,-127.7,25.13
2019-11-01 17:30:00,"W",23.52,-8.4,26.8,NA,2019-11-01,-4.925,26.8
2019-11-01 17:45:00,"D",23.18,-1705,24.92,NA,2019-11-01,-126.8,24.92
2019-11-01 17:45:00,"W",23.47,-8.4,26.51,NA,2019-11-01,-4.832,26.51
2019-11-01 18:00:00,"D",23.18,-1732,24.74,NA,2019-11-01,-126,24.74
2019-11-01 18:00:00,"W",23.41,-8.4,26.23,NA,2019-11-01,-4.798,26.23
2019-11-01 18:15:00,"D",23.15,-1769,24.56,NA,2019-11-01,-127.6,24.56
2019-11-01 18:15:00,"W",23.38,-8.4,25.94,NA,2019-11-01,-4.732,25.94
2019-11-01 18:30:00,"D",23.15,-1813,24.4,NA,2019-11-01,-127.3,24.4
2019-11-01 18:30:00,"W",23.41,-8.4,25.73,NA,2019-11-01,-4.728,25.73
2019-11-01 18:45:00,"D",23.07,-1868,24.26,NA,2019-11-01,-128.4,24.26
2019-11-01 18:45:00,"W",23.29,-8.4,25.53,NA,2019-11-01,-4.708,25.53
2019-11-01 19:00:00,"D",22.81,-1896,24.12,NA,2019-11-01,-127.1,24.12
2019-11-01 19:00:00,"W",23.07,-8.4,25.34,NA,2019-11-01,-4.7,25.34
2019-11-01 19:15:00,"D",22.56,-1834,23.95,NA,2019-11-01,-127.7,23.95
2019-11-01 19:15:00,"W",22.78,-8.4,25.15,NA,2019-11-01,-4.665,25.15
2019-11-01 19:30:00,"D",22.36,-1623,23.77,NA,2019-11-01,-128.9,23.77
2019-11-01 19:30:00,"W",22.59,-8.4,24.96,NA,2019-11-01,-4.549,24.96
2019-11-01 19:45:00,"D",22.17,-1637,23.52,NA,2019-11-01,-129.8,23.52
2019-11-01 19:45:00,"W",22.42,-8.4,24.56,NA,2019-11-01,-4.373,24.56
2019-11-01 20:00:00,"D",22.06,-1661,23.3,NA,2019-11-01,-129.6,23.3
2019-11-01 20:00:00,"W",22.33,-8.4,23.96,NA,2019-11-01,-4.291,23.96
2019-11-01 20:15:00,"D",22.03,-1677,23.13,NA,2019-11-01,-129.6,23.13
2019-11-01 20:15:00,"W",22.31,-8.4,23.5,NA,2019-11-01,-4.366,23.5
2019-11-01 20:30:00,"D",21.89,-1700,22.97,NA,2019-11-01,-129.2,22.97
2019-11-01 20:30:00,"W",22.11,-8.4,23.2,NA,2019-11-01,-4.367,23.2
2019-11-01 20:45:00,"D",21.64,-1725,22.82,NA,2019-11-01,-127.4,22.82
2019-11-01 20:45:00,"W",21.7,-8.4,22.99,NA,2019-11-01,-4.381,22.99
2019-11-01 21:00:00,"D",21.34,-1780,22.65,NA,2019-11-01,-128.3,22.65
2019-11-01 21:00:00,"W",21.29,-8.4,22.78,NA,2019-11-01,-4.347,22.78
2019-11-01 21:15:00,"D",21.1,-1878,22.44,NA,2019-11-01,-133.2,22.44
2019-11-01 21:15:00,"W",20.96,-8.4,22.59,NA,2019-11-01,-4.344,22.59
2019-11-01 21:30:00,"D",20.88,-1952,22.24,NA,2019-11-01,-131.8,22.24
2019-11-01 21:30:00,"W",20.69,-8.4,22.4,NA,2019-11-01,-4.313,22.4
2019-11-01 21:45:00,"D",20.72,-2000,22.03,NA,2019-11-01,-131.2,22.03
2019-11-01 21:45:00,"W",20.5,-8.4,22.22,NA,2019-11-01,-4.339,22.22
2019-11-01 22:00:00,"D",20.53,-2054,21.82,NA,2019-11-01,-133.8,21.82
2019-11-01 22:00:00,"W",20.4,-8.4,22.04,NA,2019-11-01,-4.332,22.04
2019-11-01 22:15:00,"D",20.4,-2129,21.62,NA,2019-11-01,-129.7,21.62
2019-11-01 22:15:00,"W",20.26,-8.4,21.85,NA,2019-11-01,-4.347,21.85
2019-11-01 22:30:00,"D",20.26,-2260,21.42,NA,2019-11-01,-134.6,21.42
2019-11-01 22:30:00,"W",20.15,-8.4,21.68,NA,2019-11-01,-4.323,21.68
2019-11-01 22:45:00,"D",20.15,-2362,21.22,NA,2019-11-01,-131.7,21.22
2019-11-01 22:45:00,"W",20.08,-8.4,21.52,NA,2019-11-01,-4.305,21.52
2019-11-01 23:00:00,"D",20.02,-2415,21.03,NA,2019-11-01,-134.6,21.03
2019-11-01 23:00:00,"W",19.97,-8.4,21.35,NA,2019-11-01,-4.31,21.35
2019-11-01 23:15:00,"D",19.94,-2460,20.84,NA,2019-11-01,-132.5,20.84
2019-11-01 23:15:00,"W",19.92,-8.4,21.2,NA,2019-11-01,-4.321,21.2
2019-11-01 23:30:00,"D",19.84,-2489,20.65,NA,2019-11-01,-133.1,20.65
2019-11-01 23:30:00,"W",19.86,-8.4,21.05,NA,2019-11-01,-4.31,21.05
2019-11-01 23:45:00,"D",19.76,-2525,20.48,NA,2019-11-01,-137.5,20.48
2019-11-01 23:45:00,"W",19.78,-8.4,20.92,NA,2019-11-01,-4.298,20.92
2019-11-02 00:00:00,"D",19.68,-2572,20.32,NA,2019-11-02,-133.5,20.32
2019-11-02 00:00:00,"W",19.73,-8.4,20.76,NA,2019-11-02,-4.317,20.76
2019-11-02 00:15:00,"D",19.63,-2631,20.16,NA,2019-11-02,-138.2,20.16
2019-11-02 00:15:00,"W",19.68,-8.4,20.64,NA,2019-11-02,-4.277,20.64
2019-11-02 00:30:00,"D",19.55,-2682,20.01,NA,2019-11-02,-134.6,20.01
2019-11-02 00:30:00,"W",19.63,-8.4,20.52,NA,2019-11-02,-4.334,20.52
2019-11-02 00:45:00,"D",19.52,-2777,19.86,NA,2019-11-02,-136.1,19.86
2019-11-02 00:45:00,"W",19.55,-8.4,20.39,NA,2019-11-02,-4.343,20.39
2019-11-02 01:00:00,"D",19.47,-2836,19.73,NA,2019-11-02,-136.1,19.73
2019-11-02 01:00:00,"W",19.49,-8.4,20.27,NA,2019-11-02,-4.349,20.27
2019-11-02 01:15:00,"D",19.36,-2880,19.58,NA,2019-11-02,-136.4,19.58
2019-11-02 01:15:00,"W",19.44,-8.4,20.17,NA,2019-11-02,-4.347,20.17
2019-11-02 01:30:00,"D",19.31,-2916,19.38,NA,2019-11-02,-138,19.38
2019-11-02 01:30:00,"W",19.36,-8.4,20.05,NA,2019-11-02,-4.343,20.05
2019-11-02 01:45:00,"D",19.26,-2936,19.26,NA,2019-11-02,-134.8,19.26
2019-11-02 01:45:00,"W",19.34,-8.4,19.95,NA,2019-11-02,-4.351,19.95
2019-11-02 02:00:00,"D",19.23,-2950,19.14,NA,2019-11-02,-135.1,19.14
2019-11-02 02:00:00,"W",19.34,-8.4,19.84,NA,2019-11-02,-4.352,19.84
2019-11-02 02:15:00,"D",19.21,-2973,19.04,NA,2019-11-02,-136,19.04
2019-11-02 02:15:00,"W",19.28,-8.4,19.75,NA,2019-11-02,-4.343,19.75
2019-11-02 02:30:00,"D",19.18,-2987,18.93,NA,2019-11-02,-133.4,18.93
2019-11-02 02:30:00,"W",19.28,-8.4,19.65,NA,2019-11-02,-4.381,19.65
2019-11-02 02:45:00,"D",19.31,-3014,18.81,NA,2019-11-02,-139.6,18.81
2019-11-02 02:45:00,"W",19.42,-8.4,19.57,NA,2019-11-02,-4.361,19.57
2019-11-02 03:00:00,"D",19.49,-3002,18.72,NA,2019-11-02,-139.2,18.72
2019-11-02 03:00:00,"W",19.6,-8.4,19.4,NA,2019-11-02,-4.363,19.4
2019-11-02 03:15:00,"D",19.76,-2999,18.7,NA,2019-11-02,-139.8,18.7
2019-11-02 03:15:00,"W",19.84,-8.4,19.4,NA,2019-11-02,-4.354,19.4
2019-11-02 03:30:00,"D",20.05,-3005,18.7,NA,2019-11-02,-137.7,18.7
2019-11-02 03:30:00,"W",20.08,-8.4,19.4,NA,2019-11-02,-4.412,19.4
2019-11-02 03:45:00,"D",20.29,-2993,18.7,NA,2019-11-02,-136.4,18.7
2019-11-02 03:45:00,"W",20.34,-8.4,19.4,NA,2019-11-02,-4.412,19.4
2019-11-02 04:00:00,"D",20.5,-2978,18.71,NA,2019-11-02,-138.8,18.71
2019-11-02 04:00:00,"W",20.53,-8.4,19.4,NA,2019-11-02,-4.448,19.4
2019-11-02 04:15:00,"D",20.72,-2955,18.8,NA,2019-11-02,-139.6,18.8
2019-11-02 04:15:00,"W",20.74,-8.4,19.44,NA,2019-11-02,-4.443,19.44
2019-11-02 04:30:00,"D",20.85,-2934,18.87,NA,2019-11-02,-143.2,18.87
2019-11-02 04:30:00,"W",20.88,-8.4,19.6,NA,2019-11-02,-4.49,19.6
2019-11-02 04:45:00,"D",20.96,-2887,18.97,NA,2019-11-02,-135.8,18.97
2019-11-02 04:45:00,"W",20.99,-8.4,19.64,NA,2019-11-02,-4.493,19.64
2019-11-02 05:00:00,"D",21.02,-2862,19.04,NA,2019-11-02,-139.3,19.04
2019-11-02 05:00:00,"W",21.04,-8.4,19.7,NA,2019-11-02,-4.521,19.7
2019-11-02 05:15:00,"D",21.02,-2838,19.11,NA,2019-11-02,-140.1,19.11
2019-11-02 05:15:00,"W",21.04,-8.4,19.74,NA,2019-11-02,-4.529,19.74
2019-11-02 05:30:00,"D",21.04,-2783,19.2,NA,2019-11-02,-140.4,19.2
2019-11-02 05:30:00,"W",21.07,-8.4,19.8,NA,2019-11-02,-4.525,19.8
2019-11-02 05:45:00,"D",21.1,-2752,19.26,NA,2019-11-02,-139.2,19.26
2019-11-02 05:45:00,"W",21.15,-8.4,19.8,NA,2019-11-02,-4.484,19.8
2019-11-02 06:00:00,"D",21.18,-2727,19.31,NA,2019-11-02,-138.1,19.31
2019-11-02 06:00:00,"W",21.23,-8.4,19.87,NA,2019-11-02,-4.545,19.87
2019-11-02 06:15:00,"D",21.26,-2688,19.4,NA,2019-11-02,-140.1,19.4
2019-11-02 06:15:00,"W",21.31,-8.4,19.9,NA,2019-11-02,-4.56,19.9
2019-11-02 06:30:00,"D",21.31,-2651,19.54,NA,2019-11-02,-139.7,19.54
2019-11-02 06:30:00,"W",21.37,-8.4,19.98,NA,2019-11-02,-4.557,19.98
2019-11-02 06:45:00,"D",21.37,-2624,19.63,NA,2019-11-02,-137.1,19.63
2019-11-02 06:45:00,"W",21.45,-8.4,20,NA,2019-11-02,-4.548,20
2019-11-02 07:00:00,"D",21.42,-2596,19.71,NA,2019-11-02,-138.3,19.71
2019-11-02 07:00:00,"W",21.51,-8.4,20.1,NA,2019-11-02,-4.581,20.1
2019-11-02 07:15:00,"D",21.62,-2572,19.8,NA,2019-11-02,-140,19.8
2019-11-02 07:15:00,"W",21.7,-8.4,20.12,NA,2019-11-02,-4.59,20.12
2019-11-02 07:30:00,"D",22.03,-2554,19.91,NA,2019-11-02,-139.4,19.91
2019-11-02 07:30:00,"W",22.14,-8.4,20.21,NA,2019-11-02,-4.48,20.21
