516.99, 283.45, 184.38, 154.69, 32.20, 21.30, 31.79, 24.46, 33.55, 84405.21, 85.00, 85.00, 85.00, 85.00, 23/8/19, 18:21:41
99.50, 392.88, 170.31, 154.69, 32.00, 21.30, 31.69, 25.22, 33.82, 84399.39, 29.56, 28.94, 30.37, 29.19, 23/8/19, 18:22:12
534.55, 276.27, 170.31, 151.56, 32.00, 21.20, 31.65, 25.63, 33.81, 84396.30, 29.56, 28.94, 30.37, 29.19, 23/8/19, 18:22:42
534.55, 252.95, 179.69, 150.00, 31.90, 21.20, 31.58, 24.99, 33.80, 84391.81, 29.56, 28.94, 30.37, 29.19, 23/8/19, 18:23:13
565.77, 245.78, 173.44, 148.44, 31.70, 21.10, 31.52, 25.00, 33.79, 84392.19, 29.56, 28.94, 30.37, 29.19, 23/8/19, 18:23:43
544.31, 254.75, 170.31, 146.88, 31.70, 21.20, 31.42, 25.07, 33.76, 84384.85, 29.56, 29.00, 30.37, 29.19, 23/8/19, 18:24:14
561.87, 240.39, 164.06, 142.19, 31.70, 21.20, 31.34, 25.41, 33.73, 84387.60, 29.56, 28.94, 30.37, 29.19, 23/8/19, 18:24:44
60.48, 330.09, 145.31, 128.13, 31.70, 21.40, 31.28, 25.40, 33.70, 84382.85, 29.56, 29.00, 30.37, 29.19, 23/8/19, 18:25:15
329.71, 242.19, 148.44, 125.00, 31.70, 21.40, 31.17, 25.17, 33.67, 84386.52, 29.56, 29.00, 30.37, 29.19, 23/8/19, 18:25:45
191.19, 278.07, 143.75, 125.00, 31.50, 21.50, 31.01, 25.40, 33.61, 84390.81, 29.56, 29.00, 30.37, 29.19, 23/8/19, 18:26:16
87.79, 380.32, 142.19, 145.31, 31.40, 21.60, 30.91, 25.77, 33.57, 84391.38, 29.56, 29.00, 30.37, 29.19, 23/8/19, 18:26:46
495.53, 236.81, 156.25, 135.94, 31.40, 21.70, 30.81, 25.84, 33.53, 84380.25, 29.56, 29.00, 30.37, 29.19, 23/8/19, 18:27:17
78.04, 348.03, 153.13, 135.94, 31.40, 21.80, 30.76, 25.95, 33.50, 84379.68, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:27:47
68.28, 389.29, 159.38, 146.88, 31.50, 21.90, 30.73, 25.95, 33.48, 84381.02, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:28:18
83.89, 389.29, 159.38, 148.44, 31.50, 22.00, 30.72, 26.36, 33.45, 84378.39, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:28:48
501.39, 274.48, 157.81, 143.75, 31.60, 22.10, 30.70, 26.37, 33.42, 84380.80, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:29:19
493.58, 229.63, 159.38, 129.69, 31.60, 22.20, 30.61, 26.25, 33.37, 84378.41, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:29:49
56.58, 369.56, 146.88, 134.38, 31.50, 22.20, 30.59, 26.06, 33.33, 84386.08, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:30:20
503.34, 227.84, 154.69, 128.13, 31.60, 22.20, 30.55, 25.76, 33.29, 84386.49, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:30:51
515.04, 245.78, 164.06, 137.50, 31.60, 22.10, 30.49, 26.01, 33.25, 84385.60, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:31:21
550.16, 245.78, 171.88, 142.19, 31.60, 21.90, 30.45, 26.05, 33.20, 84385.32, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:31:52
542.36, 236.81, 167.19, 140.63, 31.60, 21.90, 30.39, 26.57, 33.17, 84388.08, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:32:22
31.21, 378.53, 145.31, 143.75, 31.60, 21.80, 30.29, 26.31, 33.12, 84379.10, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:32:53
516.99, 204.51, 146.88, 126.56, 31.60, 21.80, 30.18, 26.21, 33.06, 84388.07, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:33:23
27.31, 335.48, 128.13, 115.62, 31.50, 21.70, 30.09, 26.25, 33.02, 84391.56, 29.62, 29.00, 30.37, 29.25, 23/8/19, 18:33:54
136.56, 288.83, 110.94, 104.69, 31.50, 21.80, 30.08, 26.53, 32.98, 84394.21, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:34:24
341.41, 138.14, 100.00, 71.88, 31.50, 21.90, 30.03, 26.74, 32.93, 84397.74, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:34:55
216.55, 186.57, 71.88, 64.06, 31.50, 21.90, 29.97, 26.87, 32.89, 84395.67, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:35:25
241.91, 98.67, 73.44, 46.88, 31.40, 21.80, 29.95, 27.96, 32.84, 84396.42, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:35:56
368.72, 69.97, 68.75, 40.63, 31.30, 21.80, 29.91, 27.42, 32.80, 84397.63, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:36:26
-81.94, 213.48, 54.69, 50.00, 31.20, 22.00, 29.90, 27.48, 32.76, 84402.35, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:36:57
360.92, 62.79, 64.06, 37.50, 31.10, 22.00, 29.90, 27.07, 32.73, 84401.93, 29.62, 29.06, 30.37, 29.25, 23/8/19, 18:37:27
321.90, 55.61, 62.50, 35.94, 31.00, 22.00, 29.86, 27.46, 32.74, 84398.10, 29.62, 29.06, 30.44, 29.25, 23/8/19, 18:37:58
