treatment: wet
timestamp, Vin, d6_bottom, d6_top, d7_bottom, d7_top, d10_bottom, d10_top, d11_bottom, d11_top
2019/11/6 15:4:48,4.927,21.872,21.593,22.015,21.851,22.082,21.160,22.298,21.827
2019/11/6 15:5:18,4.927,21.945,21.621,22.130,21.945,22.200,21.262,22.455,21.959
2019/11/6 15:5:49,4.927,21.949,21.701,22.127,21.942,22.186,21.234,22.448,21.925
2019/11/6 15:6:19,4.927,21.949,21.729,22.109,21.928,22.204,21.380,22.444,21.945
2019/11/6 15:6:49,4.928,21.948,21.682,22.181,21.982,22.160,21.215,22.397,22.000
2019/11/6 15:7:19,4.927,21.921,21.639,22.179,21.928,22.043,21.181,22.204,21.900
2019/11/6 15:7:50,4.928,21.920,21.644,22.178,21.951,22.084,21.201,22.247,21.906
2019/11/6 15:8:20,4.927,21.925,21.653,22.137,21.925,22.193,21.325,22.385,21.939
2019/11/6 15:8:50,4.927,21.904,21.551,22.130,21.918,22.116,21.157,22.343,21.876
2019/11/6 15:9:20,4.927,21.886,21.600,22.012,21.869,22.134,21.286,22.298,21.862
2019/11/6 15:9:51,4.927,21.823,21.541,22.092,21.834,21.956,21.087,22.113,21.792
2019/11/6 15:10:21,4.927,21.893,21.562,22.026,21.872,22.130,21.146,22.343,21.841
2019/11/6 15:10:51,4.927,21.918,21.583,22.078,21.872,22.165,21.171,22.437,21.872
2019/11/6 15:11:21,4.927,21.935,21.607,22.106,21.949,22.207,21.188,22.448,21.921
2019/11/6 15:11:52,4.928,21.707,21.445,21.832,21.745,21.787,21.054,21.634,21.606
2019/11/6 15:12:22,4.930,21.474,21.265,21.617,21.481,21.537,21.017,21.433,21.366
2019/11/6 15:12:52,4.928,21.285,21.058,21.243,21.218,21.396,20.813,21.124,21.061
2019/11/6 15:13:22,4.928,21.201,20.950,21.243,21.135,21.337,20.729,21.236,21.044
2019/11/6 15:13:53,4.928,21.058,20.838,21.187,21.061,21.103,20.621,21.019,20.967
2019/11/6 15:14:23,4.928,21.047,20.792,21.243,21.030,21.124,20.453,21.225,20.929
2019/11/6 15:14:53,4.927,21.133,20.808,21.258,21.084,21.356,20.441,21.534,21.024
2019/11/6 15:15:23,4.928,21.030,20.747,21.037,20.981,21.166,20.373,21.040,20.817
2019/11/6 15:15:53,4.928,20.775,20.446,20.803,20.827,21.030,20.272,20.869,20.740
2019/11/6 15:16:24,4.928,20.674,20.397,20.956,20.719,20.876,20.132,20.950,20.716
2019/11/6 15:16:54,4.928,20.960,20.562,21.169,20.939,21.250,20.212,21.487,20.918
2019/11/6 15:17:24,4.928,20.984,20.733,21.239,20.977,21.149,20.328,21.208,20.946
2019/11/6 15:17:54,4.928,21.169,20.904,21.382,21.124,21.431,20.474,21.581,21.110
2019/11/6 15:18:25,4.928,21.250,20.970,21.400,21.197,21.473,20.394,21.696,21.117
2019/11/6 15:18:55,4.928,21.316,20.981,21.487,21.267,21.574,20.460,21.941,21.211
2019/11/6 15:19:25,4.928,21.372,21.047,21.578,21.327,21.602,20.544,21.881,21.323
2019/11/6 15:19:55,4.928,21.489,21.199,21.719,21.423,21.698,20.613,21.984,21.423
2019/11/6 15:20:26,4.928,21.703,21.386,21.899,21.627,21.944,20.838,22.268,21.613
2019/11/6 15:20:56,4.928,21.878,21.578,22.084,21.763,22.146,21.079,22.404,21.801
2019/11/6 15:21:26,4.928,21.972,21.686,22.206,21.902,22.216,21.225,22.401,21.902
2019/11/6 15:21:56,4.928,22.031,21.745,22.300,21.948,22.185,21.267,22.342,21.968
2019/11/6 15:22:27,4.928,22.063,21.745,22.352,21.986,22.272,21.246,22.362,22.003
2019/11/6 15:22:57,4.928,22.090,21.773,22.303,22.070,22.345,21.320,22.523,22.084
2019/11/6 15:23:27,4.928,22.223,21.881,22.387,22.125,22.505,21.361,22.711,22.136
2019/11/6 15:23:57,4.928,22.181,21.927,22.296,22.094,22.432,21.522,22.558,22.097
2019/11/6 15:24:28,4.928,22.150,21.951,22.359,22.094,22.317,21.543,22.254,22.052
2019/11/6 15:24:58,4.930,22.175,21.921,22.367,22.067,22.370,21.551,22.451,22.095
2019/11/6 15:25:28,4.928,22.157,21.853,22.408,22.108,22.310,21.400,22.512,22.066
2019/11/6 15:25:58,4.928,22.233,21.934,22.383,22.153,22.498,21.459,22.645,22.153
2019/11/6 15:26:29,4.928,22.300,22.077,22.512,22.247,22.582,21.665,22.770,22.289
2019/11/6 15:26:59,4.928,22.321,22.080,22.593,22.286,22.523,21.641,22.627,22.331
2019/11/6 15:27:29,4.928,22.282,21.982,22.450,22.265,22.568,21.532,22.788,22.254
2019/11/6 15:27:59,4.928,22.279,21.909,22.436,22.247,22.516,21.484,22.743,22.244
2019/11/6 15:28:30,4.928,22.247,21.888,22.450,22.265,22.526,21.466,22.708,22.233
2019/11/6 15:29:0,4.928,22.275,21.923,22.478,22.254,22.579,21.508,22.812,22.230
2019/11/6 15:29:30,4.928,22.321,22.035,22.533,22.296,22.641,21.655,22.997,22.293
2019/11/6 15:30:0,4.928,22.312,22.023,22.542,22.351,22.570,21.510,22.717,22.337
2019/11/6 15:30:30,4.928,22.185,21.906,22.411,22.199,22.359,21.341,22.519,22.080
2019/11/6 15:31:1,4.928,22.146,21.839,22.369,22.160,22.268,21.348,22.352,22.070
2019/11/6 15:31:31,4.928,22.195,21.867,22.478,22.185,22.359,21.386,22.488,22.143
2019/11/6 15:32:1,4.928,22.190,21.859,22.483,22.228,22.406,21.377,22.563,22.183
2019/11/6 15:32:31,4.928,22.141,21.810,22.431,22.190,22.344,21.374,22.525,22.138
2019/11/6 15:33:2,4.928,22.097,21.794,22.380,22.101,22.275,21.435,22.432,22.038
2019/11/6 15:33:32,4.928,22.139,21.829,22.349,22.136,22.446,21.484,22.624,22.122
2019/11/6 15:34:2,4.928,22.058,21.820,22.288,22.075,22.249,21.426,22.302,21.970
2019/11/6 15:34:32,4.928,22.049,21.724,22.195,22.045,22.286,21.344,22.537,21.982
2019/11/6 15:35:3,4.928,22.028,21.696,22.209,22.056,22.342,21.354,22.600,21.986
2019/11/6 15:35:33,4.928,21.982,21.637,22.125,21.986,22.230,21.260,22.453,21.895
2019/11/6 15:36:3,4.928,21.951,21.602,22.150,21.961,22.188,21.190,22.387,21.920
2019/11/6 15:36:33,4.928,21.961,21.609,22.167,22.007,22.286,21.267,22.582,21.955
2019/11/6 15:37:4,4.928,21.920,21.606,22.220,21.972,22.153,21.229,22.303,21.909
2019/11/6 15:37:34,4.930,21.889,21.513,22.095,21.938,22.210,21.084,22.576,21.868
2019/11/6 15:38:4,4.928,21.916,21.623,22.160,21.930,22.195,21.243,22.373,21.927
2019/11/6 15:38:34,4.928,21.817,21.482,22.005,21.859,22.065,20.986,22.242,21.827
2019/11/6 15:39:5,4.928,21.657,21.409,21.768,21.691,21.873,21.081,21.974,21.601
2019/11/6 15:39:35,4.928,21.553,21.288,21.728,21.557,21.665,20.887,21.595,21.470
2019/11/6 15:40:5,4.928,21.543,21.225,21.745,21.574,21.707,20.743,21.738,21.522
2019/11/6 15:40:35,4.928,21.646,21.318,21.786,21.625,21.873,20.787,22.201,21.611
2019/11/6 15:41:6,4.928,21.686,21.403,21.874,21.700,21.965,21.058,22.303,21.689
2019/11/6 15:41:36,4.928,21.726,21.423,22.030,21.782,21.964,20.920,22.082,21.775
2019/11/6 15:42:6,4.928,21.775,21.524,21.960,21.793,22.026,21.182,22.215,21.775
2019/11/6 15:42:36,4.928,21.794,21.501,22.073,21.829,22.017,20.953,22.129,21.846
2019/11/6 15:43:7,4.928,21.800,21.552,22.092,21.855,22.054,21.234,22.208,21.852
2019/11/6 15:43:37,4.928,21.777,21.435,22.028,21.832,22.038,20.953,22.132,21.770
2019/11/6 15:44:7,4.928,21.820,21.538,22.009,21.845,22.092,21.206,22.410,21.817
2019/11/6 15:44:37,4.928,21.839,21.574,22.129,21.857,22.080,21.183,22.160,21.857
2019/11/6 15:45:8,4.928,21.839,21.508,22.031,21.888,22.139,21.016,22.450,21.857
2019/11/6 15:45:38,4.928,21.860,21.588,22.139,21.888,22.070,21.232,22.185,21.860
2019/11/6 15:46:8,4.928,21.836,21.470,22.052,21.892,22.090,20.974,22.366,21.850
2019/11/6 15:46:38,4.928,21.798,21.532,21.982,21.832,22.115,21.173,22.415,21.805
2019/11/6 15:47:8,4.928,21.719,21.398,21.981,21.789,21.943,20.889,21.991,21.716
2019/11/6 15:47:39,4.928,21.766,21.435,21.955,21.805,22.063,21.012,22.443,21.749
2019/11/6 15:48:9,4.928,21.749,21.438,21.965,21.829,22.038,20.915,22.422,21.759
2019/11/6 15:48:39,4.928,21.737,21.472,22.019,21.768,21.946,21.032,22.044,21.751
2019/11/6 15:49:9,4.928,21.627,21.403,21.787,21.662,21.843,21.047,22.007,21.553
2019/11/6 15:49:40,4.928,21.456,21.159,21.557,21.491,21.668,20.642,21.934,21.327
2019/11/6 15:50:10,4.928,21.356,21.158,21.594,21.409,21.517,20.770,21.541,21.360
2019/11/6 15:50:40,4.928,21.472,21.259,21.730,21.486,21.653,20.885,21.684,21.500
2019/11/6 15:51:10,4.928,21.472,21.199,21.772,21.486,21.671,20.808,21.765,21.503
2019/11/6 15:51:41,4.928,21.465,21.168,21.744,21.507,21.653,20.700,21.709,21.468
2019/11/6 15:52:11,4.928,21.433,21.144,21.702,21.493,21.618,20.606,21.688,21.419
2019/11/6 15:52:41,4.928,21.391,21.105,21.632,21.451,21.559,20.585,21.538,21.391
2019/11/6 15:53:11,4.928,21.336,21.091,21.573,21.346,21.520,20.707,21.684,21.294
2019/11/6 15:53:42,4.928,21.412,21.056,21.611,21.433,21.667,20.595,21.984,21.381
2019/11/6 15:54:12,4.928,21.444,21.192,21.737,21.472,21.611,20.711,21.608,21.430
2019/11/6 15:54:42,4.928,21.456,21.159,21.616,21.466,21.728,20.736,22.118,21.435
2019/11/6 15:55:12,4.928,21.445,21.156,21.752,21.452,21.630,20.649,21.522,21.431
2019/11/6 15:55:43,4.928,21.472,21.172,21.744,21.527,21.723,20.550,21.932,21.500
2019/11/6 15:56:13,4.928,21.555,21.227,21.758,21.562,21.820,20.672,22.180,21.520
2019/11/6 15:56:43,4.928,21.548,21.332,21.810,21.566,21.754,20.861,21.880,21.514
2019/11/6 15:57:13,4.928,21.615,21.384,21.904,21.608,21.789,20.861,21.730,21.594
2019/11/6 15:57:44,4.928,21.693,21.449,22.021,21.714,21.878,20.915,21.860,21.735
2019/11/6 15:58:14,4.928,21.786,21.496,22.092,21.807,21.984,20.857,21.998,21.841
2019/11/6 15:58:44,4.928,21.796,21.482,22.051,21.838,22.065,20.836,22.417,21.831
2019/11/6 15:59:14,4.928,21.831,21.503,22.072,21.890,22.131,20.864,22.602,21.883
2019/11/6 15:59:45,4.930,21.841,21.495,22.095,21.907,22.123,20.916,22.492,21.875
2019/11/6 16:0:15,4.928,21.890,21.552,22.124,21.922,22.155,20.983,22.633,21.887
2019/11/6 16:0:45,4.928,21.915,21.653,22.208,21.925,22.138,21.203,22.263,21.915
2019/11/6 16:1:15,4.928,21.925,21.587,22.204,21.960,22.096,20.986,22.033,21.929
2019/11/6 16:1:46,4.928,21.918,21.576,22.145,21.960,22.180,20.948,22.650,21.915
2019/11/6 16:2:16,4.928,21.883,21.580,22.127,21.939,22.162,21.130,22.643,21.901
2019/11/6 16:2:46,4.928,21.779,21.472,22.005,21.845,22.058,21.137,22.504,21.793
2019/11/6 16:3:16,4.928,21.702,21.416,22.016,21.765,21.911,21.112,21.831,21.740
2019/11/6 16:3:46,4.928,21.514,21.213,21.779,21.573,21.779,20.812,22.082,21.507
2019/11/6 16:4:17,4.928,21.475,21.123,21.820,21.538,21.684,20.571,21.618,21.500
2019/11/6 16:4:47,4.928,21.329,21.014,21.538,21.412,21.562,20.483,21.862,21.339
2019/11/6 16:5:17,4.928,21.389,21.079,21.627,21.442,21.641,20.590,22.084,21.410
2019/11/6 16:5:47,4.928,21.370,21.137,21.601,21.416,21.566,20.756,21.929,21.356
2019/11/6 16:6:18,4.928,21.259,21.018,21.465,21.343,21.353,20.459,21.252,21.255
2019/11/6 16:6:48,4.928,21.294,21.056,21.472,21.353,21.534,20.578,21.786,21.308
2019/11/6 16:7:18,4.928,21.329,21.105,21.636,21.374,21.472,20.641,21.510,21.391
2019/11/6 16:7:48,4.928,21.177,20.922,21.366,21.236,21.453,20.468,21.875,21.146
2019/11/6 16:8:19,4.928,21.137,20.924,21.402,21.203,21.294,20.529,21.336,21.147
2019/11/6 16:8:49,4.928,21.206,20.920,21.520,21.273,21.356,20.347,21.297,21.283
2019/11/6 16:9:19,4.928,21.095,20.840,21.336,21.182,21.220,20.260,21.081,21.088
2019/11/6 16:9:49,4.928,20.969,20.718,21.126,21.021,21.172,20.151,21.416,20.948
2019/11/6 16:10:20,4.928,21.014,20.833,21.238,21.053,21.172,20.410,21.192,21.011
2019/11/6 16:10:50,4.928,20.875,20.686,21.060,20.899,20.955,20.288,20.805,20.836
2019/11/6 16:11:20,4.928,20.959,20.697,21.165,20.997,21.119,20.032,21.252,20.941
2019/11/6 16:11:50,4.928,20.990,20.718,21.196,21.004,21.234,20.113,21.531,20.993
2019/11/6 16:12:21,4.928,20.990,20.725,21.377,21.046,21.172,20.120,21.158,21.074
2019/11/6 16:12:51,4.928,21.147,20.843,21.472,21.231,21.343,20.225,21.444,21.234
2019/11/6 16:13:21,4.928,21.196,20.892,21.423,21.238,21.468,20.316,21.894,21.192
2019/11/6 16:13:51,4.928,21.137,20.864,21.346,21.154,21.381,20.358,21.834,21.088
2019/11/6 16:14:22,4.928,21.067,20.850,21.283,21.081,21.224,20.375,21.255,21.025
2019/11/6 16:14:52,4.928,21.231,20.976,21.590,21.269,21.447,20.263,21.611,21.283
2019/11/6 16:15:22,4.928,21.468,21.248,21.796,21.433,21.758,20.504,22.284,21.514
2019/11/6 16:15:52,4.928,21.615,21.381,22.005,21.636,21.803,20.822,21.789,21.667
2019/11/6 16:16:23,4.928,21.688,21.370,21.988,21.719,21.946,20.669,22.469,21.716
2019/11/6 16:16:53,4.928,21.838,21.500,22.169,21.859,22.117,20.885,22.706,21.848
2019/11/6 16:17:23,4.928,21.831,21.486,22.117,21.855,22.106,20.742,22.619,21.807
2019/11/6 16:17:53,4.928,21.897,21.562,22.256,21.939,22.103,20.798,22.256,21.918
2019/11/6 16:18:23,4.928,21.967,21.643,22.330,22.051,22.218,20.962,22.166,22.047
2019/11/6 16:18:54,4.928,21.897,21.569,22.211,22.030,22.176,20.927,22.577,21.977
2019/11/6 16:19:24,4.928,21.929,21.643,22.201,21.995,22.208,21.234,22.633,21.977
2019/11/6 16:19:54,4.928,21.834,21.514,22.082,21.904,22.061,20.794,22.539,21.820
2019/11/6 16:20:24,4.928,21.716,21.538,21.936,21.751,21.827,21.032,21.855,21.632
2019/11/6 16:20:55,4.928,21.426,21.178,21.643,21.500,21.482,20.543,21.245,21.405
2019/11/6 16:21:25,4.928,21.287,21.046,21.479,21.370,21.318,20.522,21.203,21.259
2019/11/6 16:21:55,4.928,21.322,21.105,21.500,21.346,21.486,20.641,21.820,21.276
2019/11/6 16:22:25,4.928,21.412,21.168,21.733,21.479,21.541,20.683,21.426,21.486
2019/11/6 16:22:56,4.928,21.465,21.273,21.765,21.562,21.744,20.910,22.155,21.573
2019/11/6 16:23:26,4.928,21.489,21.245,21.855,21.611,21.632,20.770,21.622,21.601
2019/11/6 16:23:56,4.928,21.437,21.245,21.684,21.531,21.705,20.871,22.054,21.500
2019/11/6 16:24:26,4.928,21.391,21.175,21.716,21.486,21.538,20.749,21.423,21.465
2019/11/6 16:24:57,4.929,21.441,21.131,21.720,21.525,21.727,20.607,22.215,21.490
2019/11/6 16:25:27,4.928,21.381,21.165,21.597,21.465,21.601,20.725,21.883,21.430
2019/11/6 16:25:57,4.928,21.381,21.088,21.625,21.458,21.587,20.424,21.981,21.409
2019/11/6 16:26:27,4.928,21.325,21.081,21.562,21.402,21.541,20.592,21.964,21.349
2019/11/6 16:26:58,4.928,21.273,21.039,21.611,21.349,21.433,20.648,21.294,21.325
2019/11/6 16:27:28,4.928,21.199,20.993,21.472,21.294,21.301,20.490,20.986,21.224
2019/11/6 16:27:58,4.928,21.095,20.857,21.384,21.133,21.154,20.438,21.000,21.088
2019/11/6 16:28:28,4.928,21.178,20.955,21.444,21.241,21.412,20.511,21.573,21.231
2019/11/6 16:28:59,4.928,21.233,20.912,21.481,21.313,21.463,20.318,21.878,21.254
2019/11/6 16:29:29,4.928,21.231,20.993,21.629,21.339,21.423,20.543,21.196,21.322
2019/11/6 16:29:59,4.928,21.119,20.966,21.430,21.203,21.262,20.504,20.952,21.123
2019/11/6 16:30:29,4.928,21.119,20.812,21.384,21.217,21.322,20.312,21.758,21.154
2019/11/6 16:31:0,4.928,21.109,20.847,21.520,21.210,21.311,20.407,21.137,21.133
2019/11/6 16:31:30,4.928,21.004,20.843,21.238,21.067,21.147,20.368,21.140,20.976
2019/11/6 16:32:0,4.928,21.018,20.766,21.178,21.084,21.199,20.281,21.643,21.042
2019/11/6 16:32:30,4.928,21.032,20.780,21.255,21.123,21.241,20.274,21.705,21.084
2019/11/6 16:33:1,4.928,21.032,20.784,21.248,21.109,21.210,20.246,21.569,21.049
2019/11/6 16:33:31,4.928,21.081,20.815,21.308,21.168,21.294,20.277,21.800,21.144
2019/11/6 16:34:1,4.928,20.845,20.576,21.142,20.954,21.013,20.052,21.044,20.824
2019/11/6 16:34:31,4.928,20.784,20.564,21.035,20.840,20.924,20.179,21.025,20.753
2019/11/6 16:35:1,4.928,20.863,20.590,21.219,20.933,21.044,20.055,20.940,20.891
2019/11/6 16:35:32,4.928,20.966,20.787,21.269,20.983,21.137,20.253,21.192,20.983
2019/11/6 16:36:2,4.928,21.032,20.819,21.287,21.102,21.259,20.316,21.772,21.095
2019/11/6 16:36:32,4.928,21.025,20.777,21.248,21.105,21.224,20.204,21.761,21.049
2019/11/6 16:37:2,4.928,20.861,20.634,21.095,20.924,20.980,20.029,20.829,20.801
2019/11/6 16:37:33,4.928,20.700,20.476,20.878,20.735,20.868,19.871,21.409,20.651
2019/11/6 16:38:3,4.928,20.637,20.389,20.850,20.690,20.791,19.742,21.088,20.592
2019/11/6 16:38:33,4.928,20.510,20.279,20.709,20.531,20.611,19.586,20.583,20.370
2019/11/6 16:39:3,4.928,20.318,20.111,20.370,20.290,20.300,19.436,20.181,20.080
2019/11/6 16:39:34,4.928,20.148,19.966,20.144,20.123,20.130,19.384,20.361,19.920
2019/11/6 16:40:4,4.928,19.985,19.747,20.062,20.003,20.045,19.278,20.349,19.887
2019/11/6 16:40:34,4.928,20.164,19.926,20.370,20.160,20.265,19.358,20.314,20.122
2019/11/6 16:41:4,4.928,20.326,20.169,20.620,20.340,20.456,19.584,20.309,20.291
2019/11/6 16:41:35,4.928,20.393,20.284,20.655,20.400,20.501,19.766,20.267,20.354
2019/11/6 16:42:5,4.928,20.207,20.151,20.389,20.228,20.277,19.556,20.165,20.081
2019/11/6 16:42:35,4.928,20.255,20.111,20.458,20.188,20.335,19.565,20.608,20.125
2019/11/6 16:43:5,4.928,20.314,20.097,20.527,20.265,20.430,19.530,21.023,20.213
2019/11/6 16:43:36,4.928,20.426,20.286,20.629,20.367,20.538,19.653,20.863,20.293
2019/11/6 16:44:6,4.928,20.550,20.368,20.857,20.536,20.683,19.721,20.522,20.522
2019/11/6 16:44:36,4.928,20.702,20.510,20.985,20.664,20.852,19.870,21.062,20.664
2019/11/6 16:45:6,4.928,20.671,20.503,20.957,20.667,20.817,19.775,20.716,20.632
2019/11/6 16:45:37,4.928,20.706,20.499,21.044,20.713,20.838,19.751,20.748,20.657
2019/11/6 16:46:7,4.928,20.728,20.567,20.990,20.721,20.857,19.885,20.899,20.662
2019/11/6 16:46:37,4.928,20.772,20.548,21.100,20.769,20.912,19.838,20.824,20.727
2019/11/6 16:47:7,4.930,20.807,20.583,21.089,20.820,20.957,19.814,21.058,20.772
2019/11/6 16:47:37,4.928,20.678,20.576,20.887,20.681,20.762,19.908,20.419,20.555
2019/11/6 16:48:8,4.928,20.560,20.456,20.606,20.574,20.616,19.777,20.735,20.417
2019/11/6 16:48:38,4.928,20.623,20.445,20.878,20.602,20.728,19.850,20.417,20.581
2019/11/6 16:49:8,4.928,20.462,20.347,20.536,20.476,20.483,19.696,19.931,20.312
2019/11/6 16:49:38,4.928,20.441,20.256,20.686,20.449,20.543,19.609,20.337,20.375
2019/11/6 16:50:9,4.928,20.543,20.323,20.798,20.501,20.623,19.766,20.452,20.494
2019/11/6 16:50:39,4.928,20.525,20.260,20.805,20.518,20.669,19.682,20.959,20.445
2019/11/6 16:51:9,4.928,20.555,20.293,20.793,20.569,20.716,19.691,21.289,20.496
2019/11/6 16:51:39,4.928,20.720,20.520,20.887,20.692,20.870,19.866,21.442,20.664
2019/11/6 16:52:10,4.928,20.836,20.697,21.189,20.805,21.014,20.074,21.231,20.847
2019/11/6 16:52:40,4.928,20.906,20.749,21.213,20.896,21.095,20.186,21.346,20.931
2019/11/6 16:53:10,4.928,20.964,20.769,21.222,20.989,21.156,20.066,21.432,20.954
2019/11/6 16:53:40,4.928,20.971,20.741,21.282,20.989,21.153,20.108,21.404,21.010
2019/11/6 16:54:11,4.928,20.976,20.791,21.308,20.990,21.144,20.029,21.168,20.955
2019/11/6 16:54:41,4.928,20.945,20.749,21.227,20.952,21.084,19.973,20.945,20.864
2019/11/6 16:55:11,4.928,20.986,20.777,21.308,20.993,21.137,20.057,21.028,20.966
2019/11/6 16:55:41,4.928,20.980,20.836,21.220,20.952,21.119,20.155,21.510,20.962
2019/11/6 16:56:12,4.928,20.919,20.779,21.167,20.901,21.010,20.129,20.762,20.842
2019/11/6 16:56:42,4.928,20.934,20.690,21.172,20.934,21.063,19.994,21.353,20.875
2019/11/6 16:57:12,4.928,20.964,20.751,21.275,21.002,21.191,20.034,21.767,21.006
2019/11/6 16:57:42,4.928,21.182,20.924,21.514,21.168,21.367,20.256,21.552,21.227
2019/11/6 16:58:13,4.928,21.384,21.088,21.744,21.391,21.611,20.487,22.086,21.433
2019/11/6 16:58:43,4.928,21.543,21.338,21.875,21.585,21.809,20.814,22.325,21.690
2019/11/6 16:59:13,4.928,21.873,21.674,22.333,21.904,22.155,21.123,22.434,22.072
2019/11/6 16:59:43,4.930,22.135,21.937,22.644,22.209,22.480,21.483,22.540,22.400
2019/11/6 17:0:14,4.928,22.330,22.026,22.807,22.410,22.647,21.500,23.274,22.542
2019/11/6 17:0:44,4.928,22.612,22.295,23.065,22.699,22.957,21.702,23.588,22.846
2019/11/6 17:1:14,4.928,22.861,22.575,23.314,22.896,23.154,22.000,23.374,23.091
2019/11/6 17:1:44,4.928,22.971,22.619,23.431,23.083,23.313,22.002,23.749,23.254
2019/11/6 17:2:15,4.928,23.065,22.734,23.564,23.187,23.403,22.134,23.365,23.309
2019/11/6 17:2:45,4.928,23.111,22.779,23.536,23.201,23.365,22.284,23.299,23.281
2019/11/6 17:3:15,4.928,23.205,22.947,23.641,23.313,23.473,22.413,23.355,23.435
2019/11/6 17:3:45,4.928,23.320,23.006,23.752,23.428,23.599,22.546,23.724,23.550
2019/11/6 17:4:15,4.928,23.410,23.062,23.812,23.546,23.721,22.699,24.108,23.669
2019/11/6 17:4:46,4.928,23.422,23.074,23.757,23.555,23.694,22.760,24.134,23.604
2019/11/6 17:5:16,4.928,23.201,22.901,23.484,23.351,23.438,22.640,23.784,23.320
2019/11/6 17:5:46,4.928,23.194,22.898,23.508,23.316,23.390,22.581,23.118,23.299
2019/11/6 17:6:16,4.928,23.163,22.877,23.512,23.302,23.403,22.591,23.208,23.362
2019/11/6 17:6:47,4.928,23.147,22.844,23.440,23.283,23.391,22.498,23.872,23.332
