treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/12/2 14:9:37,5.032,27.225,25.483,27.356,25.223,26.289,25.634,25.099,24.607
treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/12/2 14:9:59,5.032,27.103,25.594,27.655,25.395,26.487,25.971,25.101,24.783
treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/12/2 14:10:2,5.036,27.121,25.665,27.738,25.453,26.526,25.974,25.135,24.800
2019/12/2 14:11:2,5.036,27.742,26.385,28.351,26.080,27.173,26.949,25.891,25.963
treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/12/2 14:11:40,4.970,28.124,26.615,28.518,26.309,27.494,27.173,26.062,26.204
2019/12/2 14:12:40,4.966,27.835,26.817,28.378,26.462,27.635,27.184,25.940,26.086
2019/12/2 14:13:40,4.965,27.983,27.056,28.268,26.704,27.913,27.454,26.230,26.191
2019/12/2 14:14:41,4.964,28.083,26.984,28.354,26.729,27.792,27.582,26.322,26.280
2019/12/2 14:15:41,4.964,27.978,26.757,27.890,26.712,27.733,27.386,26.154,26.186
2019/12/2 14:16:41,4.964,27.741,26.386,27.087,26.546,27.447,27.077,25.735,25.728
2019/12/2 14:17:42,4.964,27.629,26.059,26.132,26.090,26.993,26.616,25.391,25.176
2019/12/2 14:18:42,4.964,27.557,26.297,26.102,26.081,27.040,26.872,25.434,25.344
2019/12/2 14:19:43,4.963,28.025,26.734,26.536,26.441,27.426,27.325,26.034,25.864
2019/12/2 14:20:43,4.965,28.282,27.262,27.039,26.721,27.850,28.229,26.599,26.268
2019/12/2 14:21:43,4.963,28.243,27.815,27.587,27.146,28.183,28.573,26.999,26.413
2019/12/2 14:22:44,4.963,27.904,27.442,27.309,27.022,27.760,28.431,26.691,26.203
2019/12/2 14:23:44,4.963,27.625,27.062,26.902,26.612,27.125,27.909,26.305,25.801
2019/12/2 14:24:44,4.963,27.496,27.111,26.800,26.441,27.010,28.046,26.083,25.714
2019/12/2 14:25:45,4.963,27.160,27.027,26.445,26.177,26.678,27.804,25.616,25.307
2019/12/2 14:26:45,4.963,26.856,26.965,26.312,26.044,26.469,27.566,25.338,25.172
2019/12/2 14:27:46,4.963,26.980,27.183,26.806,26.129,26.537,27.785,25.396,25.250
2019/12/2 14:28:46,4.963,26.963,27.505,27.421,26.328,26.736,27.876,25.698,25.455
2019/12/2 14:29:47,4.963,27.071,27.736,27.533,26.534,27.148,28.417,25.955,25.702
2019/12/2 14:30:47,4.963,27.167,28.123,27.920,26.786,27.555,28.862,26.399,26.225
2019/12/2 14:31:47,4.963,27.396,28.122,27.851,26.799,27.473,28.702,26.338,26.161
2019/12/2 14:32:48,4.963,27.005,27.610,27.463,26.499,27.099,28.494,25.952,25.663
2019/12/2 14:33:48,4.963,26.610,27.165,26.830,26.063,26.565,27.841,25.660,25.392
2019/12/2 14:34:48,4.963,26.853,27.171,26.790,26.082,26.504,27.853,25.867,25.707
2019/12/2 14:35:49,4.963,27.003,27.594,27.258,26.438,26.968,28.036,26.284,26.072
2019/12/2 14:36:49,4.963,27.204,27.785,27.501,26.823,27.123,28.234,26.220,26.129
2019/12/2 14:37:50,4.963,27.471,28.127,27.773,27.160,27.832,28.883,26.483,26.281
2019/12/2 14:38:50,4.963,27.377,27.944,27.157,27.052,27.562,28.940,26.629,26.155
2019/12/2 14:39:50,4.963,26.398,27.151,26.081,26.115,26.896,28.143,26.230,25.642
2019/12/2 14:40:51,4.963,26.077,27.123,26.161,26.283,26.701,28.069,26.168,25.855
2019/12/2 14:41:51,4.963,26.070,27.393,26.460,26.558,27.134,28.399,26.328,26.161
2019/12/2 14:42:51,4.963,26.140,27.354,26.439,26.701,27.120,28.332,25.861,25.809
2019/12/2 14:43:52,4.963,26.354,27.450,26.636,26.929,27.433,28.302,25.759,25.654
2019/12/2 14:44:52,4.963,26.675,27.723,27.024,27.150,27.534,28.317,26.323,26.016
2019/12/2 14:45:53,4.964,26.538,27.435,26.883,26.904,27.187,28.055,26.552,26.301
2019/12/2 14:46:53,4.963,26.018,26.875,26.324,26.534,26.586,27.466,26.168,25.858
2019/12/2 14:47:53,4.963,25.583,26.349,25.736,26.241,26.060,26.984,25.615,25.430
2019/12/2 14:48:54,4.963,25.663,26.589,25.813,26.366,26.631,27.263,25.754,25.524
2019/12/2 14:49:54,4.963,25.882,26.785,26.112,26.882,26.928,27.295,25.879,25.663
