treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/10/24 14:35:15,4.966,26.253,25.342,26.430,25.870,26.267,26.713,26.399,26.281
2019/10/24 14:35:45,4.966,26.314,25.660,26.234,26.000,26.467,26.812,26.523,26.387
2019/10/24 14:36:15,4.966,26.338,25.618,26.220,26.049,26.523,26.917,26.551,26.467
2019/10/24 14:36:46,4.966,26.362,25.688,26.652,26.049,26.606,26.906,26.484,26.540
2019/10/24 14:37:16,4.966,26.324,25.785,26.582,26.119,26.551,26.878,26.488,26.544
2019/10/24 14:37:46,4.966,26.295,25.634,26.476,26.082,26.695,26.831,26.559,26.643
2019/10/24 14:38:17,4.966,26.328,25.653,26.268,26.136,26.763,26.836,26.530,26.714
2019/10/24 14:38:47,4.966,26.390,25.757,26.272,26.140,26.788,26.892,26.554,26.774
2019/10/24 14:39:17,4.966,26.345,25.684,26.303,26.084,26.788,26.955,26.578,26.802
2019/10/24 14:39:48,4.966,26.307,25.764,26.690,26.032,26.582,26.938,26.456,26.679
2019/10/24 14:40:18,4.966,26.413,25.822,26.357,26.187,26.716,26.894,26.549,26.622
2019/10/24 14:40:48,4.966,26.502,25.914,26.941,26.307,26.756,26.986,26.645,26.648
2019/10/24 14:41:19,4.966,26.589,26.063,26.551,26.418,26.924,27.049,26.725,26.746
2019/10/24 14:41:49,4.966,26.693,26.418,27.046,26.540,26.990,27.199,26.711,26.962
2019/10/24 14:42:19,4.966,26.711,26.359,27.112,26.627,27.123,27.287,26.746,27.070
2019/10/24 14:42:50,4.966,26.822,26.505,26.711,26.648,27.367,27.406,26.924,27.161
2019/10/24 14:43:20,4.966,26.882,26.495,26.666,26.596,27.469,27.497,26.962,27.147
2019/10/24 14:43:50,4.966,26.868,26.248,27.179,26.568,27.374,27.472,26.875,27.074
2019/10/24 14:44:21,4.965,26.810,26.277,27.149,26.469,27.327,27.386,26.887,27.030
2019/10/24 14:44:51,4.966,26.760,26.171,26.676,26.484,27.280,27.367,26.976,27.049
2019/10/24 14:45:21,4.966,26.739,26.087,26.714,26.505,27.144,27.283,26.986,27.133
2019/10/24 14:45:52,4.966,26.735,26.380,27.182,26.561,27.056,27.343,26.892,27.063
2019/10/24 14:46:22,4.966,26.613,26.108,26.798,26.481,26.878,27.283,26.805,26.917
2019/10/24 14:46:52,4.966,26.396,25.895,26.430,26.302,26.612,27.124,26.657,26.695
2019/10/24 14:47:23,4.967,26.253,25.645,26.605,26.118,26.417,26.940,26.504,26.511
2019/10/24 14:47:53,4.966,26.154,25.761,26.195,26.028,26.415,26.857,26.512,26.502
2019/10/24 14:48:24,4.966,26.199,25.795,26.599,25.983,26.408,26.812,26.456,26.547
2019/10/24 14:48:54,4.966,26.199,25.736,26.645,25.934,26.523,26.791,26.470,26.589
2019/10/24 14:49:24,4.966,26.268,25.747,26.645,25.966,26.648,26.756,26.467,26.603
2019/10/24 14:49:55,4.966,26.293,25.854,26.627,26.011,26.519,26.749,26.516,26.631
2019/10/24 14:50:25,4.967,26.253,25.544,26.184,26.038,26.588,26.748,26.602,26.640
2019/10/24 14:50:55,4.966,26.298,25.915,26.208,26.020,26.573,26.768,26.591,26.608
2019/10/24 14:51:26,4.966,26.241,25.486,26.432,25.938,26.296,26.746,26.383,26.544
2019/10/24 14:51:56,4.966,26.128,25.474,26.093,25.870,26.302,26.734,26.430,26.455
2019/10/24 14:52:26,4.966,26.122,25.545,26.519,25.823,26.348,26.732,26.335,26.488
2019/10/24 14:52:57,4.966,26.164,25.462,26.397,25.788,26.373,26.718,26.380,26.523
2019/10/24 14:53:27,4.966,26.190,25.669,26.041,25.835,26.518,26.674,26.493,26.563
2019/10/24 14:53:57,4.966,26.244,25.736,26.115,25.879,26.725,26.711,26.537,26.641
2019/10/24 14:54:28,4.966,26.322,25.686,26.180,25.912,26.901,26.737,26.612,26.685
2019/10/24 14:54:58,4.966,26.282,25.576,26.213,25.927,26.770,26.732,26.551,26.589
2019/10/24 14:55:28,4.966,26.223,25.368,26.275,25.858,26.770,26.690,26.537,26.544
2019/10/24 14:55:59,4.966,26.183,25.339,26.329,25.846,26.699,26.692,26.500,26.531
2019/10/24 14:56:29,4.966,26.174,25.472,26.272,25.959,26.547,26.704,26.467,26.537
2019/10/24 14:56:59,4.966,26.155,25.651,26.121,25.940,26.465,26.716,26.441,26.545
2019/10/24 14:57:30,4.966,26.119,25.639,26.039,25.830,26.463,26.721,26.380,26.477
2019/10/24 14:58:0,4.966,26.053,25.625,25.994,25.715,26.317,26.662,26.244,26.397
2019/10/24 14:58:30,4.966,25.910,25.417,25.997,25.576,26.310,26.578,26.129,26.261
2019/10/24 14:59:1,4.966,25.870,25.363,25.870,25.603,26.382,26.542,26.135,26.218
2019/10/24 14:59:31,4.966,26.044,25.412,25.950,25.689,26.476,26.535,26.107,26.263
2019/10/24 15:0:2,4.966,26.122,25.507,26.380,25.830,26.582,26.652,26.178,26.282
2019/10/24 15:0:32,4.966,26.167,25.625,26.328,25.917,26.749,26.756,26.293,26.415
2019/10/24 15:1:2,4.966,26.307,25.597,26.645,25.994,26.742,26.826,26.345,26.505
2019/10/24 15:1:33,4.966,26.317,25.705,26.213,26.011,26.693,26.829,26.554,26.610
2019/10/24 15:2:3,4.966,26.392,25.766,26.298,25.957,26.758,26.852,26.622,26.681
2019/10/24 15:2:33,4.966,26.430,25.790,26.267,25.908,26.643,26.810,26.619,26.734
2019/10/24 15:3:4,4.966,26.418,25.576,26.784,25.799,26.516,26.805,26.540,26.788
2019/10/24 15:3:34,4.966,26.415,25.684,26.422,25.858,26.662,26.920,26.624,26.864
2019/10/24 15:4:4,4.966,26.376,25.837,26.505,26.025,26.746,27.028,26.648,26.903
2019/10/24 15:4:35,4.966,26.443,25.927,26.380,26.188,26.864,27.088,26.739,26.917
2019/10/24 15:5:5,4.966,26.523,26.042,26.463,26.248,27.042,27.144,26.802,26.920
2019/10/24 15:5:35,4.966,26.554,26.119,26.463,26.342,27.070,27.123,26.812,26.941
2019/10/24 15:6:6,4.966,26.599,26.140,26.927,26.314,26.976,27.056,26.693,26.892
2019/10/24 15:6:36,4.966,26.627,26.091,26.530,26.355,26.955,26.973,26.822,26.910
2019/10/24 15:7:6,4.966,26.631,26.112,26.770,26.296,26.836,26.920,26.770,26.962
treatment: moderate
timestamp, Vin, m6_bottom, m6_top, m7_bottom, m7_top, m10_bottom, m10_top, m11_bottom, m11_top
2019/10/24 15:8:42,4.970,26.816,26.078,26.673,26.401,27.210,27.119,26.812,26.878
2019/10/24 15:9:12,4.967,26.733,26.141,26.977,26.363,27.214,27.144,26.740,26.862
2019/10/24 15:9:42,4.968,26.724,26.250,27.006,26.393,27.261,27.177,26.773,26.926
2019/10/24 15:10:13,4.966,26.715,26.213,26.669,26.419,27.291,27.189,26.882,26.962
2019/10/24 15:10:43,4.966,26.746,26.192,26.631,26.498,27.235,27.217,26.924,27.029
2019/10/24 15:11:13,4.966,26.739,26.276,27.088,26.457,27.098,27.210,26.871,27.147
2019/10/24 15:11:44,4.966,26.748,26.204,27.131,26.458,27.051,27.219,26.929,27.156
2019/10/24 15:12:14,4.966,26.659,26.174,26.906,26.432,26.941,27.206,26.938,27.109
2019/10/24 15:12:44,4.966,26.619,26.145,26.835,26.343,26.908,27.180,26.912,27.048
2019/10/24 15:13:15,4.966,26.582,26.042,27.144,26.355,26.732,27.234,26.843,27.067
2019/10/24 15:13:45,4.966,26.648,26.234,26.826,26.366,26.857,27.252,26.997,27.098
2019/10/24 15:14:16,4.965,26.733,26.110,26.803,26.371,26.869,27.292,26.988,27.135
2019/10/24 15:14:46,4.965,26.786,26.228,27.303,26.413,26.953,27.240,26.911,27.114
2019/10/24 15:15:16,4.965,26.787,26.279,26.756,26.376,27.000,27.203,26.990,27.091
2019/10/24 15:15:47,4.965,26.824,26.347,27.268,26.392,26.988,27.121,26.869,27.034
2019/10/24 15:16:17,4.965,26.765,26.228,27.048,26.409,26.992,27.145,26.894,26.999
2019/10/24 15:16:47,4.965,26.728,26.167,26.714,26.359,27.053,27.154,26.924,26.993
2019/10/24 15:17:18,4.965,26.674,26.065,26.674,26.392,27.013,27.219,26.953,27.034
2019/10/24 15:17:48,4.965,26.669,26.073,26.658,26.380,27.102,27.297,26.955,27.053
2019/10/24 15:18:18,4.965,26.714,26.146,26.725,26.383,27.213,27.346,27.014,27.143
2019/10/24 15:18:49,4.965,26.711,26.105,26.910,26.467,27.039,27.346,26.955,27.098
2019/10/24 15:19:19,4.965,26.733,26.232,27.184,26.430,26.981,27.253,26.855,27.079
2019/10/24 15:19:49,4.965,26.688,26.204,26.904,26.367,26.939,27.072,26.841,26.964
2019/10/24 15:20:20,4.965,26.655,25.986,26.892,26.313,26.735,26.948,26.746,26.826
2019/10/24 15:20:50,4.965,26.594,25.953,26.964,26.252,26.695,26.838,26.723,26.775
2019/10/24 15:21:20,4.965,26.615,25.950,26.622,26.256,26.758,26.841,26.831,26.768
2019/10/24 15:21:51,4.965,26.580,25.991,26.608,26.207,26.765,26.876,26.702,26.817
2019/10/24 15:22:21,4.965,26.580,25.884,26.542,26.176,26.838,26.950,26.814,26.862
2019/10/24 15:22:51,4.965,26.566,25.991,26.573,26.169,26.922,27.026,26.873,26.943
2019/10/24 15:23:22,4.965,26.573,25.991,26.946,26.193,26.971,27.096,26.807,27.005
2019/10/24 15:23:52,4.965,26.615,26.019,26.733,26.211,27.030,27.163,26.901,27.044
2019/10/24 15:24:22,4.965,26.573,25.911,26.855,26.207,26.754,27.128,26.845,27.009
2019/10/24 15:24:53,4.965,26.569,25.985,27.005,26.155,26.751,27.093,26.800,26.974
2019/10/24 15:25:23,4.965,26.566,25.898,27.012,26.197,26.688,26.998,26.726,26.869
2019/10/24 15:25:54,4.965,26.594,25.943,26.950,26.263,26.646,26.869,26.716,26.789
2019/10/24 15:26:24,4.965,26.521,25.786,26.936,26.138,26.566,26.824,26.650,26.817
2019/10/24 15:26:54,4.965,26.453,25.868,26.561,26.150,26.596,26.829,26.724,26.812
2019/10/24 15:27:25,4.965,26.505,25.906,26.871,26.282,26.700,26.941,26.714,26.850
2019/10/24 15:27:55,4.965,26.665,26.129,26.477,26.494,26.878,27.094,26.836,26.899
2019/10/24 15:28:25,4.966,26.884,26.030,27.072,26.639,26.943,27.268,26.845,27.020
2019/10/24 15:28:56,4.965,26.906,26.327,26.840,26.679,27.084,27.301,26.927,27.035
2019/10/24 15:29:26,4.965,26.885,26.150,26.787,26.641,27.056,27.224,26.937,26.962
2019/10/24 15:29:56,4.965,26.861,26.198,27.119,26.582,26.920,27.154,26.829,26.902
2019/10/24 15:30:27,4.965,26.819,26.233,27.028,26.543,26.888,27.070,26.770,26.888
2019/10/24 15:30:57,4.965,26.815,26.073,27.098,26.519,26.888,27.021,26.728,26.881
2019/10/24 15:31:27,4.965,26.824,26.110,26.897,26.548,26.838,26.988,26.803,26.894
2019/10/24 15:31:58,4.965,26.799,26.228,27.068,26.514,26.862,27.009,26.726,26.852
2019/10/24 15:32:28,4.965,26.977,26.423,26.824,26.594,27.124,27.093,26.803,26.862
2019/10/24 15:32:59,4.965,26.695,26.092,26.618,26.440,26.984,27.044,26.629,26.719
2019/10/24 15:33:29,4.965,26.252,25.953,26.280,26.047,26.820,26.897,26.392,26.409
2019/10/24 15:33:59,4.965,25.901,25.776,26.298,25.741,26.433,26.681,25.991,26.151
2019/10/24 15:34:30,4.965,25.698,25.500,26.237,25.493,26.153,26.418,25.795,25.931
2019/10/24 15:35:0,4.965,25.711,25.347,25.809,25.531,26.153,26.355,25.889,25.972
2019/10/24 15:35:30,4.965,25.892,25.388,25.917,25.771,26.352,26.386,26.000,25.962
2019/10/24 15:36:1,4.965,26.101,25.479,26.463,25.924,26.397,26.470,26.125,26.125
2019/10/24 15:36:31,4.965,26.294,25.564,26.615,26.036,26.534,26.517,26.224,26.270
2019/10/24 15:37:1,4.965,26.503,25.748,26.747,26.169,26.629,26.583,26.371,26.419
2019/10/24 15:37:32,4.965,26.548,26.047,26.771,26.301,26.691,26.691,26.385,26.503
2019/10/24 15:38:2,4.965,26.716,26.033,26.590,26.249,26.733,26.778,26.493,26.534
2019/10/24 15:38:32,4.965,26.726,25.929,26.691,26.284,26.765,26.845,26.510,26.534
2019/10/24 15:39:3,4.965,26.681,26.096,26.824,26.270,26.789,26.915,26.332,26.493
2019/10/24 15:39:33,4.965,26.782,26.263,26.569,26.402,26.963,26.998,26.486,26.548
2019/10/24 15:40:3,4.965,26.709,26.158,26.608,26.385,26.946,27.002,26.489,26.559
2019/10/24 15:40:34,4.965,26.674,26.339,26.653,26.360,27.016,26.946,26.402,26.527
2019/10/24 15:41:4,4.964,26.731,26.289,26.637,26.425,27.042,26.913,26.480,26.578
2019/10/24 15:41:35,4.964,26.759,26.407,26.533,26.418,27.028,26.867,26.407,26.456
2019/10/24 15:42:5,4.964,26.693,26.233,26.749,26.393,26.853,26.759,26.341,26.393
2019/10/24 15:42:35,4.964,26.731,26.160,26.832,26.459,26.794,26.738,26.400,26.435
2019/10/24 15:43:6,4.964,26.728,26.205,26.672,26.466,26.766,26.763,26.487,26.452
2019/10/24 15:43:36,4.965,26.726,26.162,26.918,26.566,26.852,26.848,26.430,26.475
2019/10/24 15:44:6,4.966,26.798,26.108,26.850,26.526,26.896,26.882,26.571,26.613
2019/10/24 15:44:37,4.964,26.839,26.372,26.756,26.623,27.063,26.958,26.634,26.655
2019/10/24 15:45:7,4.964,26.871,26.456,27.094,26.676,27.143,27.031,26.641,26.717
2019/10/24 15:45:37,4.965,26.925,26.409,27.124,26.608,27.166,27.012,26.709,26.792
2019/10/24 15:46:8,4.964,26.990,26.344,26.927,26.630,27.238,27.035,26.812,26.846
2019/10/24 15:46:38,4.964,26.962,26.473,26.864,26.676,27.318,27.094,26.836,26.878
2019/10/24 15:47:8,4.964,26.899,26.351,27.105,26.592,27.147,27.017,26.585,26.707
2019/10/24 15:47:39,4.964,26.836,26.327,27.045,26.588,27.101,27.010,26.529,26.658
2019/10/24 15:48:9,4.964,26.867,26.379,26.770,26.616,27.126,27.077,26.620,26.686
2019/10/24 15:48:39,4.964,26.819,26.261,26.700,26.613,26.958,27.056,26.473,26.529
2019/10/24 15:49:10,4.964,26.773,26.400,26.721,26.515,26.874,26.955,26.372,26.449
2019/10/24 15:49:40,4.964,26.768,26.398,26.604,26.520,26.925,26.956,26.440,26.458
2019/10/24 15:50:10,4.964,26.700,26.254,26.630,26.449,26.857,26.871,26.334,26.397
2019/10/24 15:50:41,4.964,26.689,26.310,26.512,26.449,26.930,26.815,26.397,26.379
2019/10/24 15:51:11,4.964,26.641,26.101,26.867,26.386,26.801,26.787,26.337,26.369
2019/10/24 15:51:42,4.964,26.564,26.191,26.438,26.254,26.871,26.686,26.292,26.240
2019/10/24 15:52:12,4.964,26.599,26.090,26.693,26.282,26.798,26.669,26.202,26.191
2019/10/24 15:52:42,4.964,26.379,25.868,26.606,26.090,26.588,26.543,26.059,26.076
2019/10/24 15:53:13,4.965,26.423,25.984,26.583,26.082,26.608,26.500,26.071,26.033
2019/10/24 15:53:43,4.965,26.433,25.946,26.531,26.103,26.642,26.496,26.040,26.082
2019/10/24 15:54:13,4.964,26.379,25.958,26.261,26.108,26.634,26.477,26.115,26.097
2019/10/24 15:54:44,4.964,26.320,25.774,26.250,26.038,26.553,26.456,26.104,26.083
2019/10/24 15:55:14,4.964,26.163,25.704,26.000,25.868,26.344,26.226,25.937,25.916
2019/10/24 15:55:44,4.964,26.184,25.635,26.369,25.861,26.313,26.195,25.788,25.854
2019/10/24 15:56:15,4.964,26.261,25.610,26.174,25.878,26.397,26.163,25.930,25.896
2019/10/24 15:56:45,4.964,26.320,25.798,26.174,25.982,26.522,26.285,26.080,26.000
2019/10/24 15:57:15,4.964,26.442,25.836,26.271,26.076,26.662,26.351,26.073,26.045
2019/10/24 15:57:46,4.965,26.395,25.803,26.510,26.050,26.576,26.374,25.908,25.988
2019/10/24 15:58:16,4.964,26.358,25.725,26.452,26.031,26.637,26.397,26.042,26.062
2019/10/24 15:58:46,4.964,26.432,25.930,26.376,26.108,26.766,26.550,26.233,26.216
2019/10/24 15:59:17,4.964,26.480,26.101,26.644,26.212,26.871,26.648,26.275,26.383
2019/10/24 15:59:47,4.964,26.557,25.986,26.508,26.303,26.867,26.710,26.452,26.428
2019/10/24 16:0:17,4.964,26.646,26.089,26.831,26.360,26.928,26.778,26.465,26.513
2019/10/24 16:0:48,4.964,26.637,26.056,26.637,26.414,26.937,26.742,26.449,26.445
2019/10/24 16:1:18,4.964,26.616,26.038,26.567,26.351,26.826,26.669,26.397,26.351
2019/10/24 16:1:48,4.964,26.433,25.772,26.388,26.106,26.635,26.538,26.217,26.193
2019/10/24 16:2:19,4.964,26.219,25.760,26.341,25.982,26.459,26.397,25.955,25.996
2019/10/24 16:2:49,4.965,26.136,25.726,26.066,25.886,26.380,26.261,25.899,25.917
2019/10/24 16:3:20,4.964,26.198,25.645,26.097,25.909,26.418,26.247,25.843,25.833
2019/10/24 16:3:50,4.964,26.139,25.593,26.108,25.850,26.383,26.230,25.941,25.916
2019/10/24 16:4:20,4.964,26.231,25.629,26.175,25.911,26.520,26.301,25.984,25.977
2019/10/24 16:4:51,4.964,26.240,25.607,26.271,25.823,26.463,26.226,25.975,25.951
2019/10/24 16:5:21,4.964,26.236,25.729,26.372,25.864,26.498,26.216,25.937,25.969
2019/10/24 16:5:51,4.964,26.223,25.576,26.233,25.798,26.355,26.080,25.941,25.878
2019/10/24 16:6:22,4.964,26.153,25.485,26.056,25.701,26.236,26.017,25.916,25.749
2019/10/24 16:6:52,4.964,26.104,25.336,26.167,25.614,26.181,25.979,25.882,25.770
2019/10/24 16:7:22,4.964,26.087,25.322,26.236,25.652,26.264,26.021,25.955,25.871
2019/10/24 16:7:53,4.964,26.111,25.319,26.247,25.673,26.146,25.996,25.798,25.763
2019/10/24 16:8:23,4.964,25.996,25.308,25.909,25.604,26.042,25.833,25.621,25.485
2019/10/24 16:8:53,4.964,25.937,25.395,25.871,25.597,26.125,25.868,25.680,25.617
2019/10/24 16:9:24,4.964,25.982,25.395,26.132,25.663,26.275,26.042,25.763,25.760
2019/10/24 16:9:54,4.964,26.090,25.437,26.139,25.690,26.268,26.087,25.715,25.711
2019/10/24 16:10:24,4.964,25.930,25.371,26.035,25.565,26.146,25.979,25.579,25.597
2019/10/24 16:10:55,4.964,25.882,25.367,25.955,25.520,26.094,25.878,25.562,25.541
2019/10/24 16:11:25,4.965,25.838,25.279,25.765,25.456,26.019,25.807,25.501,25.435
2019/10/24 16:11:55,4.965,25.776,25.230,25.567,25.390,25.929,25.699,25.446,25.317
2019/10/24 16:12:26,4.964,25.784,25.069,25.909,25.374,25.871,25.649,25.402,25.360
2019/10/24 16:12:56,4.964,25.732,25.083,25.937,25.346,25.823,25.649,25.395,25.364
2019/10/24 16:13:27,4.965,25.713,25.036,25.915,25.307,25.765,25.633,25.341,25.317
2019/10/24 16:13:57,4.965,25.654,25.012,25.845,25.303,25.685,25.588,25.373,25.324
2019/10/24 16:14:27,4.964,25.631,25.055,25.579,25.367,25.774,25.642,25.437,25.343
2019/10/24 16:14:58,4.965,25.703,25.078,25.873,25.282,25.817,25.664,25.442,25.425
2019/10/24 16:15:28,4.965,25.773,25.078,25.901,25.269,25.915,25.721,25.519,25.505
2019/10/24 16:15:58,4.965,25.790,25.213,25.904,25.355,25.953,25.800,25.442,25.446
2019/10/24 16:16:29,4.964,25.670,25.145,25.600,25.284,25.913,25.749,25.399,25.329
2019/10/24 16:16:59,4.964,25.631,25.145,25.562,25.284,25.896,25.711,25.385,25.291
2019/10/24 16:17:29,4.965,25.446,24.967,25.341,25.206,25.783,25.633,25.223,25.175
2019/10/24 16:18:0,4.965,25.376,24.880,25.293,25.081,25.630,25.484,25.091,25.046
2019/10/24 16:18:30,4.965,25.289,24.759,25.362,24.935,25.473,25.362,24.994,24.980
2019/10/24 16:19:0,4.965,25.244,24.765,25.275,24.890,25.411,25.286,24.849,24.876
2019/10/24 16:19:31,4.965,25.046,24.616,24.956,24.814,25.310,25.171,24.738,24.703
2019/10/24 16:20:1,4.965,25.093,24.615,24.979,24.750,25.274,25.125,24.667,24.618
2019/10/24 16:20:32,4.965,25.121,24.559,25.090,24.708,25.156,25.059,24.618,24.591
2019/10/24 16:21:2,4.965,25.053,24.547,25.123,24.700,25.098,25.026,24.648,24.602
2019/10/24 16:21:32,4.965,25.060,24.523,24.928,24.748,25.175,25.029,24.769,24.623
2019/10/24 16:22:3,4.965,25.074,24.519,25.189,24.776,25.196,25.091,24.734,24.693
2019/10/24 16:22:33,4.965,25.137,24.467,25.258,24.745,25.220,25.105,24.831,24.765
2019/10/24 16:23:3,4.965,25.163,24.514,25.073,24.771,25.267,25.100,24.809,24.667
2019/10/24 16:23:34,4.965,24.915,24.315,24.856,24.620,25.053,24.946,24.575,24.516
2019/10/24 16:24:4,4.965,24.876,24.197,24.831,24.485,24.977,24.873,24.537,24.457
2019/10/24 16:24:34,4.965,24.831,24.162,24.897,24.481,24.922,24.786,24.550,24.426
2019/10/24 16:25:5,4.965,24.835,24.225,24.831,24.502,24.998,24.831,24.464,24.412
2019/10/24 16:25:35,4.965,24.842,24.277,24.876,24.485,24.974,24.831,24.464,24.422
2019/10/24 16:26:5,4.965,24.819,24.292,24.923,24.483,24.975,24.851,24.483,24.466
2019/10/24 16:26:36,4.965,24.719,24.230,24.646,24.365,24.916,24.729,24.448,24.351
2019/10/24 16:27:6,4.965,24.577,24.064,24.677,24.282,24.708,24.597,24.272,24.147
2019/10/24 16:27:36,4.965,24.594,24.015,24.466,24.189,24.684,24.535,24.254,24.088
2019/10/24 16:28:7,4.965,24.545,24.002,24.618,24.171,24.594,24.483,24.144,24.102
2019/10/24 16:28:37,4.965,24.514,23.943,24.441,24.102,24.545,24.393,24.164,23.998
2019/10/24 16:29:8,4.965,24.490,23.870,24.400,24.043,24.549,24.358,24.206,24.029
2019/10/24 16:29:38,4.965,24.483,23.887,24.577,24.019,24.493,24.334,24.137,24.029
2019/10/24 16:30:8,4.965,24.504,23.790,24.414,24.033,24.490,24.327,24.261,24.126
2019/10/24 16:30:39,4.965,24.457,23.761,24.575,23.976,24.381,24.270,24.111,24.038
2019/10/24 16:31:9,4.966,24.491,23.746,24.574,23.975,24.401,24.283,24.113,24.034
2019/10/24 16:31:39,4.965,24.353,23.716,24.357,23.965,24.405,24.260,24.045,23.938
2019/10/24 16:32:10,4.965,24.298,23.692,24.371,23.910,24.267,24.156,23.910,23.858
2019/10/24 16:32:40,4.965,24.249,23.723,24.149,23.875,24.294,24.128,23.951,23.820
2019/10/24 16:33:10,4.965,24.218,23.706,24.319,23.785,24.253,24.125,23.955,23.886
2019/10/24 16:33:41,4.965,24.170,23.616,24.163,23.733,24.281,24.104,23.983,23.875
2019/10/24 16:34:11,4.965,24.028,23.536,24.142,23.626,24.094,23.955,23.751,23.737
2019/10/24 16:34:41,4.965,24.000,23.481,23.938,23.560,24.145,23.927,23.816,23.668
2019/10/24 16:35:12,4.965,23.931,23.446,24.042,23.564,24.076,23.886,23.661,23.609
2019/10/24 16:35:42,4.965,23.910,23.463,24.003,23.557,24.069,23.886,23.699,23.616
2019/10/24 16:36:12,4.965,23.889,23.401,23.910,23.564,24.100,23.900,23.654,23.588
2019/10/24 16:36:43,4.965,23.820,23.349,23.896,23.484,24.000,23.810,23.609,23.571
2019/10/24 16:37:13,4.965,23.879,23.308,23.996,23.450,23.986,23.792,23.692,23.616
2019/10/24 16:37:43,4.965,23.879,23.273,23.844,23.443,24.052,23.789,23.747,23.609
2019/10/24 16:38:14,4.965,23.810,23.259,23.803,23.450,24.024,23.771,23.744,23.602
2019/10/24 16:38:44,4.965,23.791,23.227,23.732,23.431,23.985,23.766,23.555,23.472
2019/10/24 16:39:14,4.965,23.742,23.130,23.721,23.327,23.884,23.673,23.538,23.420
2019/10/24 16:39:45,4.965,23.685,23.100,23.657,23.252,23.837,23.581,23.498,23.346
2019/10/24 16:40:15,4.965,23.688,23.038,23.643,23.228,23.723,23.508,23.529,23.346
2019/10/24 16:40:46,4.965,23.649,23.078,23.659,23.237,23.770,23.562,23.614,23.462
2019/10/24 16:41:16,4.965,23.680,23.067,23.746,23.261,23.801,23.593,23.690,23.538
2019/10/24 16:41:46,4.965,23.673,23.123,23.825,23.251,23.777,23.597,23.583,23.490
2019/10/24 16:42:17,4.965,23.621,23.130,23.801,23.227,23.749,23.562,23.434,23.403
2019/10/24 16:42:47,4.965,23.625,23.005,23.839,23.123,23.732,23.503,23.510,23.472
2019/10/24 16:43:17,4.965,23.666,23.105,23.905,23.182,23.777,23.535,23.645,23.535
2019/10/24 16:43:48,4.965,23.635,23.022,23.825,23.182,23.760,23.535,23.517,23.479
2019/10/24 16:44:18,4.965,23.621,22.974,23.822,23.143,23.756,23.510,23.545,23.483
2019/10/24 16:44:48,4.965,23.535,22.925,23.576,23.112,23.760,23.476,23.555,23.445
2019/10/24 16:45:19,4.965,23.510,22.905,23.528,23.053,23.694,23.386,23.396,23.254
2019/10/24 16:45:49,4.965,23.464,22.824,23.536,22.990,23.623,23.343,23.367,23.204
