treatment: dry
timestamp, Vin, w6_bottom, w6_top, w7_bottom, w7_top, w10_bottom, w10_top, w11_bottom, w11_top
2019/11/6 12:51:39,4.806,30.418,28.809,29.042,26.948,27.579,26.955,27.728,29.086
2019/11/6 12:52:9,4.806,30.209,28.576,28.813,26.782,27.334,26.742,27.269,29.031
2019/11/6 12:52:39,4.806,29.546,28.068,28.184,26.483,26.551,26.166,26.342,28.591
2019/11/6 12:53:9,4.806,29.635,28.045,28.186,26.715,26.697,26.067,26.650,28.324
2019/11/6 12:53:40,4.806,30.194,28.449,28.453,26.821,27.211,26.285,27.381,28.900
2019/11/6 12:54:10,4.806,29.945,28.416,28.369,27.132,26.991,26.138,27.160,28.780
2019/11/6 12:54:40,4.806,30.376,28.760,28.796,27.332,27.437,26.366,27.809,29.029
2019/11/6 12:55:10,4.805,30.567,28.869,28.884,26.863,27.534,26.578,27.805,29.157
2019/11/6 12:55:41,4.806,30.380,28.567,28.709,27.137,27.195,26.334,27.303,28.924
2019/11/6 12:56:11,4.806,30.137,28.287,28.509,26.283,26.956,26.265,27.094,28.673
2019/11/6 12:56:41,4.806,29.473,27.833,28.068,25.936,26.548,26.069,26.681,28.485
2019/11/6 12:57:11,4.807,29.087,27.505,27.784,26.010,26.204,25.726,26.255,28.121
2019/11/6 12:57:42,4.807,29.383,27.578,27.954,26.104,26.496,25.902,26.780,27.918
2019/11/6 12:58:12,4.807,28.929,27.496,27.648,26.203,26.152,25.868,26.084,27.797
2019/11/6 12:58:42,4.806,28.929,27.305,27.699,25.728,26.141,25.753,26.253,27.605
2019/11/6 12:59:12,4.807,29.471,27.603,28.103,26.226,26.701,25.953,27.090,27.751
2019/11/6 12:59:43,4.806,29.815,27.708,28.222,26.589,26.899,26.017,27.271,27.751
2019/11/6 13:0:13,4.807,29.372,27.693,28.081,26.647,26.741,26.032,26.877,27.802
2019/11/6 13:0:43,4.807,29.381,27.645,28.220,26.717,26.825,25.850,26.973,27.677
2019/11/6 13:1:13,4.806,29.330,27.381,28.097,26.005,26.638,25.760,26.789,27.460
2019/11/6 13:1:43,4.807,27.116,26.323,26.410,24.845,24.669,24.956,24.551,26.528
2019/11/6 13:2:14,4.808,25.932,25.157,25.297,23.797,23.540,24.115,23.447,25.605
2019/11/6 13:2:44,4.808,25.835,24.767,25.179,24.141,23.197,23.415,23.094,25.046
2019/11/6 13:3:14,4.808,26.583,24.824,25.623,23.683,23.976,23.672,24.058,25.157
2019/11/6 13:3:44,4.809,26.853,25.161,26.270,24.495,24.295,23.780,24.395,25.376
2019/11/6 13:4:15,4.808,27.372,25.326,26.507,24.015,24.681,23.829,24.917,25.437
2019/11/6 13:4:45,4.808,27.533,25.334,26.945,23.881,24.850,23.845,25.055,25.435
2019/11/6 13:5:15,4.808,27.443,25.611,26.808,24.790,24.973,23.871,25.163,25.615
2019/11/6 13:5:45,4.808,27.862,25.758,27.706,24.446,25.170,23.985,25.550,25.507
2019/11/6 13:6:16,4.808,27.625,25.753,27.405,24.420,25.115,23.969,25.398,25.688
2019/11/6 13:6:46,4.809,27.674,25.701,27.508,25.006,25.149,24.104,25.407,25.701
2019/11/6 13:7:16,4.808,27.746,25.629,27.482,24.236,25.188,24.321,25.414,25.615
2019/11/6 13:7:46,4.809,27.835,25.739,26.889,25.241,25.319,24.546,25.499,25.735
2019/11/6 13:8:17,4.808,27.546,25.416,26.878,24.166,25.082,24.520,25.093,25.351
2019/11/6 13:8:47,4.809,27.560,25.330,26.972,24.410,25.058,24.517,25.122,25.287
2019/11/6 13:9:17,4.829,27.136,25.246,25.439,24.604,24.815,24.305,24.747,25.146
2019/11/6 13:9:47,4.809,26.758,24.981,24.698,23.965,24.516,24.065,24.383,24.981
2019/11/6 13:10:18,4.810,26.605,24.650,24.528,23.606,24.382,23.684,24.385,24.693
2019/11/6 13:10:48,4.811,26.742,24.647,24.562,24.347,24.426,23.400,24.519,24.708
2019/11/6 13:11:18,4.811,26.957,24.785,24.735,24.520,24.599,23.312,24.771,24.803
2019/11/6 13:11:48,4.810,26.904,24.890,24.801,24.092,24.629,23.310,24.804,24.840
2019/11/6 13:12:19,4.809,26.582,24.877,24.440,23.590,24.129,22.982,24.176,24.616
2019/11/6 13:12:49,4.809,26.738,24.818,24.764,23.941,24.467,23.159,24.657,24.796
2019/11/6 13:13:19,4.810,26.746,24.733,24.711,24.479,24.425,23.256,24.568,24.722
2019/11/6 13:13:49,4.810,26.850,24.704,24.811,24.342,24.507,23.488,24.718,24.668
2019/11/6 13:14:19,4.809,26.996,24.895,25.045,24.169,24.748,23.875,24.959,24.780
2019/11/6 13:14:50,4.810,26.951,24.954,25.312,24.203,24.807,24.138,24.897,24.868
2019/11/6 13:15:20,4.809,26.812,24.884,25.762,23.786,24.677,24.054,24.508,24.609
2019/11/6 13:15:50,4.810,26.467,24.527,25.651,23.497,24.287,24.055,24.176,24.541
2019/11/6 13:16:20,4.811,26.417,24.470,25.799,23.970,24.281,23.791,24.323,24.452
2019/11/6 13:16:51,4.810,26.562,24.590,24.783,23.607,24.443,23.700,24.479,24.525
2019/11/6 13:17:21,4.810,26.737,24.727,24.871,23.583,24.681,23.540,24.767,24.667
2019/11/6 13:17:51,4.810,26.919,24.926,25.105,23.832,24.894,23.353,25.016,24.805
2019/11/6 13:18:21,4.810,26.987,25.026,25.693,23.875,24.987,23.182,25.095,24.894
2019/11/6 13:18:52,4.811,27.065,25.079,25.362,24.793,24.997,23.017,25.169,24.932
2019/11/6 13:19:22,4.811,27.065,25.036,25.448,24.767,24.975,22.959,25.179,24.907
2019/11/6 13:19:52,4.811,27.213,25.107,25.369,24.603,25.054,23.102,25.294,24.961
2019/11/6 13:20:22,4.811,27.299,25.175,26.083,24.434,25.082,23.305,25.358,24.942
2019/11/6 13:20:53,4.811,27.276,25.285,25.518,25.145,25.170,23.582,25.364,25.041
2019/11/6 13:21:23,4.811,26.597,24.964,24.839,24.488,24.563,23.602,24.474,24.814
2019/11/6 13:21:53,4.830,26.418,24.707,24.707,23.820,24.390,23.692,24.372,24.564
2019/11/6 13:22:23,4.811,26.388,24.502,24.592,23.376,24.370,23.769,24.313,24.374
2019/11/6 13:22:54,4.811,25.771,24.299,24.324,24.024,23.817,23.752,23.620,24.217
2019/11/6 13:23:24,4.811,25.842,24.116,25.140,23.048,23.798,23.731,23.723,24.070
2019/11/6 13:23:54,4.811,25.179,23.834,23.598,22.970,23.195,23.373,22.945,23.791
2019/11/6 13:24:24,4.811,25.566,23.695,23.752,22.835,23.527,23.156,23.513,23.702
2019/11/6 13:24:55,4.811,25.418,23.504,23.390,22.447,23.194,22.504,23.083,23.333
2019/11/6 13:25:25,4.812,24.779,23.196,23.338,22.367,22.778,22.153,22.507,23.217
2019/11/6 13:25:55,4.811,24.494,22.897,23.619,22.026,22.422,21.537,22.301,22.915
2019/11/6 13:26:25,4.812,24.060,22.700,22.496,22.104,22.021,21.096,21.893,22.693
2019/11/6 13:26:55,4.812,24.292,22.531,22.399,21.682,22.121,20.949,22.135,22.535
2019/11/6 13:27:26,4.812,24.195,22.570,22.216,22.098,22.084,20.891,22.088,22.548
2019/11/6 13:27:56,4.812,24.288,22.484,22.463,22.088,22.091,20.608,21.959,22.195
2019/11/6 13:28:26,4.812,24.327,22.406,22.588,22.023,22.041,20.812,22.181,22.273
2019/11/6 13:28:56,4.812,24.538,22.463,22.923,22.048,22.141,20.962,22.463,22.266
2019/11/6 13:29:27,4.813,24.404,22.494,22.558,22.487,22.158,21.076,22.337,22.337
2019/11/6 13:29:57,4.812,24.461,22.504,22.536,22.393,22.240,21.118,22.383,22.293
2019/11/6 13:30:27,4.812,24.371,22.514,22.556,21.735,22.182,21.317,22.292,22.285
2019/11/6 13:30:57,4.811,24.680,22.669,23.479,21.637,22.512,21.537,22.715,22.397
2019/11/6 13:31:28,4.812,24.863,22.852,25.318,22.766,22.716,21.834,22.870,22.570
2019/11/6 13:31:58,4.813,25.021,22.952,24.084,23.109,22.870,22.128,23.070,22.713
2019/11/6 13:32:28,4.811,24.689,22.817,23.195,21.785,22.595,22.152,22.556,22.602
2019/11/6 13:32:58,4.811,24.659,22.737,23.240,21.833,22.615,22.197,22.647,22.547
2019/11/6 13:33:29,4.813,24.960,22.859,23.238,23.013,22.902,22.360,23.038,22.663
2019/11/6 13:33:59,4.813,24.935,22.902,23.181,22.981,22.856,22.370,22.916,22.709
2019/11/6 13:34:29,4.831,24.651,22.750,22.804,22.253,22.626,22.117,22.555,22.551
2019/11/6 13:34:59,4.812,24.608,22.632,22.761,22.504,22.554,21.801,22.590,22.457
2019/11/6 13:35:30,4.812,24.615,22.490,22.707,21.776,22.582,21.236,22.557,22.186
2019/11/6 13:36:0,4.813,24.461,22.372,22.601,22.162,22.408,21.083,22.408,22.072
2019/11/6 13:36:30,4.813,24.548,22.480,22.676,22.384,22.508,21.126,22.541,22.212
2019/11/6 13:37:0,4.813,24.703,22.632,22.743,22.514,22.664,21.239,22.760,22.364
2019/11/6 13:37:31,4.813,24.814,22.757,22.571,22.168,22.575,21.168,22.585,22.286
2019/11/6 13:38:1,4.813,24.440,22.376,22.473,22.323,22.323,21.184,22.330,22.212
2019/11/6 13:38:31,4.813,24.280,22.259,22.409,22.005,22.280,20.955,22.359,22.030
2019/11/6 13:39:1,4.813,24.403,22.353,22.910,22.628,22.393,21.204,22.496,22.118
2019/11/6 13:39:31,4.812,24.750,22.593,22.785,21.600,22.728,21.511,22.853,22.325
2019/11/6 13:40:2,4.812,24.965,22.825,23.018,22.243,22.950,21.833,23.100,22.565
2019/11/6 13:40:32,4.813,25.086,22.970,23.131,22.759,23.038,21.824,22.991,22.456
2019/11/6 13:41:2,4.812,24.834,22.794,23.337,21.634,22.798,21.837,22.798,22.437
2019/11/6 13:41:32,4.813,24.948,22.879,23.497,22.872,22.876,21.962,23.015,22.540
2019/11/6 13:42:3,4.812,24.976,22.918,23.146,22.186,22.903,22.007,22.982,22.553
2019/11/6 13:42:33,4.813,24.806,22.749,22.988,22.706,22.770,21.842,22.856,22.427
2019/11/6 13:43:3,4.812,24.881,22.830,22.973,21.966,22.841,21.944,22.887,22.534
2019/11/6 13:43:33,4.813,24.957,22.941,23.006,22.899,22.949,22.063,23.009,22.692
2019/11/6 13:44:4,4.830,24.636,22.771,22.753,21.647,22.632,21.914,22.540,22.600
2019/11/6 13:44:34,4.812,24.888,22.798,23.012,22.076,22.855,21.912,22.937,22.669
2019/11/6 13:45:4,4.811,24.877,22.783,22.990,22.015,22.862,21.897,22.901,22.633
2019/11/6 13:45:34,4.812,24.874,22.777,23.020,23.037,22.877,21.806,22.959,22.634
2019/11/6 13:46:5,4.812,24.944,22.857,23.121,22.971,22.996,21.779,23.100,22.632
2019/11/6 13:46:35,4.811,24.975,22.888,23.098,21.841,23.055,21.716,23.098,22.613
2019/11/6 13:47:5,4.812,24.768,22.800,22.885,22.525,22.860,21.614,22.903,22.457
2019/11/6 13:47:35,4.812,24.972,23.085,23.113,22.953,23.103,21.878,23.153,22.771
2019/11/6 13:48:6,4.811,24.658,22.947,22.758,22.125,22.790,21.729,22.690,22.618
2019/11/6 13:48:36,4.812,24.228,22.649,22.399,22.621,22.307,21.542,22.199,22.378
2019/11/6 13:49:6,4.812,24.244,22.376,22.330,22.505,22.184,21.366,22.187,22.194
2019/11/6 13:49:36,4.812,24.139,22.339,22.221,22.385,22.157,21.381,22.182,22.164
2019/11/6 13:50:7,4.812,23.824,22.114,21.953,22.053,21.653,21.074,21.599,21.860
2019/11/6 13:50:37,4.811,23.908,22.130,21.997,22.197,21.951,21.351,21.940,21.997
2019/11/6 13:51:7,4.812,23.510,22.028,21.639,22.192,21.585,21.267,21.446,21.967
2019/11/6 13:51:37,4.811,23.574,21.910,21.695,21.963,21.610,21.163,21.617,21.856
2019/11/6 13:52:7,4.811,23.925,21.932,21.957,21.135,21.918,21.139,22.018,21.771
2019/11/6 13:52:38,4.811,23.945,21.902,21.952,21.502,21.920,21.123,21.970,21.777
2019/11/6 13:53:8,4.812,23.956,22.032,22.024,22.189,21.960,21.138,22.007,21.564
2019/11/6 13:53:38,4.811,24.093,22.082,22.193,21.871,22.139,21.074,22.232,21.803
2019/11/6 13:54:8,4.811,24.115,22.100,22.175,21.707,22.164,21.031,22.200,21.786
2019/11/6 13:54:39,4.811,24.234,22.188,22.298,22.177,22.266,21.037,22.366,21.763
2019/11/6 13:55:9,4.810,24.032,22.096,22.153,21.871,22.092,20.999,22.117,21.760
2019/11/6 13:55:39,4.810,24.266,22.272,22.354,21.153,22.386,21.250,22.415,21.872
2019/11/6 13:56:9,4.810,24.557,22.478,22.635,21.817,22.645,21.466,22.753,22.038
2019/11/6 13:56:40,4.829,24.784,22.677,22.854,21.666,22.897,21.712,22.965,22.278
2019/11/6 13:57:10,4.810,24.824,22.801,22.929,21.979,22.943,21.865,23.001,22.465
2019/11/6 13:57:40,4.810,24.894,22.924,23.028,22.331,23.045,21.995,23.110,22.620
2019/11/6 13:58:10,4.810,24.929,22.995,23.045,22.002,23.084,22.070,23.109,22.659
2019/11/6 13:58:41,4.811,24.901,23.007,23.028,23.007,23.021,22.068,23.075,22.732
2019/11/6 13:59:11,4.810,24.919,23.003,23.056,22.145,23.049,22.027,23.092,22.667
2019/11/6 13:59:41,4.811,24.982,22.855,22.923,22.998,22.920,21.838,23.009,22.516
2019/11/6 14:0:11,4.810,25.007,23.019,23.155,22.165,23.162,21.994,23.215,22.690
2019/11/6 14:0:42,4.811,24.928,23.005,23.084,22.823,23.091,22.009,23.105,22.634
2019/11/6 14:1:12,4.811,24.660,22.794,22.794,21.866,22.798,21.855,22.766,22.476
2019/11/6 14:1:42,4.811,24.556,22.655,22.726,21.762,22.673,21.701,22.734,22.234
2019/11/6 14:2:12,4.811,24.553,22.638,22.734,22.048,22.702,21.645,22.791,22.256
2019/11/6 14:2:43,4.810,24.851,22.817,22.942,21.631,22.960,21.549,22.917,22.171
2019/11/6 14:3:13,4.811,24.919,22.889,22.982,21.961,23.014,21.878,23.150,22.407
2019/11/6 14:3:43,4.811,24.911,22.913,23.038,22.738,23.027,21.838,23.138,22.438
2019/11/6 14:4:13,4.811,25.011,23.027,23.177,22.884,23.149,21.927,23.292,22.545
2019/11/6 14:4:43,4.811,25.095,23.165,23.272,23.104,23.254,22.083,23.422,22.704
2019/11/6 14:5:14,4.811,25.133,23.195,23.284,22.706,23.284,22.063,23.424,22.695
2019/11/6 14:5:44,4.811,25.058,23.099,23.249,22.988,23.199,21.924,23.349,22.692
2019/11/6 14:6:14,4.830,24.926,22.990,23.111,22.840,23.100,21.820,23.239,22.691
2019/11/6 14:6:44,4.811,24.860,22.934,23.002,22.059,22.991,21.780,23.091,22.613
2019/11/6 14:7:15,4.812,24.636,22.817,22.796,22.578,22.810,21.671,22.803,22.539
2019/11/6 14:7:45,4.811,24.413,22.584,22.584,21.713,22.541,21.584,22.502,22.306
2019/11/6 14:8:15,4.812,24.056,22.196,22.221,22.049,22.121,21.403,22.057,22.010
2019/11/6 14:8:45,4.810,24.044,22.090,22.186,21.203,22.100,21.368,22.093,21.836
2019/11/6 14:9:16,4.810,24.078,21.920,22.013,21.734,21.985,21.170,22.027,21.584
2019/11/6 14:9:46,4.811,23.945,22.077,22.116,21.880,22.063,21.366,22.063,21.745
2019/11/6 14:10:16,4.811,24.070,22.023,22.119,21.126,22.062,21.376,22.105,21.655
2019/11/6 14:10:46,4.811,23.748,21.833,21.841,20.976,21.787,21.115,21.698,21.423
2019/11/6 14:11:17,4.811,23.713,21.788,21.920,20.833,21.823,21.058,21.841,21.416
2019/11/6 14:11:47,4.811,23.895,21.923,22.016,21.223,21.952,21.083,22.027,21.470
2019/11/6 14:12:17,4.811,23.947,22.021,22.078,21.174,21.832,20.906,21.886,21.378
2019/11/6 14:12:47,4.811,24.024,22.085,22.267,21.620,22.167,21.081,22.249,21.695
2019/11/6 14:13:18,4.812,24.107,22.157,22.421,22.132,22.210,21.013,22.307,21.717
2019/11/6 14:13:48,4.812,24.241,22.269,22.944,22.319,22.351,21.072,22.469,21.816
2019/11/6 14:14:18,4.812,24.335,22.364,24.807,22.407,22.432,21.138,22.539,21.899
2019/11/6 14:14:48,4.812,24.448,22.451,23.133,22.487,22.551,21.233,22.683,22.009
2019/11/6 14:15:19,4.812,24.485,22.503,23.299,22.567,22.614,21.342,22.728,21.832
2019/11/6 14:15:49,4.811,24.549,22.567,23.206,22.138,22.692,21.452,22.788,22.163
2019/11/6 14:16:19,4.812,24.496,22.539,23.053,22.449,22.624,21.535,22.689,22.171
2019/11/6 14:16:49,4.812,24.613,22.641,23.044,22.559,22.698,21.716,22.773,22.226
2019/11/6 14:17:19,4.811,24.412,22.508,22.793,21.775,22.493,21.704,22.504,22.136
2019/11/6 14:17:50,4.811,24.546,22.570,22.827,21.613,22.624,21.838,22.674,22.206
2019/11/6 14:18:20,4.811,24.469,22.543,22.775,21.536,22.579,21.847,22.615,22.190
2019/11/6 14:18:50,4.831,24.567,22.692,22.873,22.457,22.709,21.962,22.813,22.304
2019/11/6 14:19:20,4.812,24.455,22.644,22.794,22.494,22.626,21.923,22.669,22.244
2019/11/6 14:19:51,4.811,24.533,22.636,22.854,21.697,22.711,21.886,22.786,22.186
2019/11/6 14:20:21,4.812,24.679,22.746,22.953,22.189,22.849,21.849,22.960,22.224
2019/11/6 14:20:51,4.812,24.706,22.691,22.927,22.709,22.773,21.702,22.870,22.238
2019/11/6 14:21:21,4.811,24.642,22.602,22.867,21.806,22.742,21.592,22.802,22.145
2019/11/6 14:21:52,4.812,24.682,22.457,22.746,22.482,22.625,21.361,22.725,21.968
2019/11/6 14:22:22,4.812,24.647,22.586,22.878,22.528,22.746,21.553,22.764,22.154
2019/11/6 14:22:52,4.812,24.267,22.314,22.528,21.560,22.371,21.389,22.339,21.928
2019/11/6 14:23:22,4.812,24.379,22.407,22.635,22.389,22.514,21.482,22.571,22.000
2019/11/6 14:23:53,4.812,24.513,22.516,22.738,22.241,22.659,21.681,22.734,22.027
2019/11/6 14:24:23,4.811,24.537,22.551,22.715,21.597,22.676,21.812,22.712,22.104
2019/11/6 14:24:53,4.812,24.479,22.550,22.711,22.475,22.425,21.629,22.472,21.879
2019/11/6 14:25:23,4.811,24.573,22.587,22.719,21.626,22.662,21.904,22.712,22.101
2019/11/6 14:25:54,4.812,24.576,22.618,22.786,22.572,22.711,21.872,22.807,22.111
2019/11/6 14:26:24,4.812,24.666,22.669,22.848,22.094,22.798,21.823,22.894,22.159
2019/11/6 14:26:54,4.812,24.588,22.666,22.816,22.548,22.745,21.720,22.809,22.113
2019/11/6 14:27:24,4.811,24.623,22.658,22.865,21.787,22.790,21.615,22.879,22.126
2019/11/6 14:27:55,4.812,24.582,22.646,22.825,22.436,22.728,21.514,22.800,21.889
2019/11/6 14:28:25,4.812,24.597,22.636,22.829,22.511,22.740,21.458,22.818,22.097
2019/11/6 14:28:55,4.813,24.499,22.563,22.763,22.545,22.659,21.431,22.734,22.088
2019/11/6 14:29:25,4.812,24.561,22.571,22.807,22.150,22.732,21.453,22.821,22.107
2019/11/6 14:29:55,4.812,24.537,22.576,22.769,22.201,22.708,21.573,22.769,22.069
2019/11/6 14:30:26,4.812,24.465,22.536,22.711,22.600,22.629,21.658,22.661,22.079
2019/11/6 14:30:56,4.812,24.463,22.498,22.695,22.206,22.623,21.709,22.677,22.073
2019/11/6 14:31:26,4.832,24.443,22.511,22.685,22.401,22.614,21.782,22.671,22.035
2019/11/6 14:31:56,4.812,24.411,22.511,22.671,21.825,22.611,21.814,22.657,21.996
2019/11/6 14:32:27,4.812,24.468,22.490,22.661,22.211,22.586,21.826,22.618,22.036
2019/11/6 14:32:57,4.812,24.332,22.324,22.510,21.489,22.407,21.682,22.374,21.878
2019/11/6 14:33:27,4.813,24.197,22.287,22.451,22.247,22.329,21.530,22.354,21.794
2019/11/6 14:33:57,4.813,24.045,22.252,22.331,22.156,22.238,21.395,22.242,21.767
2019/11/6 14:34:28,4.812,23.982,21.939,22.029,21.092,21.943,21.039,21.946,21.493
2019/11/6 14:34:58,4.813,24.043,22.144,22.215,22.155,22.130,21.126,22.165,21.662
2019/11/6 14:35:28,4.812,23.823,21.963,22.056,21.838,21.963,20.944,21.970,21.509
2019/11/6 14:35:58,4.812,23.944,21.984,22.162,21.101,22.069,20.944,22.134,21.494
2019/11/6 14:36:29,4.812,24.178,22.071,22.228,21.271,22.157,21.046,22.218,21.582
2019/11/6 14:36:59,4.812,24.254,22.168,22.311,21.597,22.236,21.197,22.347,21.640
2019/11/6 14:37:29,4.812,24.286,22.175,22.368,21.150,22.096,21.050,22.200,21.464
2019/11/6 14:37:59,4.813,24.283,22.219,22.440,22.072,22.344,21.376,22.454,21.697
2019/11/6 14:38:30,4.813,24.328,22.278,22.496,22.207,22.410,21.453,22.514,21.728
2019/11/6 14:39:0,4.812,24.344,22.287,22.576,21.362,22.484,21.494,22.562,21.726
2019/11/6 14:39:30,4.812,24.398,22.377,22.648,21.923,22.545,21.627,22.634,21.838
2019/11/6 14:40:0,4.813,24.481,22.381,22.638,22.349,22.517,21.663,22.592,21.845
2019/11/6 14:40:31,4.812,24.322,22.358,22.586,21.733,22.443,21.650,22.493,21.633
2019/11/6 14:41:1,4.812,24.432,22.432,22.686,21.568,22.575,21.696,22.639,21.900
2019/11/6 14:41:31,4.812,24.511,22.543,22.760,21.636,22.675,21.775,22.739,22.004
2019/11/6 14:42:1,4.812,24.486,22.593,22.821,21.793,22.689,21.743,22.746,22.075
2019/11/6 14:42:31,4.812,24.429,22.503,22.711,21.618,22.532,21.646,22.536,22.014
2019/11/6 14:43:2,4.812,24.350,22.450,22.732,21.593,22.525,21.539,22.557,21.957
2019/11/6 14:43:32,4.812,24.380,22.448,22.691,21.827,22.459,21.531,22.502,21.920
2019/11/6 14:44:2,4.831,24.263,22.281,22.569,21.395,22.313,21.409,22.331,21.801
2019/11/6 14:44:32,4.813,24.295,22.324,22.710,22.503,22.396,21.442,22.524,21.821
2019/11/6 14:45:3,4.812,24.332,22.358,22.754,21.776,22.472,21.511,22.543,21.797
2019/11/6 14:45:33,4.812,24.429,22.386,22.903,21.310,22.586,21.536,22.678,21.836
2019/11/6 14:46:3,4.812,24.393,22.411,22.911,21.640,22.575,21.568,22.622,21.815
2019/11/6 14:46:33,4.812,24.370,22.391,22.966,21.513,22.552,21.573,22.613,21.852
2019/11/6 14:47:4,4.812,24.527,22.476,22.948,21.791,22.476,21.394,22.566,21.684
2019/11/6 14:47:34,4.812,24.475,22.482,23.175,21.615,22.643,21.661,22.697,21.875
2019/11/6 14:48:4,4.813,24.397,22.437,23.187,22.591,22.551,21.630,22.608,21.891
2019/11/6 14:48:34,4.813,24.287,22.373,23.201,22.476,22.448,21.562,22.494,21.812
2019/11/6 14:49:5,4.813,24.247,22.319,23.258,21.912,22.383,21.487,22.408,21.755
2019/11/6 14:49:35,4.812,24.318,22.350,23.553,21.260,22.500,21.514,22.561,21.800
2019/11/6 14:50:5,4.812,24.354,22.439,23.807,21.364,22.550,21.361,22.403,21.675
2019/11/6 14:50:35,4.813,24.322,22.426,24.269,22.409,22.480,21.569,22.537,21.855
2019/11/6 14:51:6,4.812,24.375,22.386,24.765,21.743,22.525,21.558,22.604,21.833
2019/11/6 14:51:36,4.813,24.467,22.456,25.136,21.863,22.581,21.670,22.652,21.842
2019/11/6 14:52:6,4.812,24.514,22.507,25.241,21.339,22.671,21.704,22.739,21.889
2019/11/6 14:52:36,4.813,24.542,22.527,25.075,21.678,22.695,21.706,22.777,21.931
2019/11/6 14:53:7,4.812,24.598,22.534,25.644,21.283,22.762,21.709,22.808,21.923
2019/11/6 14:53:37,4.812,24.593,22.500,24.579,21.260,22.732,21.646,22.768,21.904
2019/11/6 14:54:7,4.813,24.512,22.451,25.449,22.462,22.623,21.548,22.716,21.880
2019/11/6 14:54:37,4.813,24.486,22.397,24.740,21.705,22.601,21.465,22.665,21.783
2019/11/6 14:55:7,4.813,24.522,22.444,25.277,21.680,22.647,21.483,22.726,21.822
2019/11/6 14:55:38,4.812,24.435,22.410,25.058,21.317,22.596,21.453,22.614,21.821
2019/11/6 14:56:8,4.814,24.376,22.416,24.859,22.516,22.520,21.456,22.595,21.831
2019/11/6 14:56:38,4.813,24.183,22.183,24.669,22.422,22.290,21.219,22.379,21.612
2019/11/6 14:57:8,4.813,24.380,22.423,24.988,22.612,22.508,21.480,22.580,21.823
2019/11/6 14:57:39,4.812,24.370,22.406,24.591,21.305,22.509,21.538,22.534,21.809
2019/11/6 14:58:9,4.813,24.476,22.476,24.529,22.465,22.594,21.626,22.683,21.826
2019/11/6 14:58:39,4.812,24.468,22.475,24.500,21.285,22.635,21.654,22.689,21.832
2019/11/6 14:59:9,4.812,24.488,22.520,24.513,21.320,22.641,21.702,22.709,21.877
2019/11/6 14:59:40,4.813,24.477,22.531,24.624,22.506,22.460,21.481,22.567,21.678
2019/11/6 15:0:10,4.813,24.460,22.542,24.313,22.596,22.656,21.667,22.767,21.889
2019/11/6 15:0:40,4.813,24.551,22.580,24.219,22.623,22.701,21.666,22.812,21.919
2019/11/6 15:1:10,4.813,24.624,22.617,24.109,22.142,22.816,21.660,22.909,21.920
2019/11/6 15:1:41,4.812,24.649,22.602,24.159,21.891,22.852,21.656,22.920,21.977
2019/11/6 15:2:11,4.812,24.402,22.459,23.859,21.966,22.634,21.527,22.613,21.848
2019/11/6 15:2:41,4.813,24.476,22.437,23.904,22.691,22.601,21.537,22.644,21.627
2019/11/6 15:3:11,4.813,24.376,22.380,23.815,22.366,22.523,21.541,22.548,21.827
2019/11/6 15:3:42,4.813,24.349,22.360,23.888,22.546,22.478,21.585,22.521,21.839
