"by15","par1_n","par2_s","pyr1_n","pyr2_s","am2320_high_temp","am2320_high_rh","sht2_low_temp","sht2_low_rh","bmp_box_temp","bmp_box_atm_p","soil_t1","soil_t2","soil_t3","soil_t4"
2019-08-23 17:30:00,338.083529411765,296.745294117647,161.030588235294,141.913529411765,31.6764705882353,21.5352941176471,31.1582352941176,25.5435294117647,33.6211764705882,84387.4976470588,32.8388235294118,32.2764705882353,33.5835294117647,32.4905882352941
2019-08-23 17:45:00,260.578378378378,195.835945945946,104.224864864865,85.5589189189189,31.2756756756757,22.0054054054054,30.0659459459459,26.7813513513514,32.8764864864865,84394.4186486487,31.1243243243243,30.5540540540541,31.8878378378378,30.7632432432432
2019-08-23 18:00:00,43.3103333333333,82.822,29.1683333333333,19.063,29.59,23.55,29.0853333333333,28.8173333333333,31.7663333333333,84436.546,29.692,29.1456666666667,31.043,29.543
2019-08-23 18:15:00,94.7886206896552,8.41275862068965,8.56724137931035,-2.04758620689655,28.5172413793103,26.2310344827586,27.7934482758621,32.5020689655172,30.8355172413793,84475.2917241379,29.6920689655172,29.2189655172414,30.7472413793103,29.7396551724138
2019-08-23 18:30:00,-42.595,12.0803333333333,-10.3666666666667,-11.5116666666667,27.2966666666667,27.55,27.0486666666667,33.0636666666667,29.6893333333333,84508.8596666667,29.69,29.284,30.55,29.6573333333333
2019-08-23 18:45:00,31.1472413793103,-17.2596551724138,-13.2555172413793,-14.2258620689655,26.6724137931034,28.4448275862069,26.2958620689655,35.2196551724138,28.9296551724138,84550.0096551724,29.6441379310345,29.31,30.42,29.5662068965517
2019-08-23 19:00:00,64.3163333333333,-37.913,-13.1783333333333,-17.0826666666667,25.53,31.68,25.5053333333333,38.3003333333333,28.1976666666667,84558.964,29.582,29.312,30.308,29.4676666666667
2019-08-23 19:15:00,25.3624137931034,-28.7658620689655,-14.3334482758621,-16.8096551724138,25.0793103448276,32.8827586206897,25.4631034482759,38.751724137931,27.8131034482759,84599.224137931,29.4937931034483,29.31,30.1920689655172,29.388275862069
2019-08-23 19:30:00,22.2406666666667,-27.029,-14.2193333333333,-16.6666666666667,25.38,30.5533333333333,25.6136666666667,36.4153333333333,27.6556666666667,84625.992,29.4003333333333,29.264,30.058,29.248
2019-08-23 19:45:00,-4.50724137931034,-16.4555172413793,-15.5706896551724,-15.8410344827586,25.3172413793103,30.4172413793103,25.6496551724138,36.2903448275862,27.611724137931,84575.8765517241,29.2913793103448,29.2003448275862,29.9348275862069,29.1089655172414
2019-08-23 20:00:00,11.641,-21.887,-14.4276666666667,-16.1453333333333,25.6566666666667,29.9066666666667,25.861,35.553,27.5186666666667,84464.038,29.2013333333333,29.1166666666667,29.802,28.99
2019-08-23 20:15:00,33.8386206896552,-30.8693103448276,-14.4410344827586,-16.9713793103448,25.2620689655172,29.9034482758621,25.4596551724138,35.708275862069,27.4137931034483,84474.7444827586,29.0910344827586,29.0372413793103,29.6693103448276,28.9020689655172
2019-08-23 20:30:00,16.3223333333333,-22.6046666666667,-14.9483333333333,-16.1456666666667,25.0266666666667,29.7766666666667,25.2093333333333,35.487,27.2533333333333,84548.0523333333,28.986,28.96,29.536,28.764
2019-08-23 20:45:00,4.50827586206896,-15.4658620689655,-15.3568965517241,-14.818275862069,24.7,29.5068965517241,25.2168965517241,35.0403448275862,27.2258620689655,84603.0789655172,28.8765517241379,28.8534482758621,29.3948275862069,28.6313793103448
2019-08-23 21:00:00,20.5506666666667,-25.773,-14.8966666666667,-15.469,24.3266666666667,30.15,24.9186666666667,35.6753333333333,27.1143333333333,84626.9673333333,28.768,28.774,29.266,28.514
2019-08-23 21:15:00,-49.5131034482759,-4.26758620689655,-15.7327586206897,-15.41,23.9275862068965,31.5241379310345,24.0979310344828,37.7758620689655,26.7565517241379,84667.1513793104,28.6562068965517,28.6634482758621,29.1362068965517,28.4203448275862
2019-08-23 21:30:00,-56.186,1.255,-16.1973333333333,-15.0013333333333,23.2766666666667,36.0366666666667,23.1343333333333,44.8376666666667,26.1376666666667,84708.24,28.516,28.564,28.998,28.282
2019-08-23 21:45:00,-26.9762068965517,-15.8365517241379,-15.0324137931034,-16.3258620689655,21.8413793103448,46.3448275862069,21.658275862069,56.3641379310345,25.0562068965517,84730.884137931,28.3427586206897,28.46,28.8448275862069,28.131724137931
2019-08-23 22:00:00,7.73933333333333,-20.033,-14.8443333333333,-15.6773333333333,19.9733333333333,57.0966666666667,20.9,61.473,24.1876666666667,84770.7973333333,28.128,28.332,28.6783333333333,27.9773333333333
2019-08-23 22:15:00,67.2731034482759,-35.4468965517241,-14.9793103448276,-16.001724137931,19.6241379310345,61.3241379310345,20.6634482758621,63.1848275862069,23.8686206896552,84757.6882758621,27.8975862068966,28.198275862069,28.478275862069,27.8306896551724
2019-08-23 22:30:00,1.43033333333333,-19.435,-14.636,-15.7816666666667,19.8733333333333,58.9233333333333,20.902,61.5133333333333,23.723,84769.069,27.6843333333333,28.03,28.278,27.6233333333333
2019-08-23 22:45:00,-34.7803448275862,-4.39241379310345,-16.0024137931034,-15.0327586206897,19.3758620689655,59.0344827586207,20.8320689655172,60.3975862068966,23.5293103448276,84771.7393103448,27.4644827586207,27.8475862068966,28.0775862068966,27.4148275862069
2019-08-23 23:00:00,-58.527,6.63766666666667,-17.0826666666667,-13.2303333333333,18.92,62.27,20.1053333333333,63.2513333333333,23.2913333333333,84747.402,27.2446666666667,27.657,27.8753333333333,27.2053333333333
2019-08-23 23:15:00,-47.2258620689655,2.35034482758621,-16.4324137931034,-14.171724137931,19.1896551724138,61.548275862069,19.7751724137931,65.2289655172414,22.8648275862069,84734.5193103448,27.0248275862069,27.4648275862069,27.6713793103448,27.0248275862069
2019-08-23 23:30:00,-47.6023333333333,-12.259,-14.6363333333333,-16.824,18.71,64.65,19.8536666666667,65.059,22.8486666666667,84763.156,26.7983333333333,27.264,27.47,26.79
2019-08-23 23:45:00,-33.7034482758621,-6.86689655172414,-15.5713793103448,-15.1941379310345,18.6,65.7103448275862,19.89,65.4103448275862,22.8744827586207,84791.2520689655,26.5910344827586,27.0558620689655,27.2603448275862,26.5710344827586
