Record Type,Date and Time,Annotation,Average Above PAR,Average Below PAR,Tau [Τ],Leaf Area Index [LAI],Leaf Distribuition [Χ],Beam Fraction [Fb],Zenith Angle,Latitude,Longitude
SUM,11/22/2019 3:28:33 AM,,0.0,0.2,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,11/22/2019 3:43:33 AM,,0.0,0.2,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,11/22/2019 3:58:33 AM,,0.0,0.2,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,11/22/2019 4:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,11/22/2019 4:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,117°,40°,-105°
SUM,11/22/2019 4:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,114°,40°,-105°
SUM,11/22/2019 4:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,11/22/2019 5:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,11/22/2019 5:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,11/22/2019 5:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,103°,40°,-105°
SUM,11/22/2019 5:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,11/22/2019 6:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,98°,40°,-105°
SUM,11/22/2019 6:28:33 AM,,0.0,0.2,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,11/22/2019 6:43:33 AM,,0.0,2.1,0.000,0.00,1.00,0.00,92°,40°,-105°
SUM,11/22/2019 6:58:33 AM,,0.0,10.5,0.000,0.00,1.00,0.00,90°,40°,-105°
SUM,11/22/2019 7:13:33 AM,,0.0,19.4,0.000,0.00,1.00,0.00,87°,40°,-105°
SUM,11/22/2019 7:28:33 AM,,0.0,36.0,0.000,0.00,1.00,0.00,85°,40°,-105°
SUM,11/22/2019 7:43:33 AM,,0.0,56.3,0.000,0.00,1.00,0.00,82°,40°,-105°
SUM,11/22/2019 7:58:33 AM,,0.0,66.2,0.000,0.00,1.00,0.00,80°,40°,-105°
SUM,11/22/2019 8:13:33 AM,,0.0,105.0,0.000,0.00,1.00,0.00,78°,40°,-105°
SUM,11/22/2019 8:28:33 AM,,0.0,123.7,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,11/22/2019 8:43:33 AM,,0.0,107.4,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,11/22/2019 8:58:33 AM,,0.0,154.9,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,11/22/2019 9:13:33 AM,,0.0,114.3,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,11/22/2019 9:28:33 AM,,0.0,153.8,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,11/22/2019 9:43:33 AM,,0.0,286.3,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/22/2019 9:58:33 AM,,0.0,181.7,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,11/22/2019 10:13:33 AM,,0.0,389.2,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/22/2019 10:28:33 AM,,0.0,285.5,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,11/22/2019 10:43:33 AM,,0.0,343.1,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/22/2019 10:58:33 AM,,0.0,412.6,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/22/2019 11:13:33 AM,,0.0,351.9,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/22/2019 11:28:33 AM,,0.0,684.9,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/22/2019 11:43:33 AM,,0.0,712.6,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/22/2019 11:58:33 AM,,0.0,483.7,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/22/2019 12:13:33 PM,,0.0,476.3,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/22/2019 12:28:33 PM,,0.0,784.5,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/22/2019 12:43:33 PM,,0.0,507.5,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/22/2019 12:58:33 PM,,0.0,586.0,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/22/2019 1:13:33 PM,,0.0,282.2,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,11/22/2019 1:28:33 PM,,0.0,537.1,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/22/2019 1:43:33 PM,,0.0,471.8,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/22/2019 1:58:33 PM,,0.0,402.3,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,11/22/2019 2:13:33 PM,,0.0,284.0,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,11/22/2019 2:28:33 PM,,0.0,217.9,0.000,0.00,1.00,0.00,71°,40°,-105°
SUM,11/22/2019 2:43:33 PM,,0.0,221.0,0.000,0.00,1.00,0.00,73°,40°,-105°
SUM,11/22/2019 2:58:33 PM,,0.0,148.2,0.000,0.00,1.00,0.00,75°,40°,-105°
SUM,11/22/2019 3:13:33 PM,,0.0,77.7,0.000,0.00,1.00,0.00,77°,40°,-105°
SUM,11/22/2019 3:28:33 PM,,0.0,78.4,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,11/22/2019 3:43:33 PM,,0.0,70.0,0.000,0.00,1.00,0.00,81°,40°,-105°
SUM,11/22/2019 3:58:33 PM,,0.0,36.2,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,11/22/2019 4:13:33 PM,,0.0,19.2,0.000,0.00,1.00,0.00,86°,40°,-105°
SUM,11/22/2019 4:28:33 PM,,0.0,6.0,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,11/22/2019 4:43:33 PM,,0.0,0.8,0.000,0.00,1.00,0.00,91°,40°,-105°
SUM,11/22/2019 4:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,11/22/2019 5:13:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,11/22/2019 5:28:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,99°,40°,-105°
SUM,11/22/2019 5:43:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,102°,40°,-105°
SUM,11/22/2019 5:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,11/22/2019 6:13:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
SUM,11/22/2019 6:28:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,111°,40°,-105°
SUM,11/22/2019 6:43:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,113°,40°,-105°
SUM,11/22/2019 6:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,116°,40°,-105°
SUM,11/22/2019 7:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,119°,40°,-105°
SUM,11/22/2019 7:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,122°,40°,-105°
SUM,11/22/2019 7:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,125°,40°,-105°
SUM,11/22/2019 7:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,128°,40°,-105°
SUM,11/22/2019 8:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,131°,40°,-105°
SUM,11/22/2019 8:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,133°,40°,-105°
SUM,11/22/2019 8:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,136°,40°,-105°
SUM,11/22/2019 8:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,139°,40°,-105°
SUM,11/22/2019 9:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,11/22/2019 9:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,144°,40°,-105°
SUM,11/22/2019 9:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,147°,40°,-105°
SUM,11/22/2019 9:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,149°,40°,-105°
SUM,11/22/2019 10:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,152°,40°,-105°
SUM,11/22/2019 10:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,11/22/2019 10:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,156°,40°,-105°
SUM,11/22/2019 10:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,157°,40°,-105°
SUM,11/22/2019 11:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,159°,40°,-105°
SUM,11/22/2019 11:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/22/2019 11:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/22/2019 11:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/23/2019 12:13:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,159°,40°,-105°
SUM,11/23/2019 12:28:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,158°,40°,-105°
SUM,11/23/2019 12:43:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,157°,40°,-105°
SUM,11/23/2019 12:58:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/23/2019 1:13:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,11/23/2019 1:28:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,11/23/2019 1:43:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,148°,40°,-105°
SUM,11/23/2019 1:58:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,146°,40°,-105°
SUM,11/23/2019 2:13:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,143°,40°,-105°
SUM,11/23/2019 2:28:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,140°,40°,-105°
SUM,11/23/2019 2:43:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,137°,40°,-105°
SUM,11/23/2019 2:58:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,135°,40°,-105°
SUM,11/23/2019 3:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,132°,40°,-105°
SUM,11/23/2019 3:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,11/23/2019 3:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,11/23/2019 3:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,11/23/2019 4:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,120°,40°,-105°
SUM,11/23/2019 4:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,118°,40°,-105°
SUM,11/23/2019 4:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,115°,40°,-105°
SUM,11/23/2019 4:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,11/23/2019 5:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,11/23/2019 5:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,11/23/2019 5:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,103°,40°,-105°
SUM,11/23/2019 5:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,101°,40°,-105°
SUM,11/23/2019 6:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,98°,40°,-105°
SUM,11/23/2019 6:28:33 AM,,0.0,0.4,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,11/23/2019 6:43:33 AM,,0.0,4.2,0.000,0.00,1.00,0.00,93°,40°,-105°
SUM,11/23/2019 6:58:33 AM,,0.0,20.8,0.000,0.00,1.00,0.00,90°,40°,-105°
SUM,11/23/2019 7:13:33 AM,,0.0,50.4,0.000,0.00,1.00,0.00,87°,40°,-105°
SUM,11/23/2019 7:28:33 AM,,0.0,85.8,0.000,0.00,1.00,0.00,85°,40°,-105°
SUM,11/23/2019 7:43:33 AM,,0.0,130.8,0.000,0.00,1.00,0.00,83°,40°,-105°
SUM,11/23/2019 7:58:33 AM,,0.0,155.8,0.000,0.00,1.00,0.00,80°,40°,-105°
SUM,11/23/2019 8:13:33 AM,,0.0,207.1,0.000,0.00,1.00,0.00,78°,40°,-105°
SUM,11/23/2019 8:28:33 AM,,0.0,285.5,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,11/23/2019 8:43:33 AM,,0.0,339.3,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,11/23/2019 8:58:33 AM,,0.0,384.4,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,11/23/2019 9:13:33 AM,,0.0,395.2,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,11/23/2019 9:28:33 AM,,0.0,411.4,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,11/23/2019 9:43:33 AM,,0.0,449.3,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,11/23/2019 9:58:33 AM,,0.0,471.4,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,11/23/2019 10:13:33 AM,,0.0,477.9,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/23/2019 10:28:33 AM,,0.0,509.9,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,11/23/2019 10:43:33 AM,,0.0,502.4,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/23/2019 10:58:33 AM,,0.0,517.0,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/23/2019 11:13:33 AM,,0.0,552.1,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/23/2019 11:28:33 AM,,0.0,607.7,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/23/2019 11:43:33 AM,,0.0,651.2,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/23/2019 11:58:33 AM,,0.0,664.7,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/23/2019 12:13:33 PM,,0.0,669.2,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/23/2019 12:28:33 PM,,0.0,637.7,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/23/2019 12:43:33 PM,,0.0,603.1,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/23/2019 12:58:33 PM,,0.0,571.6,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/23/2019 1:13:33 PM,,0.0,548.9,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,11/23/2019 1:28:33 PM,,0.0,528.0,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,11/23/2019 1:43:33 PM,,0.0,458.1,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/23/2019 1:58:33 PM,,0.0,357.2,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,11/23/2019 2:13:33 PM,,0.0,237.2,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,11/23/2019 2:28:33 PM,,0.0,211.0,0.000,0.00,1.00,0.00,71°,40°,-105°
SUM,11/23/2019 2:43:33 PM,,0.0,225.6,0.000,0.00,1.00,0.00,73°,40°,-105°
SUM,11/23/2019 2:58:33 PM,,0.0,205.4,0.000,0.00,1.00,0.00,75°,40°,-105°
SUM,11/23/2019 3:13:33 PM,,0.0,143.0,0.000,0.00,1.00,0.00,77°,40°,-105°
SUM,11/23/2019 3:28:33 PM,,0.0,117.0,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,11/23/2019 3:43:33 PM,,0.0,82.3,0.000,0.00,1.00,0.00,82°,40°,-105°
SUM,11/23/2019 3:58:33 PM,,0.0,32.8,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,11/23/2019 4:13:33 PM,,0.0,19.3,0.000,0.00,1.00,0.00,86°,40°,-105°
SUM,11/23/2019 4:28:33 PM,,0.0,6.5,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,11/23/2019 4:43:33 PM,,0.0,0.9,0.000,0.00,1.00,0.00,91°,40°,-105°
SUM,11/23/2019 4:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,11/23/2019 5:13:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,11/23/2019 5:28:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,99°,40°,-105°
SUM,11/23/2019 5:43:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,102°,40°,-105°
SUM,11/23/2019 5:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,11/23/2019 6:13:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
SUM,11/23/2019 6:28:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,111°,40°,-105°
SUM,11/23/2019 6:43:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,113°,40°,-105°
SUM,11/23/2019 6:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,116°,40°,-105°
SUM,11/23/2019 7:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,119°,40°,-105°
SUM,11/23/2019 7:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,122°,40°,-105°
SUM,11/23/2019 7:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,125°,40°,-105°
SUM,11/23/2019 7:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,128°,40°,-105°
SUM,11/23/2019 8:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,131°,40°,-105°
SUM,11/23/2019 8:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,133°,40°,-105°
SUM,11/23/2019 8:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,136°,40°,-105°
SUM,11/23/2019 8:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,139°,40°,-105°
SUM,11/23/2019 9:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,142°,40°,-105°
SUM,11/23/2019 9:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,144°,40°,-105°
SUM,11/23/2019 9:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,147°,40°,-105°
SUM,11/23/2019 9:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,150°,40°,-105°
SUM,11/23/2019 10:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,152°,40°,-105°
SUM,11/23/2019 10:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,154°,40°,-105°
SUM,11/23/2019 10:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,156°,40°,-105°
SUM,11/23/2019 10:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,158°,40°,-105°
SUM,11/23/2019 11:13:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,159°,40°,-105°
SUM,11/23/2019 11:28:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/23/2019 11:43:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/23/2019 11:58:33 PM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/24/2019 12:13:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,160°,40°,-105°
SUM,11/24/2019 12:28:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,158°,40°,-105°
SUM,11/24/2019 12:43:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,157°,40°,-105°
SUM,11/24/2019 12:58:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,155°,40°,-105°
SUM,11/24/2019 1:13:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,153°,40°,-105°
SUM,11/24/2019 1:28:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,151°,40°,-105°
SUM,11/24/2019 1:43:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,148°,40°,-105°
SUM,11/24/2019 1:58:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,146°,40°,-105°
SUM,11/24/2019 2:13:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,143°,40°,-105°
SUM,11/24/2019 2:28:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,140°,40°,-105°
SUM,11/24/2019 2:43:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,138°,40°,-105°
SUM,11/24/2019 2:58:33 AM,,0.0,0.0,0.000,0.00,1.00,0.00,135°,40°,-105°
SUM,11/24/2019 3:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,132°,40°,-105°
SUM,11/24/2019 3:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,129°,40°,-105°
SUM,11/24/2019 3:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,126°,40°,-105°
SUM,11/24/2019 3:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,123°,40°,-105°
SUM,11/24/2019 4:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,121°,40°,-105°
SUM,11/24/2019 4:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,118°,40°,-105°
SUM,11/24/2019 4:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,115°,40°,-105°
SUM,11/24/2019 4:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,112°,40°,-105°
SUM,11/24/2019 5:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,109°,40°,-105°
SUM,11/24/2019 5:28:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,106°,40°,-105°
SUM,11/24/2019 5:43:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,104°,40°,-105°
SUM,11/24/2019 5:58:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,101°,40°,-105°
SUM,11/24/2019 6:13:33 AM,,0.0,0.1,0.000,0.00,1.00,0.00,98°,40°,-105°
SUM,11/24/2019 6:28:33 AM,,0.0,0.3,0.000,0.00,1.00,0.00,95°,40°,-105°
SUM,11/24/2019 6:43:33 AM,,0.0,2.7,0.000,0.00,1.00,0.00,93°,40°,-105°
SUM,11/24/2019 6:58:33 AM,,0.0,14.2,0.000,0.00,1.00,0.00,90°,40°,-105°
SUM,11/24/2019 7:13:33 AM,,0.0,18.5,0.000,0.00,1.00,0.00,88°,40°,-105°
SUM,11/24/2019 7:28:33 AM,,0.0,34.6,0.000,0.00,1.00,0.00,85°,40°,-105°
SUM,11/24/2019 7:43:33 AM,,0.0,50.7,0.000,0.00,1.00,0.00,83°,40°,-105°
SUM,11/24/2019 7:58:33 AM,,0.0,62.6,0.000,0.00,1.00,0.00,80°,40°,-105°
SUM,11/24/2019 8:13:33 AM,,0.0,63.1,0.000,0.00,1.00,0.00,78°,40°,-105°
SUM,11/24/2019 8:28:33 AM,,0.0,123.9,0.000,0.00,1.00,0.00,76°,40°,-105°
SUM,11/24/2019 8:43:33 AM,,0.0,229.4,0.000,0.00,1.00,0.00,74°,40°,-105°
SUM,11/24/2019 8:58:33 AM,,0.0,415.1,0.000,0.00,1.00,0.00,72°,40°,-105°
SUM,11/24/2019 9:13:33 AM,,0.0,361.2,0.000,0.00,1.00,0.00,70°,40°,-105°
SUM,11/24/2019 9:28:33 AM,,0.0,292.9,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,11/24/2019 9:43:33 AM,,0.0,277.8,0.000,0.00,1.00,0.00,67°,40°,-105°
SUM,11/24/2019 9:58:33 AM,,0.0,475.6,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,11/24/2019 10:13:33 AM,,0.0,496.7,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/24/2019 10:28:33 AM,,0.0,520.2,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,11/24/2019 10:43:33 AM,,0.0,510.2,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/24/2019 10:58:33 AM,,0.0,537.6,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/24/2019 11:13:33 AM,,0.0,505.0,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/24/2019 11:28:33 AM,,0.0,618.3,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/24/2019 11:43:33 AM,,0.0,652.8,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/24/2019 11:58:33 AM,,0.0,671.8,0.000,0.00,1.00,0.00,60°,40°,-105°
SUM,11/24/2019 12:13:33 PM,,0.0,669.6,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/24/2019 12:28:33 PM,,0.0,631.3,0.000,0.00,1.00,0.00,61°,40°,-105°
SUM,11/24/2019 12:43:33 PM,,0.0,552.1,0.000,0.00,1.00,0.00,62°,40°,-105°
SUM,11/24/2019 12:58:33 PM,,0.0,577.3,0.000,0.00,1.00,0.00,63°,40°,-105°
SUM,11/24/2019 1:13:33 PM,,0.0,554.6,0.000,0.00,1.00,0.00,64°,40°,-105°
SUM,11/24/2019 1:28:33 PM,,0.0,533.9,0.000,0.00,1.00,0.00,65°,40°,-105°
SUM,11/24/2019 1:43:33 PM,,0.0,425.5,0.000,0.00,1.00,0.00,66°,40°,-105°
SUM,11/24/2019 1:58:33 PM,,0.0,298.0,0.000,0.00,1.00,0.00,68°,40°,-105°
SUM,11/24/2019 2:13:33 PM,,0.0,120.3,0.000,0.00,1.00,0.00,69°,40°,-105°
SUM,11/24/2019 2:28:33 PM,,0.0,227.5,0.000,0.00,1.00,0.00,71°,40°,-105°
SUM,11/24/2019 2:43:33 PM,,0.0,225.5,0.000,0.00,1.00,0.00,73°,40°,-105°
SUM,11/24/2019 2:58:33 PM,,0.0,200.9,0.000,0.00,1.00,0.00,75°,40°,-105°
SUM,11/24/2019 3:13:33 PM,,0.0,130.9,0.000,0.00,1.00,0.00,77°,40°,-105°
SUM,11/24/2019 3:28:33 PM,,0.0,140.6,0.000,0.00,1.00,0.00,79°,40°,-105°
SUM,11/24/2019 3:43:33 PM,,0.0,94.9,0.000,0.00,1.00,0.00,82°,40°,-105°
SUM,11/24/2019 3:58:33 PM,,0.0,38.3,0.000,0.00,1.00,0.00,84°,40°,-105°
SUM,11/24/2019 4:13:33 PM,,0.0,19.2,0.000,0.00,1.00,0.00,86°,40°,-105°
SUM,11/24/2019 4:28:33 PM,,0.0,5.9,0.000,0.00,1.00,0.00,89°,40°,-105°
SUM,11/24/2019 4:43:33 PM,,0.0,0.7,0.000,0.00,1.00,0.00,92°,40°,-105°
SUM,11/24/2019 4:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,94°,40°,-105°
SUM,11/24/2019 5:13:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,97°,40°,-105°
SUM,11/24/2019 5:28:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,100°,40°,-105°
SUM,11/24/2019 5:43:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,102°,40°,-105°
SUM,11/24/2019 5:58:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,105°,40°,-105°
SUM,11/24/2019 6:13:33 PM,,0.0,0.1,0.000,0.00,1.00,0.00,108°,40°,-105°
