millis,stamp,datetime,diff01x,diff23x,diff01y,diff23y,Temp1C,Temp2C,BattVolt,BoostVolt
89831999,1565805625," ""2019/8/14 18:0:25""",585.63,587.69,594.25,591.56,27,26.94,13.25,23.8
89832999,1565805626," ""2019/8/14 18:0:26""",585.44,587.5,594.13,591.38,27,26.94,13.23,23.8
89834000,1565805627," ""2019/8/14 18:0:27""",585.31,587.31,594.06,591.19,27,26.94,13.34,23.8
89834999,1565805628," ""2019/8/14 18:0:28""",585.13,587.13,593.94,591.06,27,26.94,13.39,23.8
89836000,1565805629," ""2019/8/14 18:0:29""",585,587,593.81,590.94,27,26.94,13.3,23.8
89836999,1565805630," ""2019/8/14 18:0:30""",584.88,586.88,593.69,590.75,27,26.94,13.4,23.8
89838000,1565805631," ""2019/8/14 18:0:31""",584.75,586.69,593.56,590.56,27,26.94,13.39,23.8
89838999,1565805632," ""2019/8/14 18:0:32""",584.63,586.56,593.5,590.44,27,26.94,13.23,23.8
89840000,1565805633," ""2019/8/14 18:0:33""",584.5,586.44,593.38,590.25,27,26.94,13.3,23.8
89841000,1565805634," ""2019/8/14 18:0:34""",584.44,586.31,593.31,590.13,27,26.94,13.43,23.8
89841999,1565805635," ""2019/8/14 18:0:35""",584.38,586.19,593.19,589.94,27,26.94,13.42,23.8
89843000,1565805636," ""2019/8/14 18:0:36""",584.25,586.06,593.13,589.88,27,26.94,13.43,23.8
89843999,1565805637," ""2019/8/14 18:0:37""",584.19,585.94,593,589.69,27,26.94,13.3,23.8
89845000,1565805638," ""2019/8/14 18:0:38""",584.06,585.88,593,589.56,27,26.94,13.4,23.8
89845999,1565805639," ""2019/8/14 18:0:39""",584,585.75,592.88,589.44,27,26.94,13.4,23.8
89847000,1565805640," ""2019/8/14 18:0:40""",583.88,585.69,592.81,589.31,27,26.94,13.4,23.8
89847999,1565805641," ""2019/8/14 18:0:41""",583.81,585.56,592.75,589.19,27,26.94,13.37,23.8
93408998,1565809201," ""2019/8/14 19:0:1""",609.13,611.31,617.5,615,27,26.94,13.37,23.8
93409999,1565809202," ""2019/8/14 19:0:2""",603.19,605.13,611.19,608.81,25.19,25.12,13.31,23.8
93411000,1565809203," ""2019/8/14 19:0:3""",599.63,601.5,607.5,605.25,25.19,25.12,13.28,23.8
93411999,1565809204," ""2019/8/14 19:0:4""",597.13,599,604.94,602.81,25.25,25.12,13.3,23.8
93413000,1565809205," ""2019/8/14 19:0:5""",595.25,597.13,603.06,601.06,25.25,25.19,13.4,23.8
93413999,1565809206," ""2019/8/14 19:0:6""",593.75,595.69,601.5,599.63,25.25,25.19,13.36,23.8
93415000,1565809207," ""2019/8/14 19:0:7""",592.56,594.5,600.38,598.44,25.25,25.19,13.34,23.8
93415999,1565809208," ""2019/8/14 19:0:8""",591.56,593.5,599.38,597.5,25.25,25.19,13.33,23.8
93416999,1565809209," ""2019/8/14 19:0:9""",590.69,592.63,598.63,596.69,25.25,25.19,13.28,23.8
93418000,1565809210," ""2019/8/14 19:0:10""",590,591.94,597.94,595.94,25.25,25.19,13.23,23.8
93418999,1565809211," ""2019/8/14 19:0:11""",589.31,591.31,597.38,595.38,25.25,25.19,13.39,23.8
93420000,1565809212," ""2019/8/14 19:0:12""",588.81,590.69,596.88,594.81,25.25,25.19,13.4,23.8
93420999,1565809213," ""2019/8/14 19:0:13""",588.25,590.19,596.44,594.31,25.25,25.19,13.2,23.8
93422000,1565809214," ""2019/8/14 19:0:14""",587.81,589.75,596.06,593.88,25.25,25.19,13.36,23.8
93422999,1565809215," ""2019/8/14 19:0:15""",587.38,589.31,595.75,593.44,25.25,25.19,13.27,23.8
93424000,1565809216," ""2019/8/14 19:0:16""",587.06,588.94,595.38,593.06,25.25,25.19,13.19,23.8
93425000,1565809217," ""2019/8/14 19:0:17""",586.69,588.63,595.13,592.75,25.25,25.19,13.34,23.8
93425999,1565809218," ""2019/8/14 19:0:18""",586.38,588.38,594.88,592.44,25.25,25.19,13.25,23.8
93427000,1565809219," ""2019/8/14 19:0:19""",586.13,588.13,594.69,592.13,25.25,25.19,13.25,23.8
93427999,1565809220," ""2019/8/14 19:0:20""",585.88,587.94,594.5,591.94,25.25,25.19,13.34,23.8
93429000,1565809221," ""2019/8/14 19:0:21""",585.63,587.75,594.25,591.63,25.25,25.19,13.25,23.8
93429999,1565809222," ""2019/8/14 19:0:22""",585.38,587.5,594.13,591.44,25.25,25.19,13.31,23.8
93431000,1565809223," ""2019/8/14 19:0:23""",585.19,587.38,593.94,591.19,25.25,25.19,13.19,23.8
93431999,1565809224," ""2019/8/14 19:0:24""",585,587.19,593.75,591,25.25,25.19,13.37,23.8
93432999,1565809225," ""2019/8/14 19:0:25""",584.81,587,593.63,590.75,25.25,25.19,13.17,23.8
93434000,1565809226," ""2019/8/14 19:0:26""",584.63,586.88,593.5,590.56,25.25,25.19,13.34,23.8
93434999,1565809227," ""2019/8/14 19:0:27""",584.5,586.75,593.38,590.44,25.25,25.25,13.31,23.8
93436000,1565809228," ""2019/8/14 19:0:28""",584.31,586.56,593.25,590.19,25.25,25.19,13.36,23.8
93436999,1565809229," ""2019/8/14 19:0:29""",584.19,586.44,593.13,590.06,25.25,25.19,13.23,23.8
93438000,1565809230," ""2019/8/14 19:0:30""",584.06,586.31,593,589.94,25.25,25.25,13.33,23.8
93438999,1565809231," ""2019/8/14 19:0:31""",583.94,586.19,592.88,589.81,25.25,25.19,13.28,23.8
93440000,1565809232," ""2019/8/14 19:0:32""",583.81,586.06,592.81,589.69,25.25,25.19,13.25,23.8
93441000,1565809233," ""2019/8/14 19:0:33""",583.69,585.94,592.69,589.5,25.25,25.19,13.16,23.8
93441999,1565809234," ""2019/8/14 19:0:34""",583.56,585.81,592.63,589.38,25.25,25.19,13.19,23.8
93443000,1565809235," ""2019/8/14 19:0:35""",583.44,585.69,592.56,589.25,25.25,25.19,13.3,23.8
93443999,1565809236," ""2019/8/14 19:0:36""",583.38,585.56,592.44,589.06,25.25,25.25,13.23,23.8
93445000,1565809237," ""2019/8/14 19:0:37""",583.25,585.44,592.38,588.94,25.25,25.25,13.36,23.8
93445999,1565809238," ""2019/8/14 19:0:38""",583.19,585.38,592.25,588.88,25.25,25.25,13.23,23.8
93447000,1565809239," ""2019/8/14 19:0:39""",583.13,585.25,592.25,588.69,25.25,25.25,13.33,23.8
93447999,1565809240," ""2019/8/14 19:0:40""",583.06,585.19,592.13,588.56,25.31,25.19,13.22,23.8
93448999,1565809241," ""2019/8/14 19:0:41""",582.94,585.06,592.06,588.44,25.31,25.25,13.31,23.8
97009999,1565812801," ""2019/8/14 20:0:1""",608.31,610.44,616.81,614.38,25.31,25.25,13.39,23.8
97011000,1565812802," ""2019/8/14 20:0:2""",602.25,604.13,610.38,608,22.5,22.5,13.3,23.8
97011999,1565812803," ""2019/8/14 20:0:3""",598.63,600.44,606.56,604.44,22.56,22.5,13.23,23.8
97013000,1565812804," ""2019/8/14 20:0:4""",596.06,598,604,601.94,22.56,22.5,13.16,23.8
97013999,1565812805," ""2019/8/14 20:0:5""",594.19,596.06,602.06,600.13,22.56,22.5,13.19,23.8
97015000,1565812806," ""2019/8/14 20:0:6""",592.63,594.56,600.56,598.75,22.56,22.5,13.14,23.8
97015999,1565812807," ""2019/8/14 20:0:7""",591.44,593.38,599.44,597.56,22.56,22.5,13.22,23.8
97016999,1565812808," ""2019/8/14 20:0:8""",590.38,592.38,598.38,596.56,22.56,22.5,13.36,23.8
97018000,1565812809," ""2019/8/14 20:0:9""",589.5,591.56,597.63,595.75,22.56,22.5,13.19,23.8
97018999,1565812810," ""2019/8/14 20:0:10""",588.75,590.81,596.94,595,22.56,22.56,13.22,23.8
97020000,1565812811," ""2019/8/14 20:0:11""",588.13,590.25,596.38,594.44,22.56,22.56,13.23,23.8
97020999,1565812812," ""2019/8/14 20:0:12""",587.56,589.63,595.88,593.88,22.56,22.56,13.23,23.8
97022000,1565812813," ""2019/8/14 20:0:13""",587.13,589.19,595.44,593.38,22.56,22.56,13.2,23.8
97022999,1565812814," ""2019/8/14 20:0:14""",586.63,588.75,595.06,592.94,22.56,22.56,13.19,23.8
97024000,1565812815," ""2019/8/14 20:0:15""",586.19,588.31,594.69,592.56,22.56,22.56,13.3,23.8
97025000,1565812816," ""2019/8/14 20:0:16""",585.88,587.94,594.44,592.19,22.56,22.56,13.13,23.8
97025999,1565812817," ""2019/8/14 20:0:17""",585.56,587.63,594.13,591.88,22.56,22.56,13.17,23.8
97027000,1565812818," ""2019/8/14 20:0:18""",585.25,587.31,593.88,591.56,22.56,22.56,13.16,23.8
97027998,1565812819," ""2019/8/14 20:0:19""",585,587,593.63,591.31,22.56,22.56,13.11,23.8
97029000,1565812820," ""2019/8/14 20:0:20""",584.75,586.75,593.44,591.06,22.56,22.56,13.22,23.8
97029999,1565812821," ""2019/8/14 20:0:21""",584.5,586.5,593.25,590.81,22.62,22.56,13.19,23.8
97031000,1565812822," ""2019/8/14 20:0:22""",584.31,586.25,593.06,590.56,22.62,22.56,13.17,23.8
97031999,1565812823," ""2019/8/14 20:0:23""",584.13,586.06,592.94,590.38,22.62,22.56,13.23,23.8
97032998,1565812824," ""2019/8/14 20:0:24""",583.94,585.88,592.75,590.19,22.62,22.56,13.11,23.8
97034000,1565812825," ""2019/8/14 20:0:25""",583.69,585.63,592.63,589.94,22.62,22.56,13.28,23.8
97034999,1565812826," ""2019/8/14 20:0:26""",583.56,585.5,592.44,589.81,22.62,22.56,13.27,23.8
97036000,1565812827," ""2019/8/14 20:0:27""",583.38,585.31,592.31,589.56,22.62,22.56,13.17,23.8
97036999,1565812828," ""2019/8/14 20:0:28""",583.25,585.13,592.19,589.38,22.62,22.56,13.22,23.8
97037999,1565812829," ""2019/8/14 20:0:29""",583.13,585,592.06,589.19,22.62,22.56,13.28,23.8
97038999,1565812830," ""2019/8/14 20:0:30""",583,584.81,591.94,589.06,22.62,22.56,13.31,23.8
97040000,1565812831," ""2019/8/14 20:0:31""",582.88,584.69,591.88,588.88,22.62,22.56,13.2,23.8
97041000,1565812832," ""2019/8/14 20:0:32""",582.75,584.56,591.75,588.75,22.62,22.56,13.19,23.8
97041999,1565812833," ""2019/8/14 20:0:33""",582.63,584.38,591.63,588.63,22.62,22.56,13.2,23.8
97042999,1565812834," ""2019/8/14 20:0:34""",582.56,584.31,591.56,588.44,22.62,22.56,13.17,23.8
97043999,1565812835," ""2019/8/14 20:0:35""",582.44,584.19,591.5,588.31,22.62,22.56,13.22,23.8
97045000,1565812836," ""2019/8/14 20:0:36""",582.38,584.06,591.38,588.19,22.62,22.56,13.33,23.8
97045999,1565812837," ""2019/8/14 20:0:37""",582.19,583.94,591.31,588.06,22.62,22.56,13.33,23.8
97047000,1565812838," ""2019/8/14 20:0:38""",582.13,583.81,591.25,587.94,22.62,22.56,13.3,23.8
97047998,1565812839," ""2019/8/14 20:0:39""",582.06,583.69,591.19,587.88,22.62,22.56,13.16,23.8
97048999,1565812840," ""2019/8/14 20:0:40""",581.94,583.63,591.06,587.69,22.62,22.56,13.16,23.8
97050000,1565812841," ""2019/8/14 20:0:41""",581.88,583.56,591,587.56,22.62,22.56,13.31,23.8
100611999,1565816401," ""2019/8/14 21:0:1""",607.69,609.75,616.31,613.81,22.62,22.56,13.14,23.8
100613000,1565816402," ""2019/8/14 21:0:2""",601.56,603.31,609.75,607.38,20.75,20.69,13.16,23.8
100613998,1565816403," ""2019/8/14 21:0:3""",597.88,599.63,605.94,603.75,20.75,20.75,13.13,23.8
100615000,1565816404," ""2019/8/14 21:0:4""",595.31,597.13,603.38,601.25,20.75,20.75,13.3,23.8
100615999,1565816405," ""2019/8/14 21:0:5""",593.38,595.25,601.38,599.5,20.75,20.75,13.13,23.8
100616999,1565816406," ""2019/8/14 21:0:6""",591.88,593.69,599.88,598,20.75,20.75,13.22,23.8
100618000,1565816407," ""2019/8/14 21:0:7""",590.63,592.44,598.75,596.81,20.75,20.75,13.2,23.8
100618998,1565816408," ""2019/8/14 21:0:8""",589.63,591.44,597.69,595.81,20.75,20.75,13.17,23.8
100620000,1565816409," ""2019/8/14 21:0:9""",588.75,590.56,596.94,595,20.75,20.75,13.31,23.8
100620999,1565816410," ""2019/8/14 21:0:10""",588,589.88,596.19,594.25,20.75,20.75,13.13,23.8
100622000,1565816411," ""2019/8/14 21:0:11""",587.38,589.19,595.63,593.63,20.75,20.75,13.3,23.8
100622999,1565816412," ""2019/8/14 21:0:12""",586.81,588.69,595.13,593.06,20.75,20.75,13.13,23.8
100623998,1565816413," ""2019/8/14 21:0:13""",586.25,588.19,594.69,592.56,20.75,20.75,13.14,23.8
100625000,1565816414," ""2019/8/14 21:0:14""",585.81,587.81,594.31,592.06,20.75,20.75,13.2,23.8
100625999,1565816415," ""2019/8/14 21:0:15""",585.38,587.44,594,591.69,20.75,20.75,13.31,23.8
100627000,1565816416," ""2019/8/14 21:0:16""",585,587.06,593.69,591.31,20.75,20.75,13.25,23.8
100627999,1565816417," ""2019/8/14 21:0:17""",584.69,586.75,593.38,591.06,20.75,20.75,13.13,23.8
100628999,1565816418," ""2019/8/14 21:0:18""",584.31,586.5,593.13,590.69,20.81,20.75,13.13,23.8
100629999,1565816419," ""2019/8/14 21:0:19""",584.06,586.19,592.88,590.44,20.81,20.75,13.25,23.8
100631000,1565816420," ""2019/8/14 21:0:20""",583.81,585.94,592.69,590.13,20.81,20.75,13.23,23.8
100631999,1565816421," ""2019/8/14 21:0:21""",583.56,585.69,592.5,589.94,20.81,20.75,13.17,23.8
100632999,1565816422," ""2019/8/14 21:0:22""",583.31,585.5,592.31,589.69,20.81,20.81,13.3,23.8
100633999,1565816423," ""2019/8/14 21:0:23""",583.13,585.25,592.13,589.5,20.81,20.81,13.08,23.8
100634999,1565816424," ""2019/8/14 21:0:24""",582.94,585.06,592,589.31,20.81,20.81,13.27,23.8
100636000,1565816425," ""2019/8/14 21:0:25""",582.75,584.94,591.81,589.13,20.81,20.81,13.22,23.8
100636999,1565816426," ""2019/8/14 21:0:26""",582.56,584.69,591.69,588.94,20.81,20.81,13.25,23.8
100638000,1565816427," ""2019/8/14 21:0:27""",582.44,584.56,591.56,588.75,20.81,20.81,13.11,23.8
100638998,1565816428," ""2019/8/14 21:0:28""",582.25,584.38,591.44,588.63,20.81,20.81,13.14,23.8
100640000,1565816429," ""2019/8/14 21:0:29""",582.19,584.25,591.31,588.44,20.81,20.81,13.08,23.8
100641000,1565816430," ""2019/8/14 21:0:30""",582,584.06,591.25,588.25,20.81,20.81,13.27,23.8
100641999,1565816431," ""2019/8/14 21:0:31""",581.88,583.94,591.13,588.13,20.81,20.81,13.25,23.8
100643000,1565816432," ""2019/8/14 21:0:32""",581.81,583.81,591,588,20.81,20.81,13.1,23.8
100643998,1565816433," ""2019/8/14 21:0:33""",581.69,583.69,590.94,587.81,20.81,20.81,13.1,23.8
100645000,1565816434," ""2019/8/14 21:0:34""",581.56,583.56,590.81,587.69,20.81,20.81,13.2,23.8
100645999,1565816435," ""2019/8/14 21:0:35""",581.44,583.44,590.69,587.5,20.81,20.81,13.27,23.8
100647000,1565816436," ""2019/8/14 21:0:36""",581.38,583.31,590.63,587.38,20.81,20.81,13.11,23.8
100647999,1565816437," ""2019/8/14 21:0:37""",581.31,583.13,590.63,587.25,20.81,20.81,13.07,23.8
100648999,1565816438," ""2019/8/14 21:0:38""",581.19,583.06,590.44,587.13,20.81,20.81,13.07,23.8
100650000,1565816439," ""2019/8/14 21:0:39""",581.06,582.94,590.38,587,20.81,20.81,13.28,23.8
100650999,1565816440," ""2019/8/14 21:0:40""",581,582.81,590.31,586.88,20.81,20.81,13.25,23.8
100652000,1565816441," ""2019/8/14 21:0:41""",580.94,582.75,590.25,586.75,20.81,20.81,13.27,23.8
104213000,1565820001," ""2019/8/14 22:0:1""",607.38,609.38,616.06,613.69,20.81,20.81,13.19,23.8
104213999,1565820002," ""2019/8/14 22:0:2""",601.31,603.06,609.56,607.25,20.25,20.25,13.2,23.8
104215000,1565820003," ""2019/8/14 22:0:3""",597.63,599.31,605.81,603.56,20.25,20.25,13.28,23.8
104215999,1565820004," ""2019/8/14 22:0:4""",595.13,596.81,603.19,601.06,20.25,20.25,13.13,23.8
104216999,1565820005," ""2019/8/14 22:0:5""",593.19,594.88,601.25,599.19,20.25,20.25,13.19,23.8
104218000,1565820006," ""2019/8/14 22:0:6""",591.63,593.38,599.75,597.69,20.25,20.25,13.31,23.8
104218999,1565820007," ""2019/8/14 22:0:7""",590.38,592.13,598.56,596.5,20.31,20.25,13.13,23.8
104220000,1565820008," ""2019/8/14 22:0:8""",589.38,591.13,597.56,595.44,20.31,20.25,13.3,23.8
104220999,1565820009," ""2019/8/14 22:0:9""",588.5,590.31,596.75,594.63,20.31,20.31,13.08,23.8
104222000,1565820010," ""2019/8/14 22:0:10""",587.81,589.56,596.06,593.88,20.31,20.25,13.22,23.8
104222999,1565820011," ""2019/8/14 22:0:11""",587.13,588.94,595.5,593.25,20.31,20.25,13.1,23.8
104224000,1565820012," ""2019/8/14 22:0:12""",586.56,588.38,594.94,592.69,20.31,20.25,13.25,23.8
104225000,1565820013," ""2019/8/14 22:0:13""",586,587.88,594.5,592.19,20.31,20.31,13.27,23.8
104225999,1565820014," ""2019/8/14 22:0:14""",585.56,587.44,594.13,591.75,20.31,20.31,13.28,23.8
104227000,1565820015," ""2019/8/14 22:0:15""",585.13,587.06,593.81,591.31,20.31,20.31,13.16,23.8
104227999,1565820016," ""2019/8/14 22:0:16""",584.81,586.75,593.5,590.94,20.31,20.31,13.1,23.8
104229000,1565820017," ""2019/8/14 22:0:17""",584.44,586.44,593.25,590.63,20.31,20.31,13.13,23.8
104229999,1565820018," ""2019/8/14 22:0:18""",584.13,586.19,592.94,590.31,20.31,20.31,13.07,23.8
104231000,1565820019," ""2019/8/14 22:0:19""",583.81,585.94,592.75,590,20.31,20.31,13.07,23.8
104231999,1565820020," ""2019/8/14 22:0:20""",583.56,585.69,592.5,589.75,20.31,20.31,13.23,23.8
104232999,1565820021," ""2019/8/14 22:0:21""",583.31,585.44,592.31,589.56,20.31,20.31,13.11,23.8
104234000,1565820022," ""2019/8/14 22:0:22""",583.06,585.25,592.19,589.31,20.31,20.31,13.07,23.8
104234999,1565820023," ""2019/8/14 22:0:23""",582.88,585.06,592,589.13,20.31,20.31,13.11,23.8
104236000,1565820024," ""2019/8/14 22:0:24""",582.69,584.88,591.81,588.94,20.31,20.31,13.16,23.8
104236999,1565820025," ""2019/8/14 22:0:25""",582.5,584.69,591.69,588.75,20.31,20.31,13.13,23.8
104237999,1565820026," ""2019/8/14 22:0:26""",582.31,584.5,591.56,588.56,20.31,20.31,13.05,23.8
104238999,1565820027," ""2019/8/14 22:0:27""",582.13,584.31,591.44,588.44,20.31,20.31,13.2,23.8
104240000,1565820028," ""2019/8/14 22:0:28""",582,584.13,591.31,588.25,20.31,20.31,13.11,23.8
104241000,1565820029," ""2019/8/14 22:0:29""",581.88,584,591.13,588.06,20.31,20.31,13.11,23.8
104241999,1565820030," ""2019/8/14 22:0:30""",581.75,583.88,591.06,587.94,20.31,20.31,13.05,23.8
104243000,1565820031," ""2019/8/14 22:0:31""",581.63,583.69,590.94,587.81,20.31,20.31,13.14,23.8
104243999,1565820032," ""2019/8/14 22:0:32""",581.5,583.56,590.81,587.63,20.31,20.31,13.11,23.8
104245000,1565820033," ""2019/8/14 22:0:33""",581.31,583.44,590.75,587.5,20.37,20.31,13.16,23.8
104245999,1565820034," ""2019/8/14 22:0:34""",581.25,583.31,590.63,587.38,20.31,20.31,13.13,23.8
104247000,1565820035," ""2019/8/14 22:0:35""",581.13,583.19,590.56,587.25,20.31,20.31,13.23,23.8
104247999,1565820036," ""2019/8/14 22:0:36""",581.06,583.13,590.5,587.13,20.31,20.31,13.16,23.8
104248999,1565820037," ""2019/8/14 22:0:37""",580.94,582.94,590.38,587,20.37,20.31,13.25,23.8
104250000,1565820038," ""2019/8/14 22:0:38""",580.88,582.81,590.31,586.88,20.37,20.31,13.23,23.8
104250999,1565820039," ""2019/8/14 22:0:39""",580.81,582.75,590.25,586.75,20.37,20.31,13.04,23.8
104252000,1565820040," ""2019/8/14 22:0:40""",580.69,582.63,590.13,586.63,20.37,20.31,13.1,23.8
104252999,1565820041," ""2019/8/14 22:0:41""",580.56,582.56,590.06,586.56,20.37,20.31,13.22,23.8
107813999,1565823601," ""2019/8/14 23:0:1""",607.06,609.06,615.81,613.5,20.37,20.31,13.08,23.8
107815000,1565823602," ""2019/8/14 23:0:2""",600.88,602.56,609.25,606.94,19.31,19.31,13.14,23.8
107815999,1565823603," ""2019/8/14 23:0:3""",597.25,598.88,605.5,603.31,19.37,19.37,13.19,23.8
107816999,1565823604," ""2019/8/14 23:0:4""",594.69,596.38,602.88,600.75,19.37,19.37,13.28,23.8
107818000,1565823605," ""2019/8/14 23:0:5""",592.69,594.44,600.88,598.88,19.37,19.37,13.17,23.8
107818999,1565823606," ""2019/8/14 23:0:6""",591.19,592.94,599.38,597.44,19.37,19.37,13.19,23.8
107820000,1565823607," ""2019/8/14 23:0:7""",589.94,591.69,598.19,596.25,19.37,19.37,13.25,23.8
107820999,1565823608," ""2019/8/14 23:0:8""",588.94,590.69,597.25,595.19,19.37,19.37,13.05,23.8
107822000,1565823609," ""2019/8/14 23:0:9""",588.06,589.88,596.38,594.31,19.37,19.37,13.25,23.8
107822998,1565823610," ""2019/8/14 23:0:10""",587.31,589.13,595.69,593.63,19.37,19.37,13.08,23.8
107824000,1565823611," ""2019/8/14 23:0:11""",586.63,588.44,595.13,593,19.37,19.37,13.07,23.8
107825000,1565823612," ""2019/8/14 23:0:12""",586.06,587.94,594.63,592.38,19.37,19.37,13.07,23.8
107825999,1565823613," ""2019/8/14 23:0:13""",585.63,587.38,594.19,591.94,19.37,19.37,13.11,23.8
107827000,1565823614," ""2019/8/14 23:0:14""",585.13,586.94,593.75,591.5,19.37,19.37,13.07,23.8
107827998,1565823615," ""2019/8/14 23:0:15""",584.75,586.56,593.44,591.06,19.37,19.37,13.27,23.8
107829000,1565823616," ""2019/8/14 23:0:16""",584.38,586.19,593.13,590.69,19.37,19.37,13.23,23.8
107829999,1565823617," ""2019/8/14 23:0:17""",584,585.81,592.88,590.38,19.37,19.37,13.02,23.8
107831000,1565823618," ""2019/8/14 23:0:18""",583.69,585.63,592.63,590.06,19.37,19.37,13.13,23.8
107831999,1565823619," ""2019/8/14 23:0:19""",583.44,585.31,592.38,589.75,19.37,19.37,13.17,23.8
107832998,1565823620," ""2019/8/14 23:0:20""",583.13,585,592.19,589.5,19.37,19.37,13.08,23.8
107834000,1565823621," ""2019/8/14 23:0:21""",582.94,584.75,592,589.25,19.37,19.37,13.05,23.8
107834999,1565823622," ""2019/8/14 23:0:22""",582.69,584.56,591.81,589,19.37,19.37,13.19,23.8
107836000,1565823623," ""2019/8/14 23:0:23""",582.5,584.31,591.63,588.81,19.37,19.37,13.14,23.8
107836999,1565823624," ""2019/8/14 23:0:24""",582.31,584.13,591.44,588.69,19.44,19.44,13.07,23.8
107837999,1565823625," ""2019/8/14 23:0:25""",582.13,583.94,591.31,588.5,19.37,19.44,13.22,23.8
107838999,1565823626," ""2019/8/14 23:0:26""",582,583.75,591.19,588.31,19.44,19.44,13.02,23.8
107840000,1565823627," ""2019/8/14 23:0:27""",581.81,583.56,591.06,588.19,19.44,19.44,13.05,23.8
107841000,1565823628," ""2019/8/14 23:0:28""",581.69,583.44,590.94,588,19.44,19.44,13.2,23.8
107841999,1565823629," ""2019/8/14 23:0:29""",581.56,583.31,590.81,587.88,19.44,19.44,13.19,23.8
107843000,1565823630," ""2019/8/14 23:0:30""",581.44,583.06,590.69,587.69,19.44,19.44,13.07,23.8
107843999,1565823631," ""2019/8/14 23:0:31""",581.25,583,590.56,587.56,19.44,19.44,13.14,23.8
107845000,1565823632," ""2019/8/14 23:0:32""",581.19,582.81,590.44,587.38,19.44,19.44,13.1,23.8
107845999,1565823633," ""2019/8/14 23:0:33""",581.06,582.69,590.38,587.25,19.44,19.44,13.08,23.8
107847000,1565823634," ""2019/8/14 23:0:34""",581,582.56,590.25,587.13,19.44,19.44,13.17,23.8
107847999,1565823635," ""2019/8/14 23:0:35""",580.88,582.44,590.19,587,19.44,19.44,13,23.8
107848999,1565823636," ""2019/8/14 23:0:36""",580.75,582.31,590.06,586.88,19.44,19.44,13.11,23.8
107850000,1565823637," ""2019/8/14 23:0:37""",580.69,582.25,590.06,586.69,19.44,19.44,13.19,23.8
107850999,1565823638," ""2019/8/14 23:0:38""",580.56,582.13,589.88,586.63,19.44,19.44,13.19,23.8
107852000,1565823639," ""2019/8/14 23:0:39""",580.5,582,589.81,586.5,19.44,19.44,13.17,23.8
107852999,1565823640," ""2019/8/14 23:0:40""",580.44,581.94,589.81,586.38,19.44,19.44,13.05,23.8
107854000,1565823641," ""2019/8/14 23:0:41""",580.38,581.81,589.69,586.25,19.44,19.44,13.07,23.8
111415999,1565827201," ""2019/8/15 0:0:1""",606.63,608.63,615.5,613.25,19.44,19.44,13.22,23.8
111416999,1565827202," ""2019/8/15 0:0:2""",600.44,602.19,608.88,606.69,18.12,18.12,13.28,23.8
111418000,1565827203," ""2019/8/15 0:0:3""",596.75,598.44,605.06,602.94,18.12,18.12,13.22,23.8
111418999,1565827204," ""2019/8/15 0:0:4""",594.19,595.94,602.44,600.44,18.12,18.12,13.22,23.8
111420000,1565827205," ""2019/8/15 0:0:5""",592.25,594,600.44,598.56,18.12,18.19,13.19,23.8
111420999,1565827206," ""2019/8/15 0:0:6""",590.69,592.44,598.94,597.06,18.12,18.19,13.2,23.8
111422000,1565827207," ""2019/8/15 0:0:7""",589.5,591.25,597.75,595.88,18.12,18.19,13.05,23.8
111422999,1565827208," ""2019/8/15 0:0:8""",588.44,590.25,596.75,594.88,18.19,18.19,13.27,23.8
111424000,1565827209," ""2019/8/15 0:0:9""",587.56,589.38,595.94,594,18.19,18.19,13.1,23.8
111425000,1565827210," ""2019/8/15 0:0:10""",586.81,588.63,595.25,593.25,18.19,18.19,13.23,23.8
111425999,1565827211," ""2019/8/15 0:0:11""",586.19,588,594.69,592.63,18.19,18.19,13.2,23.8
111427000,1565827212," ""2019/8/15 0:0:12""",585.56,587.38,594.13,592,18.19,18.19,13.04,23.8
111427999,1565827213," ""2019/8/15 0:0:13""",585.06,586.88,593.69,591.56,18.19,18.19,13.13,23.8
111429000,1565827214," ""2019/8/15 0:0:14""",584.63,586.44,593.31,591.13,18.19,18.19,13.19,23.8
111429999,1565827215," ""2019/8/15 0:0:15""",584.25,586,592.94,590.69,18.19,18.19,13.23,23.8
111431000,1565827216," ""2019/8/15 0:0:16""",583.88,585.63,592.69,590.31,18.19,18.19,13.07,23.8
111431999,1565827217," ""2019/8/15 0:0:17""",583.5,585.25,592.38,590,18.19,18.19,13.14,23.8
111432999,1565827218," ""2019/8/15 0:0:18""",583.19,584.94,592.13,589.69,18.19,18.19,13.05,23.8
111434000,1565827219," ""2019/8/15 0:0:19""",582.94,584.63,591.88,589.38,18.19,18.19,13.1,23.8
111434999,1565827220," ""2019/8/15 0:0:20""",582.63,584.31,591.63,589.06,18.19,18.19,13.14,23.8
111436000,1565827221," ""2019/8/15 0:0:21""",582.38,584.06,591.5,588.94,18.19,18.19,13.19,23.8
111436999,1565827222," ""2019/8/15 0:0:22""",582.19,583.88,591.25,588.63,18.19,18.19,13.05,23.8
111438000,1565827223," ""2019/8/15 0:0:23""",581.94,583.69,591.13,588.44,18.19,18.19,13,23.8
111438999,1565827224," ""2019/8/15 0:0:24""",581.75,583.5,590.94,588.19,18.19,18.25,13.22,23.8
111440000,1565827225," ""2019/8/15 0:0:25""",581.56,583.38,590.81,588,18.19,18.19,13.08,23.8
