millis,stamp,datetime,diff01,diff23,Temp1C,Temp2C,BattVolt,,,,,,,stamp,datetime,diff01,diff23,Temp1C,Temp2C,BattVolt,BoostVolt,Initial Diff01,Initial Diff23
177692999,1538582481," ""2018/10/3 16:1:21""",597.03,604.41,20.31,20.31,11.87,20,3599,,,,,,,,,,,,,,
177693999,1538582482," ""2018/10/3 16:1:22""",596.91,604.38,20.31,20.31,11.87,21,3599,,,,,,,,,,,,,,
177694999,1538582483," ""2018/10/3 16:1:23""",596.81,604.34,20.31,20.31,11.87,22,3599,,,,,,,,,,,,,,
177695998,1538582484," ""2018/10/3 16:1:24""",596.75,604.31,20.31,20.37,11.87,23,3599,,,,,,,,,,,,,,
177696999,1538582485," ""2018/10/3 16:1:25""",596.66,604.28,20.31,20.31,11.87,24,3599,,,,,,,,,,,,,,
177697999,1538582486," ""2018/10/3 16:1:26""",596.56,604.25,20.31,20.37,11.87,25,3599,,,,,,,,,,,,,,
177698999,1538582487," ""2018/10/3 16:1:27""",596.44,604.25,20.31,20.31,11.87,26,3599,,,,,,,,,,,,,,
177699999,1538582488," ""2018/10/3 16:1:28""",596.38,604.19,20.31,20.31,11.87,27,3599,,,,,,,,,,,,,,
177700999,1538582489," ""2018/10/3 16:1:29""",596.28,604.19,20.31,20.31,11.87,28,3599,,,,,,,,,,,,,,
177701999,1538582490," ""2018/10/3 16:1:30""",596.22,604.16,20.31,20.37,11.87,29,3599,,,,,,,,,,,,,,
177702999,1538582491," ""2018/10/3 16:1:31""",596.13,604.13,20.31,20.31,11.87,30,3599,,,,,,,,,,,,,,
177703999,1538582492," ""2018/10/3 16:1:32""",596.03,604.09,20.31,20.31,11.87,31,3599,,,,,,,,,,,,,,
177704999,1538582493," ""2018/10/3 16:1:33""",595.94,604.06,20.31,20.31,11.87,32,3599,,,,,,,,,,,,,,
177705999,1538582494," ""2018/10/3 16:1:34""",595.88,604.03,20.31,20.37,11.87,33,3599,,,,,,,,,,,,,,
177706999,1538582495," ""2018/10/3 16:1:35""",595.78,604.03,20.37,20.37,11.87,34,3599,,,,,,,,,,,,,,
177707999,1538582496," ""2018/10/3 16:1:36""",595.72,604,20.31,20.37,11.87,35,3599,,,,,,,,,,,,,,
177708999,1538582497," ""2018/10/3 16:1:37""",595.63,603.97,20.37,20.37,11.87,36,3599,,,,,,,,,,,,,,
177709999,1538582498," ""2018/10/3 16:1:38""",595.56,603.94,20.37,20.37,11.87,37,3599,,,,,,,,,,,,,,
177710999,1538582499," ""2018/10/3 16:1:39""",595.47,603.94,20.37,20.37,11.87,38,3599,,,,,,,,,,,,,,
177711998,1538582500," ""2018/10/3 16:1:40""",595.41,603.91,20.37,20.37,11.87,39,3599,,,,,,,,,,,,,,
177712999,1538582501," ""2018/10/3 16:1:41""",595.31,603.88,20.37,20.31,11.87,40,3599,,,,,,,,,,,,,,
181212999,1538586001," ""2018/10/3 17:0:1""",635.13,628.47,20.31,20.31,11.9,0,100,,,,,1538586001," ""2018/10/3 17:0:1""",40.13,24.75,20.31,20.31,11.9,0,635.13,628.47
181213999,1538586002," ""2018/10/3 17:0:2""",628.63,622.31,20.25,20.31,11.9,1,3599,,,,,,,,,,,,,,
181214999,1538586003," ""2018/10/3 17:0:3""",625.03,619.03,20.31,20.31,11.88,2,3599,,,,,,,,,,,,,,
181215998,1538586004," ""2018/10/3 17:0:4""",622.56,616.94,20.31,20.31,11.88,3,3599,,,,,,,,,,,,,,
181216999,1538586005," ""2018/10/3 17:0:5""",620.66,615.44,20.31,20.31,11.88,4,3599,,,,,,,,,,,,,,
181217999,1538586006," ""2018/10/3 17:0:6""",619.13,614.34,20.31,20.31,11.88,5,3599,,,,,,,,,,,,,,
181218999,1538586007," ""2018/10/3 17:0:7""",617.81,613.47,20.31,20.31,11.88,6,3599,,,,,,,,,,,,,,
181219999,1538586008," ""2018/10/3 17:0:8""",616.69,612.72,20.31,20.31,11.88,7,3599,,,,,,,,,,,,,,
181220999,1538586009," ""2018/10/3 17:0:9""",615.69,612.13,20.31,20.31,11.88,8,3599,,,,,,,,,,,,,,
181221999,1538586010," ""2018/10/3 17:0:10""",614.78,611.63,20.31,20.31,11.88,9,3599,,,,,,,,,,,,,,
181222999,1538586011," ""2018/10/3 17:0:11""",613.94,611.16,20.31,20.37,11.88,10,3599,,,,,,,,,,,,,,
181223999,1538586012," ""2018/10/3 17:0:12""",613.19,610.78,20.31,20.37,11.88,11,3599,,,,,,,,,,,,,,
181224999,1538586013," ""2018/10/3 17:0:13""",612.5,610.44,20.31,20.37,11.88,12,3599,,,,,,,,,,,,,,
181225999,1538586014," ""2018/10/3 17:0:14""",611.84,610.13,20.31,20.37,11.88,13,3599,,,,,,,,,,,,,,
181226999,1538586015," ""2018/10/3 17:0:15""",611.22,609.84,20.31,20.37,11.88,14,3599,,,,,,,,,,,,,,
181227999,1538586016," ""2018/10/3 17:0:16""",610.66,609.59,20.31,20.37,11.87,15,3599,,,,,,,,,,,,,,
181228999,1538586017," ""2018/10/3 17:0:17""",610.13,609.31,20.31,20.37,11.87,16,3599,,,,,,,,,,,,,,
181229999,1538586018," ""2018/10/3 17:0:18""",609.59,609.13,20.31,20.37,11.87,17,3599,,,,,,,,,,,,,,
181230999,1538586019," ""2018/10/3 17:0:19""",609.09,608.91,20.31,20.37,11.87,18,3599,,,,,,,,,,,,,,
181231998,1538586020," ""2018/10/3 17:0:20""",608.66,608.72,20.31,20.37,11.87,19,3599,,,,,,,,,,,,,,
181232999,1538586021," ""2018/10/3 17:0:21""",608.22,608.56,20.31,20.37,11.87,20,3599,,,,,,,,,,,,,,
181233999,1538586022," ""2018/10/3 17:0:22""",607.81,608.38,20.31,20.37,11.87,21,3599,,,,,,,,,,,,,,
181234999,1538586023," ""2018/10/3 17:0:23""",607.44,608.22,20.31,20.37,11.87,22,3599,,,,,,,,,,,,,,
181235999,1538586024," ""2018/10/3 17:0:24""",607.03,608.06,20.31,20.37,11.87,23,3599,,,,,,,,,,,,,,
181236999,1538586025," ""2018/10/3 17:0:25""",606.66,607.91,20.31,20.37,11.87,24,3599,,,,,,,,,,,,,,
181237999,1538586026," ""2018/10/3 17:0:26""",606.31,607.78,20.31,20.37,11.87,25,3599,,,,,,,,,,,,,,
181238999,1538586027," ""2018/10/3 17:0:27""",606,607.66,20.31,20.37,11.87,26,3599,,,,,,,,,,,,,,
181239999,1538586028," ""2018/10/3 17:0:28""",605.66,607.53,20.31,20.37,11.87,27,3599,,,,,,,,,,,,,,
181240999,1538586029," ""2018/10/3 17:0:29""",605.34,607.41,20.31,20.37,11.87,28,3599,,,,,,,,,,,,,,
181241999,1538586030," ""2018/10/3 17:0:30""",605.03,607.28,20.31,20.37,11.87,29,3599,,,,,,,,,,,,,,
181242999,1538586031," ""2018/10/3 17:0:31""",604.75,607.16,20.31,20.37,11.87,30,3599,,,,,,,,,,,,,,
181243999,1538586032," ""2018/10/3 17:0:32""",604.47,607.06,20.31,20.37,11.87,31,3599,,,,,,,,,,,,,,
181244999,1538586033," ""2018/10/3 17:0:33""",604.19,606.97,20.31,20.37,11.87,32,3599,,,,,,,,,,,,,,
181245999,1538586034," ""2018/10/3 17:0:34""",603.94,606.88,20.31,20.37,11.87,33,3599,,,,,,,,,,,,,,
181246999,1538586035," ""2018/10/3 17:0:35""",603.69,606.78,20.31,20.37,11.87,34,3599,,,,,,,,,,,,,,
181247998,1538586036," ""2018/10/3 17:0:36""",603.44,606.66,20.31,20.37,11.87,35,3599,,,,,,,,,,,,,,
181248999,1538586037," ""2018/10/3 17:0:37""",603.19,606.59,20.31,20.37,11.87,36,3599,,,,,,,,,,,,,,
181249999,1538586038," ""2018/10/3 17:0:38""",602.94,606.5,20.31,20.37,11.87,37,3599,,,,,,,,,,,,,,
181250999,1538586039," ""2018/10/3 17:0:39""",602.75,606.44,20.31,20.37,11.87,38,3599,,,,,,,,,,,,,,
181251999,1538586040," ""2018/10/3 17:0:40""",602.53,606.34,20.31,20.37,11.87,39,3599,,,,,,,,,,,,,,
181252999,1538586041," ""2018/10/3 17:0:41""",602.31,606.25,20.31,20.37,11.87,40,3599,,,,,,,,,,,,,,
181253999,1538586042," ""2018/10/3 17:0:42""",602.09,606.19,20.37,20.37,11.87,41,3599,,,,,,,,,,,,,,
181254999,1538586043," ""2018/10/3 17:0:43""",601.91,606.09,20.31,20.37,11.87,42,3599,,,,,,,,,,,,,,
181255999,1538586044," ""2018/10/3 17:0:44""",601.69,606.03,20.31,20.37,11.87,43,3599,,,,,,,,,,,,,,
181256998,1538586045," ""2018/10/3 17:0:45""",601.53,605.97,20.37,20.37,11.87,44,3599,,,,,,,,,,,,,,
181257999,1538586046," ""2018/10/3 17:0:46""",601.31,605.88,20.37,20.37,11.87,45,3599,,,,,,,,,,,,,,
181258999,1538586047," ""2018/10/3 17:0:47""",601.13,605.81,20.37,20.37,11.87,46,3599,,,,,,,,,,,,,,
181259999,1538586048," ""2018/10/3 17:0:48""",600.97,605.75,20.37,20.37,11.85,47,3599,,,,,,,,,,,,,,
181260999,1538586049," ""2018/10/3 17:0:49""",600.78,605.69,20.37,20.37,11.87,48,3599,,,,,,,,,,,,,,
181261999,1538586050," ""2018/10/3 17:0:50""",600.63,605.63,20.31,20.37,11.85,49,3599,,,,,,,,,,,,,,
181262999,1538586051," ""2018/10/3 17:0:51""",600.47,605.56,20.37,20.37,11.85,50,3599,,,,,,,,,,,,,,
181263998,1538586052," ""2018/10/3 17:0:52""",600.28,605.53,20.37,20.37,11.87,51,3599,,,,,,,,,,,,,,
181264999,1538586053," ""2018/10/3 17:0:53""",600.13,605.47,20.37,20.37,11.87,52,3599,,,,,,,,,,,,,,
181265999,1538586054," ""2018/10/3 17:0:54""",599.97,605.41,20.37,20.37,11.85,53,3599,,,,,,,,,,,,,,
181266999,1538586055," ""2018/10/3 17:0:55""",599.81,605.34,20.37,20.37,11.85,54,3599,,,,,,,,,,,,,,
181267999,1538586056," ""2018/10/3 17:0:56""",599.66,605.28,20.37,20.37,11.85,55,3599,,,,,,,,,,,,,,
181268999,1538586057," ""2018/10/3 17:0:57""",599.5,605.22,20.37,20.37,11.87,56,3599,,,,,,,,,,,,,,
181269999,1538586058," ""2018/10/3 17:0:58""",599.38,605.19,20.37,20.37,11.85,57,3599,,,,,,,,,,,,,,
181270999,1538586059," ""2018/10/3 17:0:59""",599.22,605.13,20.37,20.37,11.85,58,3599,,,,,,,,,,,,,,
181271999,1538586060," ""2018/10/3 17:1:0""",599.09,605.09,20.37,20.37,11.85,59,3599,,,,,,,,,,,,,,
181272999,1538586061," ""2018/10/3 17:1:1""",598.97,605.03,20.37,20.37,11.87,0,3599,1538586061," ""2018/10/3 17:1:1""",0.09925,0.03275,,,,,,,,,,
181273999,1538586062," ""2018/10/3 17:1:2""",598.84,605,20.37,20.37,11.85,1,3599,,,,,,,,,,,,,,
181274999,1538586063," ""2018/10/3 17:1:3""",598.72,604.94,20.37,20.37,11.85,2,3599,,,,,,,,,,,,,,
181276000,1538586064," ""2018/10/3 17:1:4""",598.56,604.91,20.37,20.37,11.85,3,3599,,,,,,,,,,,,,,
181276999,1538586065," ""2018/10/3 17:1:5""",598.44,604.88,20.37,20.37,11.87,4,3599,,,,,,,,,,,,,,
181277999,1538586066," ""2018/10/3 17:1:6""",598.31,604.81,20.37,20.37,11.85,5,3599,,,,,,,,,,,,,,
181278999,1538586067," ""2018/10/3 17:1:7""",598.19,604.78,20.37,20.37,11.85,6,3599,,,,,,,,,,,,,,
181279998,1538586068," ""2018/10/3 17:1:8""",598.09,604.75,20.37,20.37,11.87,7,3599,,,,,,,,,,,,,,
181280999,1538586069," ""2018/10/3 17:1:9""",597.97,604.69,20.37,20.37,11.87,8,3599,,,,,,,,,,,,,,
181281998,1538586070," ""2018/10/3 17:1:10""",597.84,604.66,20.37,20.37,11.85,9,3599,,,,,,,,,,,,,,
181282999,1538586071," ""2018/10/3 17:1:11""",597.72,604.63,20.37,20.37,11.85,10,3599,,,,,,,,,,,,,,
181283999,1538586072," ""2018/10/3 17:1:12""",597.63,604.59,20.37,20.37,11.85,11,3599,,,,,,,,,,,,,,
181284999,1538586073," ""2018/10/3 17:1:13""",597.5,604.53,20.37,20.37,11.85,12,3599,,,,,,,,,,,,,,
181285999,1538586074," ""2018/10/3 17:1:14""",597.41,604.5,20.37,20.37,11.85,13,3599,,,,,,,,,,,,,,
181286999,1538586075," ""2018/10/3 17:1:15""",597.28,604.47,20.37,20.37,11.85,14,3599,,,,,,,,,,,,,,
181287999,1538586076," ""2018/10/3 17:1:16""",597.19,604.44,20.37,20.37,11.85,15,3599,,,,,,,,,,,,,,
181288998,1538586077," ""2018/10/3 17:1:17""",597.06,604.41,20.37,20.37,11.85,16,3599,,,,,,,,,,,,,,
181289999,1538586078," ""2018/10/3 17:1:18""",597,604.38,20.37,20.37,11.85,17,3599,,,,,,,,,,,,,,
181290999,1538586079," ""2018/10/3 17:1:19""",596.88,604.31,20.37,20.37,11.87,18,3599,,,,,,,,,,,,,,
181291999,1538586080," ""2018/10/3 17:1:20""",596.78,604.31,20.37,20.37,11.85,19,3599,,,,,,,,,,,,,,
181292999,1538586081," ""2018/10/3 17:1:21""",596.69,604.25,20.37,20.37,11.85,20,3599,,,,,,,,,,,,,,
181293999,1538586082," ""2018/10/3 17:1:22""",596.59,604.25,20.37,20.37,11.85,21,3599,,,,,,,,,,,,,,
181294998,1538586083," ""2018/10/3 17:1:23""",596.5,604.19,20.37,20.37,11.85,22,3599,,,,,,,,,,,,,,
181295998,1538586084," ""2018/10/3 17:1:24""",596.38,604.16,20.37,20.37,11.85,23,3599,,,,,,,,,,,,,,
181296999,1538586085," ""2018/10/3 17:1:25""",596.31,604.16,20.37,20.37,11.85,24,3599,,,,,,,,,,,,,,
181297999,1538586086," ""2018/10/3 17:1:26""",596.22,604.13,20.37,20.37,11.85,25,3599,,,,,,,,,,,,,,
181298999,1538586087," ""2018/10/3 17:1:27""",596.13,604.06,20.37,20.37,11.85,26,3599,,,,,,,,,,,,,,
181299999,1538586088," ""2018/10/3 17:1:28""",596.06,604.06,20.37,20.37,11.85,27,3599,,,,,,,,,,,,,,
181300999,1538586089," ""2018/10/3 17:1:29""",595.94,604.03,20.37,20.37,11.85,28,3599,,,,,,,,,,,,,,
181301999,1538586090," ""2018/10/3 17:1:30""",595.88,604,20.37,20.37,11.85,29,3599,,,,,,,,,,,,,,
181302999,1538586091," ""2018/10/3 17:1:31""",595.78,603.97,20.37,20.37,11.85,30,3599,,,,,,,,,,,,,,
181303999,1538586092," ""2018/10/3 17:1:32""",595.69,603.94,20.37,20.37,11.85,31,3599,,,,,,,,,,,,,,
181304999,1538586093," ""2018/10/3 17:1:33""",595.59,603.91,20.37,20.37,11.85,32,3599,,,,,,,,,,,,,,
181305999,1538586094," ""2018/10/3 17:1:34""",595.53,603.91,20.37,20.44,11.85,33,3599,,,,,,,,,,,,,,
181306999,1538586095," ""2018/10/3 17:1:35""",595.44,603.88,20.44,20.37,11.85,34,3599,,,,,,,,,,,,,,
181307999,1538586096," ""2018/10/3 17:1:36""",595.38,603.84,20.37,20.37,11.85,35,3599,,,,,,,,,,,,,,
181308999,1538586097," ""2018/10/3 17:1:37""",595.28,603.81,20.37,20.37,11.85,36,3599,,,,,,,,,,,,,,
181309999,1538586098," ""2018/10/3 17:1:38""",595.22,603.78,20.37,20.37,11.85,37,3599,,,,,,,,,,,,,,
181310999,1538586099," ""2018/10/3 17:1:39""",595.16,603.78,20.44,20.37,11.85,38,3599,,,,,,,,,,,,,,
181311998,1538586100," ""2018/10/3 17:1:40""",595.06,603.75,20.44,20.37,11.85,39,3599,,,,,,,,,,,,,,
181312999,1538586101," ""2018/10/3 17:1:41""",595,603.72,20.44,20.44,11.85,40,3599,,,,,,,,,,,,,,
184812998,1538589601," ""2018/10/3 18:0:1""",635.41,628.53,20.44,20.37,11.9,0,100,,,,,1538589601," ""2018/10/3 18:0:1""",40.19,24.75,20.44,20.37,11.9,0,635.41,628.53
184813999,1538589602," ""2018/10/3 18:0:2""",628.88,622.38,20.25,20.19,11.88,1,3599,,,,,,,,,,,,,,
184814999,1538589603," ""2018/10/3 18:0:3""",625.28,619.13,20.25,20.25,11.88,2,3599,,,,,,,,,,,,,,
184815998,1538589604," ""2018/10/3 18:0:4""",622.78,617.03,20.25,20.25,11.88,3,3599,,,,,,,,,,,,,,
184816999,1538589605," ""2018/10/3 18:0:5""",620.94,615.53,20.25,20.25,11.88,4,3599,,,,,,,,,,,,,,
184817999,1538589606," ""2018/10/3 18:0:6""",619.38,614.41,20.25,20.25,11.87,5,3599,,,,,,,,,,,,,,
184818999,1538589607," ""2018/10/3 18:0:7""",618.06,613.53,20.25,20.25,11.88,6,3599,,,,,,,,,,,,,,
184819999,1538589608," ""2018/10/3 18:0:8""",616.94,612.78,20.25,20.25,11.88,7,3599,,,,,,,,,,,,,,
184820999,1538589609," ""2018/10/3 18:0:9""",615.91,612.19,20.25,20.25,11.87,8,3599,,,,,,,,,,,,,,
184821999,1538589610," ""2018/10/3 18:0:10""",615.03,611.69,20.25,20.25,11.87,9,3599,,,,,,,,,,,,,,
184822999,1538589611," ""2018/10/3 18:0:11""",614.19,611.25,20.25,20.25,11.87,10,3599,,,,,,,,,,,,,,
184823999,1538589612," ""2018/10/3 18:0:12""",613.44,610.84,20.25,20.25,11.87,11,3599,,,,,,,,,,,,,,
184824999,1538589613," ""2018/10/3 18:0:13""",612.72,610.5,20.25,20.25,11.87,12,3599,,,,,,,,,,,,,,
184825999,1538589614," ""2018/10/3 18:0:14""",612.06,610.19,20.25,20.25,11.87,13,3599,,,,,,,,,,,,,,
184826999,1538589615," ""2018/10/3 18:0:15""",611.47,609.91,20.25,20.25,11.87,14,3599,,,,,,,,,,,,,,
184827999,1538589616," ""2018/10/3 18:0:16""",610.88,609.63,20.25,20.25,11.87,15,3599,,,,,,,,,,,,,,
184828999,1538589617," ""2018/10/3 18:0:17""",610.34,609.41,20.25,20.25,11.87,16,3599,,,,,,,,,,,,,,
184829999,1538589618," ""2018/10/3 18:0:18""",609.84,609.19,20.25,20.25,11.87,17,3599,,,,,,,,,,,,,,
184830999,1538589619," ""2018/10/3 18:0:19""",609.34,608.97,20.25,20.25,11.87,18,3599,,,,,,,,,,,,,,
184832000,1538589620," ""2018/10/3 18:0:20""",608.88,608.78,20.25,20.25,11.87,19,3599,,,,,,,,,,,,,,
184832999,1538589621," ""2018/10/3 18:0:21""",608.47,608.59,20.31,20.25,11.87,20,3599,,,,,,,,,,,,,,
184833999,1538589622," ""2018/10/3 18:0:22""",608.03,608.44,20.25,20.25,11.87,21,3599,,,,,,,,,,,,,,
184834999,1538589623," ""2018/10/3 18:0:23""",607.66,608.28,20.25,20.31,11.87,22,3599,,,,,,,,,,,,,,
184835999,1538589624," ""2018/10/3 18:0:24""",607.25,608.13,20.25,20.25,11.87,23,3599,,,,,,,,,,,,,,
184836999,1538589625," ""2018/10/3 18:0:25""",606.91,607.97,20.25,20.25,11.85,24,3599,,,,,,,,,,,,,,
184838000,1538589626," ""2018/10/3 18:0:26""",606.56,607.84,20.25,20.25,11.87,25,3599,,,,,,,,,,,,,,
184838999,1538589627," ""2018/10/3 18:0:27""",606.22,607.72,20.25,20.31,11.85,26,3599,,,,,,,,,,,,,,
184839999,1538589628," ""2018/10/3 18:0:28""",605.88,607.59,20.31,20.25,11.85,27,3599,,,,,,,,,,,,,,
184840999,1538589629," ""2018/10/3 18:0:29""",605.56,607.47,20.25,20.31,11.85,28,3599,,,,,,,,,,,,,,
184841999,1538589630," ""2018/10/3 18:0:30""",605.28,607.38,20.25,20.31,11.85,29,3599,,,,,,,,,,,,,,
184842999,1538589631," ""2018/10/3 18:0:31""",604.97,607.25,20.31,20.31,11.85,30,3599,,,,,,,,,,,,,,
184843999,1538589632," ""2018/10/3 18:0:32""",604.69,607.13,20.31,20.31,11.85,31,3599,,,,,,,,,,,,,,
184844999,1538589633," ""2018/10/3 18:0:33""",604.44,607.03,20.25,20.25,11.85,32,3599,,,,,,,,,,,,,,
184845999,1538589634," ""2018/10/3 18:0:34""",604.16,606.94,20.25,20.31,11.85,33,3599,,,,,,,,,,,,,,
184846999,1538589635," ""2018/10/3 18:0:35""",603.91,606.84,20.25,20.31,11.85,34,3599,,,,,,,,,,,,,,
184847998,1538589636," ""2018/10/3 18:0:36""",603.69,606.75,20.31,20.31,11.85,35,3599,,,,,,,,,,,,,,
184848999,1538589637," ""2018/10/3 18:0:37""",603.41,606.66,20.25,20.31,11.85,36,3599,,,,,,,,,,,,,,
184849999,1538589638," ""2018/10/3 18:0:38""",603.19,606.59,20.31,20.31,11.85,37,3599,,,,,,,,,,,,,,
184850999,1538589639," ""2018/10/3 18:0:39""",602.97,606.47,20.31,20.31,11.85,38,3599,,,,,,,,,,,,,,
184851999,1538589640," ""2018/10/3 18:0:40""",602.75,606.41,20.31,20.31,11.85,39,3599,,,,,,,,,,,,,,
184852999,1538589641," ""2018/10/3 18:0:41""",602.53,606.34,20.31,20.25,11.85,40,3599,,,,,,,,,,,,,,
184853999,1538589642," ""2018/10/3 18:0:42""",602.31,606.25,20.31,20.31,11.85,41,3599,,,,,,,,,,,,,,
184854999,1538589643," ""2018/10/3 18:0:43""",602.13,606.19,20.31,20.31,11.85,42,3599,,,,,,,,,,,,,,
184855999,1538589644," ""2018/10/3 18:0:44""",601.94,606.13,20.31,20.31,11.85,43,3599,,,,,,,,,,,,,,
184856998,1538589645," ""2018/10/3 18:0:45""",601.75,606.03,20.31,20.31,11.85,44,3599,,,,,,,,,,,,,,
184857999,1538589646," ""2018/10/3 18:0:46""",601.56,605.97,20.31,20.31,11.85,45,3599,,,,,,,,,,,,,,
184858999,1538589647," ""2018/10/3 18:0:47""",601.34,605.91,20.31,20.31,11.85,46,3599,,,,,,,,,,,,,,
184859999,1538589648," ""2018/10/3 18:0:48""",601.19,605.81,20.31,20.31,11.85,47,3599,,,,,,,,,,,,,,
184860999,1538589649," ""2018/10/3 18:0:49""",601,605.75,20.31,20.31,11.85,48,3599,,,,,,,,,,,,,,
184861999,1538589650," ""2018/10/3 18:0:50""",600.84,605.72,20.31,20.31,11.85,49,3599,,,,,,,,,,,,,,
184862999,1538589651," ""2018/10/3 18:0:51""",600.66,605.66,20.31,20.31,11.85,50,3599,,,,,,,,,,,,,,
184863998,1538589652," ""2018/10/3 18:0:52""",600.5,605.59,20.31,20.31,11.85,51,3599,,,,,,,,,,,,,,
184864999,1538589653," ""2018/10/3 18:0:53""",600.38,605.53,20.31,20.31,11.85,52,3599,,,,,,,,,,,,,,
184865999,1538589654," ""2018/10/3 18:0:54""",600.19,605.47,20.31,20.31,11.85,53,3599,,,,,,,,,,,,,,
184866999,1538589655," ""2018/10/3 18:0:55""",600.03,605.41,20.31,20.31,11.85,54,3599,,,,,,,,,,,,,,
184867999,1538589656," ""2018/10/3 18:0:56""",599.88,605.38,20.31,20.31,11.85,55,3599,,,,,,,,,,,,,,
184868999,1538589657," ""2018/10/3 18:0:57""",599.75,605.31,20.31,20.31,11.85,56,3599,,,,,,,,,,,,,,
184869999,1538589658," ""2018/10/3 18:0:58""",599.59,605.28,20.31,20.31,11.85,57,3599,,,,,,,,,,,,,,
184870999,1538589659," ""2018/10/3 18:0:59""",599.47,605.22,20.31,20.31,11.85,58,3599,,,,,,,,,,,,,,
184871999,1538589660," ""2018/10/3 18:1:0""",599.31,605.16,20.31,20.31,11.85,59,3599,,,,,,,,,,,,,,
184872999,1538589661," ""2018/10/3 18:1:1""",599.19,605.09,20.31,20.31,11.85,0,3599,1538589661," ""2018/10/3 18:1:1""",0.09925,0.03275,,,,,,,,,,
184873999,1538589662," ""2018/10/3 18:1:2""",599.03,605.06,20.31,20.31,11.85,1,3599,,,,,,,,,,,,,,
184874999,1538589663," ""2018/10/3 18:1:3""",598.94,605.03,20.31,20.31,11.85,2,3599,,,,,,,,,,,,,,
184875999,1538589664," ""2018/10/3 18:1:4""",598.78,605,20.31,20.31,11.85,3,3599,,,,,,,,,,,,,,
184876999,1538589665," ""2018/10/3 18:1:5""",598.66,604.94,20.31,20.31,11.85,4,3599,,,,,,,,,,,,,,
184877999,1538589666," ""2018/10/3 18:1:6""",598.53,604.91,20.31,20.31,11.85,5,3599,,,,,,,,,,,,,,
184878999,1538589667," ""2018/10/3 18:1:7""",598.41,604.84,20.31,20.31,11.85,6,3599,,,,,,,,,,,,,,
184879998,1538589668," ""2018/10/3 18:1:8""",598.28,604.81,20.31,20.31,11.85,7,3599,,,,,,,,,,,,,,
184880999,1538589669," ""2018/10/3 18:1:9""",598.19,604.75,20.31,20.31,11.85,8,3599,,,,,,,,,,,,,,
184881999,1538589670," ""2018/10/3 18:1:10""",598.03,604.72,20.31,20.31,11.85,9,3599,,,,,,,,,,,,,,
184882999,1538589671," ""2018/10/3 18:1:11""",597.97,604.69,20.31,20.31,11.85,10,3599,,,,,,,,,,,,,,
184883999,1538589672," ""2018/10/3 18:1:12""",597.84,604.66,20.31,20.31,11.85,11,3599,,,,,,,,,,,,,,
184884999,1538589673," ""2018/10/3 18:1:13""",597.75,604.63,20.31,20.31,11.85,12,3599,,,,,,,,,,,,,,
184885999,1538589674," ""2018/10/3 18:1:14""",597.63,604.56,20.31,20.31,11.85,13,3599,,,,,,,,,,,,,,
184886999,1538589675," ""2018/10/3 18:1:15""",597.5,604.53,20.31,20.31,11.85,14,3599,,,,,,,,,,,,,,
184887999,1538589676," ""2018/10/3 18:1:16""",597.41,604.5,20.31,20.31,11.85,15,3599,,,,,,,,,,,,,,
184888999,1538589677," ""2018/10/3 18:1:17""",597.28,604.47,20.31,20.31,11.85,16,3599,,,,,,,,,,,,,,
184889999,1538589678," ""2018/10/3 18:1:18""",597.22,604.44,20.31,20.31,11.85,17,3599,,,,,,,,,,,,,,
184890999,1538589679," ""2018/10/3 18:1:19""",597.09,604.41,20.31,20.31,11.85,18,3599,,,,,,,,,,,,,,
184891999,1538589680," ""2018/10/3 18:1:20""",597,604.38,20.31,20.31,11.85,19,3599,,,,,,,,,,,,,,
184892999,1538589681," ""2018/10/3 18:1:21""",596.91,604.34,20.31,20.31,11.85,20,3599,,,,,,,,,,,,,,
184893999,1538589682," ""2018/10/3 18:1:22""",596.81,604.31,20.31,20.31,11.85,21,3599,,,,,,,,,,,,,,
184894999,1538589683," ""2018/10/3 18:1:23""",596.72,604.28,20.31,20.31,11.85,22,3599,,,,,,,,,,,,,,
184895998,1538589684," ""2018/10/3 18:1:24""",596.63,604.25,20.31,20.31,11.85,23,3599,,,,,,,,,,,,,,
184896999,1538589685," ""2018/10/3 18:1:25""",596.53,604.22,20.31,20.31,11.85,24,3599,,,,,,,,,,,,,,
184897999,1538589686," ""2018/10/3 18:1:26""",596.44,604.19,20.31,20.31,11.85,25,3599,,,,,,,,,,,,,,
184898999,1538589687," ""2018/10/3 18:1:27""",596.34,604.16,20.31,20.31,11.85,26,3599,,,,,,,,,,,,,,
184899999,1538589688," ""2018/10/3 18:1:28""",596.25,604.13,20.31,20.31,11.85,27,3599,,,,,,,,,,,,,,
184900999,1538589689," ""2018/10/3 18:1:29""",596.16,604.06,20.31,20.31,11.85,28,3599,,,,,,,,,,,,,,
184901999,1538589690," ""2018/10/3 18:1:30""",596.09,604.06,20.31,20.31,11.85,29,3599,,,,,,,,,,,,,,
184902999,1538589691," ""2018/10/3 18:1:31""",596,604.03,20.31,20.31,11.85,30,3599,,,,,,,,,,,,,,
184903999,1538589692," ""2018/10/3 18:1:32""",595.91,604,20.37,20.31,11.85,31,3599,,,,,,,,,,,,,,
184904999,1538589693," ""2018/10/3 18:1:33""",595.84,603.97,20.31,20.31,11.85,32,3599,,,,,,,,,,,,,,
