millis,stamp,datetime,diff01,diff23,Temp1C,Temp2C,BattVolt,,,,,,,stamp,datetime,diff01,diff23,Temp1C,Temp2C,BattVolt,BoostVolt,Initial Diff01,Initial Diff23
1214000,1538406001," ""2018/10/1 15:0:1""",634.84,628.47,NAN,NAN,12.5,,100,,,,,1538406001," ""2018/10/1 15:0:1""",40.56,24.75,NAN,NAN,12.5,0,634.84,628.47
1214999,1538406002," ""2018/10/1 15:0:2""",628.25,622.25,20.06,20,12.56,,3599,,,,,,,,,,,,,,
1215998,1538406003," ""2018/10/1 15:0:3""",624.63,619,20.06,20,12.56,,3599,,,,,,,,,,,,,,
1216999,1538406004," ""2018/10/1 15:0:4""",622.13,616.91,20.06,20.06,12.56,,3599,,,,,,,,,,,,,,
1217999,1538406005," ""2018/10/1 15:0:5""",620.22,615.41,20.06,20.06,12.54,,3599,,,,,,,,,,,,,,
1218999,1538406006," ""2018/10/1 15:0:6""",618.69,614.28,20.06,20.06,12.54,,3599,,,,,,,,,,,,,,
1219999,1538406007," ""2018/10/1 15:0:7""",617.38,613.41,20.06,20.06,12.54,,3599,,,,,,,,,,,,,,
1220999,1538406008," ""2018/10/1 15:0:8""",616.25,612.69,20.06,20.06,12.54,,3599,,,,,,,,,,,,,,
1221999,1538406009," ""2018/10/1 15:0:9""",615.22,612.06,20.06,20.06,12.54,,3599,,,,,,,,,,,,,,
1222999,1538406010," ""2018/10/1 15:0:10""",614.31,611.56,20.12,20.06,12.53,,3599,,,,,,,,,,,,,,
1223999,1538406011," ""2018/10/1 15:0:11""",613.47,611.13,20.06,20.06,12.53,,3599,,,,,,,,,,,,,,
1224999,1538406012," ""2018/10/1 15:0:12""",612.69,610.72,20.06,20.06,12.53,,3599,,,,,,,,,,,,,,
1225999,1538406013," ""2018/10/1 15:0:13""",611.97,610.38,20.12,20.06,12.53,,3599,,,,,,,,,,,,,,
1226998,1538406014," ""2018/10/1 15:0:14""",611.34,610.09,20.12,20.06,12.53,,3599,,,,,,,,,,,,,,
1227999,1538406015," ""2018/10/1 15:0:15""",610.72,609.78,20.12,20.06,12.53,,3599,,,,,,,,,,,,,,
1228999,1538406016," ""2018/10/1 15:0:16""",610.13,609.53,20.12,20.06,12.53,,3599,,,,,,,,,,,,,,
1229999,1538406017," ""2018/10/1 15:0:17""",609.59,609.28,20.06,20.06,12.53,,3599,,,,,,,,,,,,,,
1230999,1538406018," ""2018/10/1 15:0:18""",609.06,609.06,20.12,20.06,12.53,,3599,,,,,,,,,,,,,,
1231998,1538406019," ""2018/10/1 15:0:19""",608.59,608.88,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1232999,1538406020," ""2018/10/1 15:0:20""",608.13,608.69,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1233999,1538406021," ""2018/10/1 15:0:21""",607.69,608.5,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1234999,1538406022," ""2018/10/1 15:0:22""",607.28,608.31,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1235999,1538406023," ""2018/10/1 15:0:23""",606.88,608.16,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1236999,1538406024," ""2018/10/1 15:0:24""",606.47,608.03,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1237999,1538406025," ""2018/10/1 15:0:25""",606.13,607.88,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1238999,1538406026," ""2018/10/1 15:0:26""",605.75,607.72,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1239999,1538406027," ""2018/10/1 15:0:27""",605.44,607.59,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1240999,1538406028," ""2018/10/1 15:0:28""",605.09,607.47,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1241999,1538406029," ""2018/10/1 15:0:29""",604.78,607.38,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1242999,1538406030," ""2018/10/1 15:0:30""",604.5,607.25,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1243999,1538406031," ""2018/10/1 15:0:31""",604.19,607.13,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1244999,1538406032," ""2018/10/1 15:0:32""",603.91,607,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1246000,1538406033," ""2018/10/1 15:0:33""",603.63,606.91,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1246999,1538406034," ""2018/10/1 15:0:34""",603.38,606.81,20.12,20.06,12.51,,3599,,,,,,,,,,,,,,
1247998,1538406035," ""2018/10/1 15:0:35""",603.09,606.72,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1248999,1538406036," ""2018/10/1 15:0:36""",602.84,606.63,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1249999,1538406037," ""2018/10/1 15:0:37""",602.63,606.53,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1250999,1538406038," ""2018/10/1 15:0:38""",602.38,606.47,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1251999,1538406039," ""2018/10/1 15:0:39""",602.13,606.38,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1252999,1538406040," ""2018/10/1 15:0:40""",601.94,606.31,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1253999,1538406041," ""2018/10/1 15:0:41""",601.72,606.22,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1254999,1538406042," ""2018/10/1 15:0:42""",601.5,606.13,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1255999,1538406043," ""2018/10/1 15:0:43""",601.31,606.06,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1256999,1538406044," ""2018/10/1 15:0:44""",601.09,606,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1257999,1538406045," ""2018/10/1 15:0:45""",600.91,605.91,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1258999,1538406046," ""2018/10/1 15:0:46""",600.72,605.84,20.12,20.12,12.5,,3599,,,,,,,,,,,,,,
1259999,1538406047," ""2018/10/1 15:0:47""",600.53,605.78,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1260999,1538406048," ""2018/10/1 15:0:48""",600.34,605.72,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1261999,1538406049," ""2018/10/1 15:0:49""",600.19,605.66,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1262999,1538406050," ""2018/10/1 15:0:50""",600,605.59,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1263998,1538406051," ""2018/10/1 15:0:51""",599.81,605.53,20.12,20.12,12.5,,3599,,,,,,,,,,,,,,
1264999,1538406052," ""2018/10/1 15:0:52""",599.66,605.44,20.12,20.06,12.5,,3599,,,,,,,,,,,,,,
1265998,1538406053," ""2018/10/1 15:0:53""",599.5,605.41,20.12,20.12,12.48,,3599,,,,,,,,,,,,,,
1266999,1538406054," ""2018/10/1 15:0:54""",599.34,605.34,20.12,20.12,12.5,,3599,,,,,,,,,,,,,,
1267999,1538406055," ""2018/10/1 15:0:55""",599.19,605.28,20.12,20.12,12.48,,3599,,,,,,,,,,,,,,
1268999,1538406056," ""2018/10/1 15:0:56""",599.03,605.25,20.12,20.12,12.48,,3599,,,,,,,,,,,,,,
1269999,1538406057," ""2018/10/1 15:0:57""",598.91,605.19,20.12,20.12,12.48,,3599,,,,,,,,,,,,,,
1270999,1538406058," ""2018/10/1 15:0:58""",598.75,605.16,20.12,20.06,12.48,,3599,,,,,,,,,,,,,,
1271999,1538406059," ""2018/10/1 15:0:59""",598.59,605.09,20.12,20.12,12.48,,3599,,,,,,,,,,,,,,
1272999,1538406060," ""2018/10/1 15:1:0""",598.47,605.03,20.12,20.12,12.48,,3599,,,,,,,,,,,,,,
1273999,1538406061," ""2018/10/1 15:1:1""",598.34,605,20.12,20.12,12.48,0,3599,1538406061," ""2018/10/1 15:1:1""",0.1015,0.032,,,,,,,,,,
1274999,1538406062," ""2018/10/1 15:1:2""",598.19,604.94,20.12,20.12,12.48,1,3599,,,,,,,,,,,,,,
1275999,1538406063," ""2018/10/1 15:1:3""",598.06,604.88,20.12,20.12,12.48,2,3599,,,,,,,,,,,,,,
1276999,1538406064," ""2018/10/1 15:1:4""",597.94,604.88,20.12,20.12,12.48,3,3599,,,,,,,,,,,,,,
1277999,1538406065," ""2018/10/1 15:1:5""",597.78,604.81,20.12,20.12,12.48,4,3599,,,,,,,,,,,,,,
1278999,1538406066," ""2018/10/1 15:1:6""",597.69,604.78,20.12,20.12,12.48,5,3599,,,,,,,,,,,,,,
1279998,1538406067," ""2018/10/1 15:1:7""",597.56,604.75,20.12,20.06,12.48,6,3599,,,,,,,,,,,,,,
1280999,1538406068," ""2018/10/1 15:1:8""",597.44,604.69,20.12,20.12,12.48,7,3599,,,,,,,,,,,,,,
1281999,1538406069," ""2018/10/1 15:1:9""",597.31,604.66,20.12,20.12,12.48,8,3599,,,,,,,,,,,,,,
1282999,1538406070," ""2018/10/1 15:1:10""",597.19,604.63,20.12,20.12,12.48,9,3599,,,,,,,,,,,,,,
1283999,1538406071," ""2018/10/1 15:1:11""",597.06,604.56,20.12,20.12,12.48,10,3599,,,,,,,,,,,,,,
1284999,1538406072," ""2018/10/1 15:1:12""",596.97,604.53,20.12,20.12,12.48,11,3599,,,,,,,,,,,,,,
1285999,1538406073," ""2018/10/1 15:1:13""",596.84,604.5,20.12,20.12,12.48,12,3599,,,,,,,,,,,,,,
1286999,1538406074," ""2018/10/1 15:1:14""",596.75,604.47,20.12,20.12,12.48,13,3599,,,,,,,,,,,,,,
1287999,1538406075," ""2018/10/1 15:1:15""",596.63,604.44,20.19,20.12,12.48,14,3599,,,,,,,,,,,,,,
1288999,1538406076," ""2018/10/1 15:1:16""",596.53,604.41,20.12,20.12,12.48,15,3599,,,,,,,,,,,,,,
1289999,1538406077," ""2018/10/1 15:1:17""",596.44,604.38,20.12,20.12,12.48,16,3599,,,,,,,,,,,,,,
1290999,1538406078," ""2018/10/1 15:1:18""",596.31,604.34,20.12,20.12,12.48,17,3599,,,,,,,,,,,,,,
1291999,1538406079," ""2018/10/1 15:1:19""",596.22,604.31,20.12,20.12,12.48,18,3599,,,,,,,,,,,,,,
1292999,1538406080," ""2018/10/1 15:1:20""",596.13,604.28,20.19,20.12,12.48,19,3599,,,,,,,,,,,,,,
1293999,1538406081," ""2018/10/1 15:1:21""",596.03,604.25,20.12,20.12,12.48,20,3599,,,,,,,,,,,,,,
1294999,1538406082," ""2018/10/1 15:1:22""",595.94,604.22,20.19,20.12,12.48,21,3599,,,,,,,,,,,,,,
1295998,1538406083," ""2018/10/1 15:1:23""",595.81,604.19,20.19,20.12,12.48,22,3599,,,,,,,,,,,,,,
1296999,1538406084," ""2018/10/1 15:1:24""",595.72,604.16,20.19,20.12,12.48,23,3599,,,,,,,,,,,,,,
1297999,1538406085," ""2018/10/1 15:1:25""",595.63,604.13,20.19,20.12,12.48,24,3599,,,,,,,,,,,,,,
1298999,1538406086," ""2018/10/1 15:1:26""",595.53,604.09,20.19,20.12,12.48,25,3599,,,,,,,,,,,,,,
1299999,1538406087," ""2018/10/1 15:1:27""",595.47,604.06,20.19,20.12,12.48,26,3599,,,,,,,,,,,,,,
1300999,1538406088," ""2018/10/1 15:1:28""",595.34,604.03,20.19,20.12,12.48,27,3599,,,,,,,,,,,,,,
1301999,1538406089," ""2018/10/1 15:1:29""",595.28,604.03,20.19,20.12,12.48,28,3599,,,,,,,,,,,,,,
1302999,1538406090," ""2018/10/1 15:1:30""",595.19,604,20.19,20.12,12.48,29,3599,,,,,,,,,,,,,,
1303999,1538406091," ""2018/10/1 15:1:31""",595.09,603.97,20.19,20.12,12.48,30,3599,,,,,,,,,,,,,,
1304998,1538406092," ""2018/10/1 15:1:32""",595,603.94,20.19,20.12,12.48,31,3599,,,,,,,,,,,,,,
1305999,1538406093," ""2018/10/1 15:1:33""",594.91,603.94,20.19,20.12,12.48,32,3599,,,,,,,,,,,,,,
1306999,1538406094," ""2018/10/1 15:1:34""",594.84,603.91,20.19,20.12,12.48,33,3599,,,,,,,,,,,,,,
1307999,1538406095," ""2018/10/1 15:1:35""",594.78,603.88,20.19,20.12,12.48,34,3599,,,,,,,,,,,,,,
1308999,1538406096," ""2018/10/1 15:1:36""",594.69,603.84,20.19,20.12,12.48,35,3599,,,,,,,,,,,,,,
1309999,1538406097," ""2018/10/1 15:1:37""",594.59,603.84,20.19,20.12,12.48,36,3599,,,,,,,,,,,,,,
1311000,1538406098," ""2018/10/1 15:1:38""",594.53,603.81,20.19,20.12,12.48,37,3599,,,,,,,,,,,,,,
1311998,1538406099," ""2018/10/1 15:1:39""",594.44,603.78,20.19,20.12,12.48,38,3599,,,,,,,,,,,,,,
1312999,1538406100," ""2018/10/1 15:1:40""",594.38,603.78,20.19,20.12,12.48,39,3599,,,,,,,,,,,,,,
1313999,1538406101," ""2018/10/1 15:1:41""",594.28,603.72,20.19,20.12,12.48,40,3599,,,,,,,,,,,,,,
4814000,1538409601," ""2018/10/1 16:0:1""",634.84,628.56,20.19,20.12,12.48,0,100,,,,,1538409601," ""2018/10/1 16:0:1""",40.5,24.78,20.19,20.12,12.48,0,634.84,628.56
4814999,1538409602," ""2018/10/1 16:0:2""",628.31,622.34,20.12,20.06,12.48,1,3599,,,,,,,,,,,,,,
4815998,1538409603," ""2018/10/1 16:0:3""",624.66,619.09,20.12,20.06,12.48,2,3599,,,,,,,,,,,,,,
4816999,1538409604," ""2018/10/1 16:0:4""",622.19,617.03,20.12,20.06,12.48,3,3599,,,,,,,,,,,,,,
4817999,1538409605," ""2018/10/1 16:0:5""",620.28,615.5,20.12,20.06,12.48,4,3599,,,,,,,,,,,,,,
4818999,1538409606," ""2018/10/1 16:0:6""",618.75,614.41,20.12,20.06,12.47,5,3599,,,,,,,,,,,,,,
4819999,1538409607," ""2018/10/1 16:0:7""",617.44,613.53,20.12,20.06,12.47,6,3599,,,,,,,,,,,,,,
4820999,1538409608," ""2018/10/1 16:0:8""",616.28,612.78,20.12,20.06,12.47,7,3599,,,,,,,,,,,,,,
4821999,1538409609," ""2018/10/1 16:0:9""",615.28,612.19,20.12,20.12,12.47,8,3599,,,,,,,,,,,,,,
4822999,1538409610," ""2018/10/1 16:0:10""",614.38,611.69,20.12,20.12,12.47,9,3599,,,,,,,,,,,,,,
4823999,1538409611," ""2018/10/1 16:0:11""",613.53,611.25,20.12,20.12,12.47,10,3599,,,,,,,,,,,,,,
4824999,1538409612," ""2018/10/1 16:0:12""",612.75,610.84,20.12,20.12,12.45,11,3599,,,,,,,,,,,,,,
4825999,1538409613," ""2018/10/1 16:0:13""",612.06,610.5,20.12,20.12,12.45,12,3599,,,,,,,,,,,,,,
4826999,1538409614," ""2018/10/1 16:0:14""",611.41,610.19,20.12,20.12,12.45,13,3599,,,,,,,,,,,,,,
4827999,1538409615," ""2018/10/1 16:0:15""",610.75,609.91,20.12,20.12,12.45,14,3599,,,,,,,,,,,,,,
4828999,1538409616," ""2018/10/1 16:0:16""",610.19,609.63,20.12,20.12,12.45,15,3599,,,,,,,,,,,,,,
4829999,1538409617," ""2018/10/1 16:0:17""",609.66,609.41,20.12,20.12,12.45,16,3599,,,,,,,,,,,,,,
4830999,1538409618," ""2018/10/1 16:0:18""",609.13,609.19,20.12,20.12,12.45,17,3599,,,,,,,,,,,,,,
4831998,1538409619," ""2018/10/1 16:0:19""",608.66,608.97,20.12,20.12,12.45,18,3599,,,,,,,,,,,,,,
4832999,1538409620," ""2018/10/1 16:0:20""",608.19,608.78,20.12,20.12,12.45,19,3599,,,,,,,,,,,,,,
4833999,1538409621," ""2018/10/1 16:0:21""",607.75,608.59,20.12,20.12,12.45,20,3599,,,,,,,,,,,,,,
4834999,1538409622," ""2018/10/1 16:0:22""",607.34,608.44,20.12,20.12,12.44,21,3599,,,,,,,,,,,,,,
4835999,1538409623," ""2018/10/1 16:0:23""",606.94,608.28,20.12,20.12,12.44,22,3599,,,,,,,,,,,,,,
4836999,1538409624," ""2018/10/1 16:0:24""",606.56,608.13,20.12,20.12,12.44,23,3599,,,,,,,,,,,,,,
4837999,1538409625," ""2018/10/1 16:0:25""",606.19,608,20.19,20.12,12.44,24,3599,,,,,,,,,,,,,,
4838999,1538409626," ""2018/10/1 16:0:26""",605.81,607.84,20.12,20.12,12.44,25,3599,,,,,,,,,,,,,,
4839999,1538409627," ""2018/10/1 16:0:27""",605.5,607.72,20.19,20.12,12.44,26,3599,,,,,,,,,,,,,,
4840999,1538409628," ""2018/10/1 16:0:28""",605.16,607.59,20.12,20.12,12.44,27,3599,,,,,,,,,,,,,,
4841999,1538409629," ""2018/10/1 16:0:29""",604.84,607.47,20.19,20.12,12.44,28,3599,,,,,,,,,,,,,,
4842998,1538409630," ""2018/10/1 16:0:30""",604.53,607.34,20.12,20.12,12.44,29,3599,,,,,,,,,,,,,,
4843999,1538409631," ""2018/10/1 16:0:31""",604.25,607.25,20.12,20.12,12.44,30,3599,,,,,,,,,,,,,,
4844999,1538409632," ""2018/10/1 16:0:32""",603.97,607.13,20.19,20.12,12.44,31,3599,,,,,,,,,,,,,,
4845999,1538409633," ""2018/10/1 16:0:33""",603.69,607.03,20.12,20.12,12.44,32,3599,,,,,,,,,,,,,,
4846999,1538409634," ""2018/10/1 16:0:34""",603.44,606.94,20.12,20.12,12.44,33,3599,,,,,,,,,,,,,,
4847998,1538409635," ""2018/10/1 16:0:35""",603.19,606.84,20.19,20.12,12.44,34,3599,,,,,,,,,,,,,,
4848999,1538409636," ""2018/10/1 16:0:36""",602.94,606.72,20.12,20.12,12.44,35,3599,,,,,,,,,,,,,,
4849999,1538409637," ""2018/10/1 16:0:37""",602.69,606.66,20.19,20.12,12.44,36,3599,,,,,,,,,,,,,,
4850999,1538409638," ""2018/10/1 16:0:38""",602.44,606.56,20.12,20.12,12.42,37,3599,,,,,,,,,,,,,,
4851999,1538409639," ""2018/10/1 16:0:39""",602.22,606.47,20.19,20.12,12.42,38,3599,,,,,,,,,,,,,,
4852999,1538409640," ""2018/10/1 16:0:40""",602,606.41,20.12,20.12,12.42,39,3599,,,,,,,,,,,,,,
4853999,1538409641," ""2018/10/1 16:0:41""",601.78,606.31,20.19,20.12,12.42,40,3599,,,,,,,,,,,,,,
4854999,1538409642," ""2018/10/1 16:0:42""",601.56,606.25,20.19,20.12,12.42,41,3599,,,,,,,,,,,,,,
4855999,1538409643," ""2018/10/1 16:0:43""",601.38,606.19,20.19,20.12,12.42,42,3599,,,,,,,,,,,,,,
4856999,1538409644," ""2018/10/1 16:0:44""",601.16,606.09,20.19,20.12,12.42,43,3599,,,,,,,,,,,,,,
4857999,1538409645," ""2018/10/1 16:0:45""",600.97,606.03,20.19,20.12,12.42,44,3599,,,,,,,,,,,,,,
4858999,1538409646," ""2018/10/1 16:0:46""",600.78,605.94,20.19,20.12,12.42,45,3599,,,,,,,,,,,,,,
4859999,1538409647," ""2018/10/1 16:0:47""",600.59,605.91,20.19,20.12,12.42,46,3599,,,,,,,,,,,,,,
4860999,1538409648," ""2018/10/1 16:0:48""",600.41,605.81,20.19,20.12,12.42,47,3599,,,,,,,,,,,,,,
4862000,1538409649," ""2018/10/1 16:0:49""",600.25,605.75,20.19,20.12,12.42,48,3599,,,,,,,,,,,,,,
4862999,1538409650," ""2018/10/1 16:0:50""",600.06,605.72,20.19,20.12,12.42,49,3599,,,,,,,,,,,,,,
4863998,1538409651," ""2018/10/1 16:0:51""",599.91,605.66,20.19,20.12,12.42,50,3599,,,,,,,,,,,,,,
4864999,1538409652," ""2018/10/1 16:0:52""",599.72,605.59,20.19,20.12,12.42,51,3599,,,,,,,,,,,,,,
4865999,1538409653," ""2018/10/1 16:0:53""",599.56,605.53,20.19,20.12,12.42,52,3599,,,,,,,,,,,,,,
4866999,1538409654," ""2018/10/1 16:0:54""",599.41,605.47,20.19,20.12,12.42,53,3599,,,,,,,,,,,,,,
4867999,1538409655," ""2018/10/1 16:0:55""",599.25,605.41,20.19,20.12,12.42,54,3599,,,,,,,,,,,,,,
4868999,1538409656," ""2018/10/1 16:0:56""",599.09,605.38,20.19,20.12,12.42,55,3599,,,,,,,,,,,,,,
4869999,1538409657," ""2018/10/1 16:0:57""",598.97,605.31,20.19,20.12,12.42,56,3599,,,,,,,,,,,,,,
4870999,1538409658," ""2018/10/1 16:0:58""",598.78,605.25,20.19,20.12,12.42,57,3599,,,,,,,,,,,,,,
4871999,1538409659," ""2018/10/1 16:0:59""",598.66,605.19,20.19,20.12,12.42,58,3599,,,,,,,,,,,,,,
4872999,1538409660," ""2018/10/1 16:1:0""",598.5,605.16,20.19,20.12,12.42,59,3599,,,,,,,,,,,,,,
4873999,1538409661," ""2018/10/1 16:1:1""",598.38,605.09,20.19,20.12,12.42,0,3599,1538409661," ""2018/10/1 16:1:1""",0.101,0.03275,,,,,,,,,,
4874999,1538409662," ""2018/10/1 16:1:2""",598.25,605.06,20.19,20.12,12.42,1,3599,,,,,,,,,,,,,,
4875999,1538409663," ""2018/10/1 16:1:3""",598.13,605.03,20.19,20.12,12.42,2,3599,,,,,,,,,,,,,,
4876999,1538409664," ""2018/10/1 16:1:4""",597.97,604.97,20.19,20.12,12.42,3,3599,,,,,,,,,,,,,,
4877999,1538409665," ""2018/10/1 16:1:5""",597.88,604.94,20.19,20.12,12.42,4,3599,,,,,,,,,,,,,,
4878999,1538409666," ""2018/10/1 16:1:6""",597.72,604.88,20.19,20.12,12.42,5,3599,,,,,,,,,,,,,,
4879998,1538409667," ""2018/10/1 16:1:7""",597.59,604.84,20.19,20.12,12.42,6,3599,,,,,,,,,,,,,,
4880999,1538409668," ""2018/10/1 16:1:8""",597.47,604.78,20.19,20.12,12.42,7,3599,,,,,,,,,,,,,,
4881998,1538409669," ""2018/10/1 16:1:9""",597.38,604.75,20.19,20.12,12.42,8,3599,,,,,,,,,,,,,,
4882999,1538409670," ""2018/10/1 16:1:10""",597.25,604.72,20.19,20.12,12.42,9,3599,,,,,,,,,,,,,,
4883999,1538409671," ""2018/10/1 16:1:11""",597.13,604.69,20.19,20.12,12.42,10,3599,,,,,,,,,,,,,,
4884999,1538409672," ""2018/10/1 16:1:12""",597.03,604.63,20.19,20.12,12.41,11,3599,,,,,,,,,,,,,,
4885999,1538409673," ""2018/10/1 16:1:13""",596.91,604.59,20.19,20.12,12.41,12,3599,,,,,,,,,,,,,,
4886999,1538409674," ""2018/10/1 16:1:14""",596.78,604.56,20.19,20.12,12.42,13,3599,,,,,,,,,,,,,,
4887999,1538409675," ""2018/10/1 16:1:15""",596.69,604.53,20.19,20.12,12.41,14,3599,,,,,,,,,,,,,,
4888999,1538409676," ""2018/10/1 16:1:16""",596.56,604.5,20.19,20.12,12.41,15,3599,,,,,,,,,,,,,,
4889999,1538409677," ""2018/10/1 16:1:17""",596.47,604.44,20.19,20.12,12.41,16,3599,,,,,,,,,,,,,,
4890999,1538409678," ""2018/10/1 16:1:18""",596.38,604.41,20.19,20.12,12.41,17,3599,,,,,,,,,,,,,,
4891999,1538409679," ""2018/10/1 16:1:19""",596.25,604.41,20.19,20.12,12.42,18,3599,,,,,,,,,,,,,,
4892999,1538409680," ""2018/10/1 16:1:20""",596.16,604.38,20.19,20.12,12.41,19,3599,,,,,,,,,,,,,,
4893999,1538409681," ""2018/10/1 16:1:21""",596.03,604.31,20.19,20.12,12.41,20,3599,,,,,,,,,,,,,,
4894999,1538409682," ""2018/10/1 16:1:22""",595.97,604.31,20.19,20.12,12.42,21,3599,,,,,,,,,,,,,,
4895998,1538409683," ""2018/10/1 16:1:23""",595.88,604.25,20.19,20.12,12.41,22,3599,,,,,,,,,,,,,,
4896999,1538409684," ""2018/10/1 16:1:24""",595.78,604.22,20.19,20.12,12.41,23,3599,,,,,,,,,,,,,,
4897999,1538409685," ""2018/10/1 16:1:25""",595.69,604.19,20.19,20.12,12.41,24,3599,,,,,,,,,,,,,,
4898999,1538409686," ""2018/10/1 16:1:26""",595.59,604.16,20.19,20.12,12.41,25,3599,,,,,,,,,,,,,,
4899999,1538409687," ""2018/10/1 16:1:27""",595.5,604.13,20.19,20.12,12.41,26,3599,,,,,,,,,,,,,,
4901000,1538409688," ""2018/10/1 16:1:28""",595.41,604.13,20.19,20.12,12.41,27,3599,,,,,,,,,,,,,,
4901999,1538409689," ""2018/10/1 16:1:29""",595.31,604.09,20.19,20.12,12.41,28,3599,,,,,,,,,,,,,,
4902999,1538409690," ""2018/10/1 16:1:30""",595.22,604.06,20.19,20.12,12.41,29,3599,,,,,,,,,,,,,,
4903999,1538409691," ""2018/10/1 16:1:31""",595.13,604.03,20.19,20.12,12.41,30,3599,,,,,,,,,,,,,,
4904999,1538409692," ""2018/10/1 16:1:32""",595.06,604,20.19,20.19,12.41,31,3599,,,,,,,,,,,,,,
4905999,1538409693," ""2018/10/1 16:1:33""",594.97,603.97,20.19,20.12,12.41,32,3599,,,,,,,,,,,,,,
4906999,1538409694," ""2018/10/1 16:1:34""",594.88,603.94,20.25,20.19,12.41,33,3599,,,,,,,,,,,,,,
4907999,1538409695," ""2018/10/1 16:1:35""",594.81,603.94,20.19,20.12,12.41,34,3599,,,,,,,,,,,,,,
4908999,1538409696," ""2018/10/1 16:1:36""",594.72,603.91,20.19,20.12,12.41,35,3599,,,,,,,,,,,,,,
4909999,1538409697," ""2018/10/1 16:1:37""",594.63,603.88,20.25,20.19,12.41,36,3599,,,,,,,,,,,,,,
4910999,1538409698," ""2018/10/1 16:1:38""",594.56,603.84,20.25,20.19,12.41,37,3599,,,,,,,,,,,,,,
4911998,1538409699," ""2018/10/1 16:1:39""",594.5,603.84,20.25,20.12,12.41,38,3599,,,,,,,,,,,,,,
4912999,1538409700," ""2018/10/1 16:1:40""",594.41,603.78,20.25,20.19,12.41,39,3599,,,,,,,,,,,,,,
4913999,1538409701," ""2018/10/1 16:1:41""",594.34,603.78,20.25,20.12,12.41,40,3599,,,,,,,,,,,,,,
8414000,1538413201," ""2018/10/1 17:0:1""",635,628.59,20.25,20.12,12.44,0,100,,,,,1538413201," ""2018/10/1 17:0:1""",40.44,24.78,20.25,20.12,12.44,0,635,628.59
8414999,1538413202," ""2018/10/1 17:0:2""",628.47,622.44,20.06,20.06,12.44,1,3599,,,,,,,,,,,,,,
8415998,1538413203," ""2018/10/1 17:0:3""",624.84,619.16,20.06,20.06,12.44,2,3599,,,,,,,,,,,,,,
8416999,1538413204," ""2018/10/1 17:0:4""",622.31,617.03,20.06,20.06,12.42,3,3599,,,,,,,,,,,,,,
8417999,1538413205," ""2018/10/1 17:0:5""",620.44,615.56,20.12,20.06,12.42,4,3599,,,,,,,,,,,,,,
8418999,1538413206," ""2018/10/1 17:0:6""",618.88,614.44,20.12,20.06,12.42,5,3599,,,,,,,,,,,,,,
8419998,1538413207," ""2018/10/1 17:0:7""",617.59,613.56,20.12,20.06,12.42,6,3599,,,,,,,,,,,,,,
8420999,1538413208," ""2018/10/1 17:0:8""",616.44,612.84,20.12,20.06,12.42,7,3599,,,,,,,,,,,,,,
8421999,1538413209," ""2018/10/1 17:0:9""",615.44,612.22,20.12,20.06,12.42,8,3599,,,,,,,,,,,,,,
8422999,1538413210," ""2018/10/1 17:0:10""",614.53,611.72,20.12,20.06,12.42,9,3599,,,,,,,,,,,,,,
8423999,1538413211," ""2018/10/1 17:0:11""",613.69,611.28,20.12,20.06,12.42,10,3599,,,,,,,,,,,,,,
8424999,1538413212," ""2018/10/1 17:0:12""",612.94,610.88,20.12,20.06,12.42,11,3599,,,,,,,,,,,,,,
8425999,1538413213," ""2018/10/1 17:0:13""",612.22,610.53,20.12,20.06,12.42,12,3599,,,,,,,,,,,,,,
