12,2019-10-10 10:37:32,13.844
10,2019-10-10 10:37:32,13.289
14,2019-10-10 10:37:32,13.923
9,2019-10-10 10:37:32,13.456
12,2019-10-10 10:38:02,13.845
10,2019-10-10 10:38:02,13.289
14,2019-10-10 10:38:02,13.923
9,2019-10-10 10:38:02,13.456
12,2019-10-10 10:38:32,13.845
10,2019-10-10 10:38:32,13.288
14,2019-10-10 10:38:32,13.923
9,2019-10-10 10:38:32,13.455
12,2019-10-10 10:39:02,13.844
10,2019-10-10 10:39:02,13.288
14,2019-10-10 10:39:02,13.923
9,2019-10-10 10:39:02,13.455
12,2019-10-10 10:39:32,13.844
10,2019-10-10 10:39:32,13.288
14,2019-10-10 10:39:32,13.923
9,2019-10-10 10:39:32,13.455
12,2019-10-10 10:40:02,13.844
10,2019-10-10 10:40:02,13.288
14,2019-10-10 10:40:02,13.923
9,2019-10-10 10:40:02,13.455
12,2019-10-10 10:40:32,13.844
10,2019-10-10 10:40:32,13.288
14,2019-10-10 10:40:32,13.923
9,2019-10-10 10:40:32,13.455
12,2019-10-10 10:41:02,13.844
10,2019-10-10 10:41:02,13.288
14,2019-10-10 10:41:02,13.923
9,2019-10-10 10:41:02,13.455
12,2019-10-10 10:41:32,13.844
10,2019-10-10 10:41:32,13.287
14,2019-10-10 10:41:32,13.923
9,2019-10-10 10:41:32,13.455
12,2019-10-10 10:42:02,13.843
10,2019-10-10 10:42:02,13.287
14,2019-10-10 10:42:02,13.923
9,2019-10-10 10:42:02,13.455
12,2019-10-10 10:42:32,13.843
10,2019-10-10 10:42:32,13.287
14,2019-10-10 10:42:32,13.922
9,2019-10-10 10:42:33,13.455
12,2019-10-10 10:43:02,13.843
10,2019-10-10 10:43:02,13.287
14,2019-10-10 10:43:02,13.922
9,2019-10-10 10:43:03,13.454
12,2019-10-10 10:43:32,13.843
10,2019-10-10 10:43:32,13.287
14,2019-10-10 10:43:32,13.922
9,2019-10-10 10:43:33,13.454
12,2019-10-10 10:44:02,13.843
10,2019-10-10 10:44:02,13.287
14,2019-10-10 10:44:02,13.922
9,2019-10-10 10:44:02,13.454
12,2019-10-10 10:44:32,13.842
10,2019-10-10 10:44:32,13.287
14,2019-10-10 10:44:32,13.923
9,2019-10-10 10:44:33,13.454
12,2019-10-10 10:45:02,13.842
10,2019-10-10 10:45:02,13.287
14,2019-10-10 10:45:03,13.922
9,2019-10-10 10:45:03,13.453
12,2019-10-10 10:45:32,13.842
10,2019-10-10 10:45:33,13.287
14,2019-10-10 10:45:33,13.922
9,2019-10-10 10:45:33,13.453
12,2019-10-10 10:46:02,13.842
10,2019-10-10 10:46:03,13.287
14,2019-10-10 10:46:03,13.922
9,2019-10-10 10:46:03,13.453
12,2019-10-10 10:46:33,13.842
10,2019-10-10 10:46:33,13.287
14,2019-10-10 10:46:33,13.922
9,2019-10-10 10:46:33,13.453
12,2019-10-10 10:47:03,13.842
10,2019-10-10 10:47:03,13.286
14,2019-10-10 10:47:03,13.922
9,2019-10-10 10:47:03,13.453
12,2019-10-10 10:47:33,13.841
10,2019-10-10 10:47:33,13.286
14,2019-10-10 10:47:33,13.922
9,2019-10-10 10:47:33,13.452
12,2019-10-10 10:48:03,13.841
10,2019-10-10 10:48:03,13.286
14,2019-10-10 10:48:03,13.922
9,2019-10-10 10:48:03,13.452
12,2019-10-10 10:48:33,13.841
10,2019-10-10 10:48:33,13.286
14,2019-10-10 10:48:33,13.922
9,2019-10-10 10:48:33,13.451
12,2019-10-10 10:49:03,13.841
10,2019-10-10 10:49:03,13.285
14,2019-10-10 10:49:03,13.921
9,2019-10-10 10:49:03,13.451
12,2019-10-10 10:49:33,13.840
10,2019-10-10 10:49:33,13.285
14,2019-10-10 10:49:33,13.912
9,2019-10-10 10:49:33,13.452
12,2019-10-10 10:50:03,13.840
10,2019-10-10 10:50:03,13.285
14,2019-10-10 10:50:03,13.912
9,2019-10-10 10:50:03,13.451
12,2019-10-10 10:50:33,13.840
10,2019-10-10 10:50:33,13.284
14,2019-10-10 10:50:33,13.912
9,2019-10-10 10:50:33,13.451
12,2019-10-10 10:51:03,13.839
10,2019-10-10 10:51:03,13.284
14,2019-10-10 10:51:03,13.912
9,2019-10-10 10:51:03,13.450
12,2019-10-10 10:51:33,13.839
10,2019-10-10 10:51:33,13.284
14,2019-10-10 10:51:33,13.912
9,2019-10-10 10:51:33,13.450
12,2019-10-10 10:52:03,13.839
10,2019-10-10 10:52:03,13.284
14,2019-10-10 10:52:03,13.912
9,2019-10-10 10:52:03,13.450
12,2019-10-10 10:52:33,13.839
10,2019-10-10 10:52:33,13.284
14,2019-10-10 10:52:33,13.912
9,2019-10-10 10:52:33,13.450
12,2019-10-10 10:53:03,13.838
10,2019-10-10 10:53:03,13.284
14,2019-10-10 10:53:03,13.912
